team,opponent,team_score,opp_score,date,OT,neutral,home_game,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,Opp-eFG%,Opp-TOV%,Opp-ORB%,Opp-FT/FGA
Abilene Christian,Northwestern State,87,72,1/12/2016,0,FALSE,TRUE,113,93.5,77.5,0.556,0.302,0.546,62.9,61.5,11.7,5.1,0.46,13.3,41.9,0.46,0.455,16.2,83.9,0.375
Abilene Christian,Stephen F. Austin,62,97,1/16/2016,0,FALSE,FALSE,95.4,149.2,64.6,0.367,0.347,0.539,37.8,60,6.2,5.1,0.551,19.7,22.2,0.163,0.833,14.3,61.1,0.13
Abilene Christian,McNeese State,75,67,1/19/2016,0,FALSE,TRUE,111.9,100,67,0.37,0.241,0.591,45.6,46.4,10.4,5.7,0.546,12.5,21.4,0.296,0.5,19.8,69,0.288
Abilene Christian,Incarnate Word,60,74,1/23/2016,0,FALSE,FALSE,88.2,108.8,68.3,0.478,0.435,0.531,40.4,77.8,11.8,2.8,0.489,21.2,11.1,0.326,0.633,21,80,0.245
Abilene Christian,Sam Houston State,51,72,1/25/2016,0,FALSE,FALSE,76.1,107.5,67.1,0.327,0.442,0.424,42.2,76.5,9,2.9,0.385,13.1,8.8,0.212,0.558,17.7,80,0.269
Abilene Christian,Lamar,80,71,1/30/2016,0,FALSE,TRUE,106.7,94.7,75,0.537,0.407,0.59,47.6,64.3,14.7,2.5,0.602,13,14.7,0.278,0.521,21.3,86.2,0.438
Abilene Christian,Houston Baptist,79,72,2/2/2016,0,FALSE,TRUE,108.2,98.6,73,0.351,0.351,0.594,49.2,53.6,12.3,14.7,0.57,14.3,19.4,0.246,0.511,21.4,80,0.543
Abilene Christian,Southeastern Louisiana,60,81,2/6/2016,0,FALSE,FALSE,89.6,120.9,67.1,0.302,0.302,0.495,44.4,63.6,7.5,8.3,0.481,21,33.3,0.17,0.635,21.1,61.9,0.288
Abilene Christian,Lamar,71,67,2/8/2016,0,FALSE,FALSE,104.4,98.5,67.7,0.553,0.362,0.598,53.4,68.2,10.3,5.6,0.532,22.5,32,0.447,0.411,15.9,69.7,0.667
Abilene Christian,Sam Houston State,71,84,2/15/2016,0,FALSE,TRUE,106,125.4,67.2,0.429,0.571,0.602,46.6,72.7,4.5,2.8,0.571,19.4,20,0.306,0.544,9.5,75,0.386
Abilene Christian,Houston Baptist,71,73,2/18/2016,0,FALSE,FALSE,107.6,110.6,66.5,0.309,0.218,0.563,46.4,51.9,7.6,7.5,0.545,12.6,16.7,0.2,0.583,14.3,80.8,0.354
Abilene Christian,Southeastern Louisiana,91,80,2/21/2016,0,FALSE,TRUE,126.4,111.1,72.4,0.68,0.38,0.688,55.1,59.3,11.1,2.3,0.62,12.2,26.1,0.58,0.585,16.3,80.8,0.186
Abilene Christian,Texas A&M-Corpus Christi,59,65,2/23/2016,0,FALSE,FALSE,93.7,103.2,63.2,0.196,0.457,0.587,50,47.6,7.9,2.4,0.554,24.3,18.2,0.174,0.482,13.9,73.3,0.196
Abilene Christian,New Orleans,87,84,2/27/2016,0,FALSE,TRUE,108.8,105,79.9,0.545,0.436,0.628,49.2,53.6,10,4.3,0.6,20,23.3,0.382,0.509,18.1,72.7,0.509
Abilene Christian,Incarnate Word,70,74,3/3/2016,0,FALSE,TRUE,97.2,102.8,72.2,0.259,0.414,0.537,53.6,51.9,8.3,10.8,0.534,17.8,21.9,0.138,0.465,12.7,81.1,0.368
Abilene Christian,Texas A&M-Corpus Christi,69,74,3/5/2016,0,FALSE,TRUE,90.8,97.4,76.3,0.429,0.357,0.512,50,60,9.2,8.8,0.509,20.3,23.5,0.214,0.5,22.5,82.1,0.609
Air Force,Southern Illinois,75,77,11/13/2015,0,FALSE,FALSE,105.6,108.5,71,0.647,0.392,0.562,49.2,45.5,2.8,2.3,0.471,15.5,29.6,0.529,0.463,5.9,63.2,0.224
Air Force,Tennessee Tech,80,70,11/16/2015,0,FALSE,TRUE,108.1,94.6,74.5,0.653,0.245,0.623,44.3,65.5,10.8,8.3,0.622,17.1,18.5,0.388,0.377,15.1,60.5,0.323
Air Force,Mississippi Valley State,65,64,11/19/2015,0,FALSE,TRUE,91.5,90.1,71,0.467,0.35,0.443,48.1,65.2,7,2.4,0.408,13.2,27.9,0.267,0.459,16.2,71.1,0.131
Air Force,Robert Morris,64,52,11/22/2015,0,FALSE,TRUE,91.4,74.3,70.3,0.197,0.182,0.443,58.7,64,17.1,9.7,0.402,16.3,41.7,0.167,0.407,21.5,74.4,0.068
Air Force,Colorado,70,81,11/25/2015,0,FALSE,FALSE,98.6,114.1,71.2,0.29,0.355,0.496,38.6,57.7,11.3,17.4,0.5,12.5,21.6,0.129,0.656,22.6,70,0.375
Air Force,New Mexico State,66,64,11/28/2015,1,FALSE,TRUE,93,90.1,63.1,0.185,0.415,0.467,38.9,58.3,8.5,2.6,0.431,7.9,12.2,0.154,0.481,21.7,74.2,0.269
Air Force,Citadel,97,93,12/2/2015,0,FALSE,TRUE,115.5,110.7,84.3,0.776,0.224,0.611,60.6,78.1,7.1,4.5,0.586,13.4,25,0.5,0.556,11.3,89.7,0.181
Air Force,Denver,61,59,12/5/2015,0,FALSE,FALSE,92.4,89.4,66.3,0.46,0.24,0.501,63.2,60,9.1,0,0.44,23,40.6,0.34,0.522,24.9,92,0.267
Air Force,Ohio State,50,74,12/8/2015,0,FALSE,FALSE,70.4,104.2,71.3,0.333,0.294,0.423,51.6,29.4,5.6,0,0.373,23.5,21.2,0.235,0.526,15.6,83.9,0.246
Air Force,Army,80,90,12/12/2015,0,FALSE,TRUE,96.4,108.4,82.6,0.516,0.161,0.518,49.3,37.9,10.8,6.7,0.516,14.6,25,0.258,0.552,16.7,80.6,0.448
Air Force,UC-Davis,67,60,12/19/2015,0,FALSE,FALSE,97.1,87,68.6,0.354,0.396,0.597,43.5,58.3,4.3,5,0.583,21.3,16,0.229,0.413,17.9,62.2,0.127
Air Force,Johnson & Wales,80,56,12/22/2015,0,FALSE,TRUE,108.1,75.7,73.6,0.448,0.241,0.569,56.5,51.9,8.1,9.7,0.517,16.8,35.5,0.345,0.373,21.7,73.7,0.273
Air Force,Western State,86,66,12/29/2015,0,FALSE,TRUE,119.4,91.7,71.5,0.538,0.308,0.658,53.8,53.6,9.7,11.4,0.606,15.7,29.6,0.442,0.42,11.9,71.1,0.116
Air Force,San Jose State,64,57,1/2/2016,0,FALSE,TRUE,90.1,80.3,71.1,0.612,0.388,0.506,52.4,70.6,12.7,3.2,0.398,19.4,25,0.51,0.439,25.3,74.3,0.286
Air Force,Wyoming,52,64,1/6/2016,0,FALSE,FALSE,78.8,97,66.5,0.204,0.333,0.439,42.6,40,6.1,0,0.426,15.8,6.3,0.111,0.539,18.8,82.8,0.176
Air Force,Nevada,63,86,1/9/2016,0,FALSE,TRUE,81.8,111.7,76.8,0.667,0.392,0.469,47.4,63.2,5.2,3.9,0.422,20.5,16.2,0.392,0.529,8.3,75.6,0.188
Air Force,Utah State,60,79,1/12/2016,0,FALSE,FALSE,85.7,112.9,69.7,0.298,0.351,0.461,47,66.7,8.6,3.3,0.439,12.2,16.7,0.175,0.527,11.9,83.3,0.357
Air Force,UNLV,64,100,1/16/2016,0,FALSE,FALSE,91.4,142.9,70,0.321,0.232,0.496,27.5,66.7,10,4.7,0.464,12.3,11.4,0.214,0.596,13.5,44.1,0.279
Air Force,Colorado State,79,83,1/20/2016,0,FALSE,TRUE,119.7,125.8,66.4,0.423,0.385,0.633,55.7,66.7,4.5,8.3,0.606,11.5,21.4,0.308,0.574,8.3,84.8,0.389
Air Force,Fresno State,55,56,1/23/2016,0,FALSE,TRUE,80.9,82.4,67.7,0.37,0.391,0.509,47.7,68.4,5.9,6.1,0.489,24.1,12.9,0.217,0.422,16,79.4,0.121
Air Force,New Mexico,55,84,1/27/2016,0,FALSE,FALSE,79.7,121.7,69.5,0.345,0.466,0.407,39.1,68.8,14.5,3.4,0.362,15.2,25.6,0.224,0.728,26.1,66.7,0.37
Air Force,San Jose State,54,75,1/30/2016,0,FALSE,FALSE,83.1,115.4,64.8,0.357,0.375,0.412,47.8,43.8,6.2,0,0.33,13.4,25,0.304,0.577,13,79.3,0.288
Air Force,Wyoming,70,62,2/2/2016,0,FALSE,TRUE,111.1,98.4,62.9,0.682,0.295,0.601,50.9,47.8,12.7,4.5,0.568,13.6,22.2,0.455,0.521,18.9,80.8,0.277
Air Force,Boise State,61,53,2/6/2016,0,FALSE,TRUE,88.4,76.8,69,0.5,0.477,0.56,60.3,63.2,8.7,9.4,0.511,25.1,21.7,0.364,0.398,17,82.5,0.185
Air Force,Nevada,52,72,2/10/2016,0,FALSE,FALSE,80,110.8,64.8,0.25,0.3,0.387,37.5,40,9.2,9.7,0.358,11.9,23.1,0.15,0.573,20.9,60,0.354
Air Force,San Diego State,61,70,2/13/2016,0,FALSE,FALSE,101.7,116.7,60.5,0.04,0.34,0.599,48.3,42.3,3.3,4.5,0.6,17.8,17.4,0.02,0.475,6.7,67.6,0.197
Air Force,UNLV,79,74,2/16/2016,0,FALSE,TRUE,105.3,98.7,74.6,0.509,0.333,0.558,54.5,45.8,5.3,11.5,0.491,15.7,25,0.404,0.557,20.3,82.4,0.283
Air Force,New Mexico,76,72,2/20/2016,0,FALSE,TRUE,97.4,92.3,77.7,0.429,0.429,0.564,51.4,66.7,12.8,10.5,0.554,17.4,16.7,0.25,0.509,20.5,88.2,0.268
Air Force,Fresno State,63,64,2/24/2016,0,FALSE,FALSE,95.5,97,66.1,0.261,0.435,0.609,50,50,4.5,0,0.587,23.8,9.1,0.196,0.51,19.2,78.1,0.26
Air Force,Utah State,65,78,3/1/2016,0,FALSE,TRUE,98.5,118.2,65.6,0.143,0.464,0.543,42.9,66.7,10.6,7.7,0.545,17.9,21.4,0.071,0.617,16.2,64.3,0.067
Air Force,Colorado State,73,87,3/5/2016,0,FALSE,FALSE,102.8,122.5,70.6,0.358,0.396,0.588,41.1,52.2,5.6,12.5,0.528,18.6,18.5,0.321,0.546,13.8,62.1,0.519
Air Force,UNLV,102,108,3/9/2016,3,FALSE,FALSE,102,108,72.6,0.407,0.346,0.528,49.4,33.3,13,10,0.494,16.6,34.1,0.272,0.561,21.2,68.6,0.515
Akron,Cleveland State,65,53,11/14/2015,0,TRUE,TRUE,97,79.1,66.7,0.358,0.358,0.524,52.1,54.2,7.5,7.7,0.519,19.6,34.4,0.189,0.351,16.3,66.7,0.228
Akron,Hiram,100,30,11/16/2015,0,FALSE,TRUE,122,36.6,82,0.493,0.418,0.605,67.4,56.3,9.8,15,0.56,15.5,44.4,0.373,0.2,17.8,84,0.029
Akron,Arkansas,88,80,11/18/2015,0,FALSE,FALSE,122.2,111.1,71.5,0.439,0.491,0.639,48.4,55.2,4.2,9.3,0.623,13.9,35.5,0.298,0.429,9.4,61.3,0.413
Akron,Villanova,56,75,11/22/2015,0,FALSE,FALSE,82.4,110.3,68.2,0.169,0.559,0.439,45.3,57.1,7.4,5.1,0.449,19.1,26.3,0.051,0.47,7.5,64.9,0.179
Akron,Green Bay,63,66,11/24/2015,0,FALSE,FALSE,80.8,84.6,78,0.333,0.4,0.453,46,38.1,5.1,7.3,0.408,19.8,17.6,0.233,0.338,9.6,64.2,0.294
Akron,Charleston Southern,82,58,11/27/2015,0,FALSE,TRUE,120.6,85.3,68.5,0.191,0.515,0.553,53.2,64.3,10.3,14.7,0.522,6.4,32.4,0.162,0.519,24.2,78.6,0.057
Akron,Coppin State,77,71,12/2/2015,0,FALSE,TRUE,98.7,91,77.6,0.406,0.438,0.504,48.8,61.5,3.8,13,0.477,13.7,30,0.25,0.4,13,66.7,0.214
Akron,Marshall,75,65,12/4/2015,0,FALSE,FALSE,100,86.7,75.1,0.246,0.4,0.517,59.7,59.3,9.3,8.6,0.485,19.1,36.8,0.185,0.442,14.9,82.1,0.2
Akron,Bethune-Cookman,81,60,12/12/2015,0,FALSE,TRUE,114.1,84.5,71.1,0.317,0.556,0.559,50,57.7,8.5,16.7,0.532,12.2,37.1,0.222,0.375,14.5,60.5,0.083
Akron,UCSB,84,70,12/21/2015,0,TRUE,TRUE,115.1,95.9,73.3,0.375,0.571,0.637,41.4,63,9.6,11.1,0.616,14.4,13.3,0.268,0.527,23.4,71.4,0.196
Akron,Iona,78,64,12/23/2015,0,TRUE,TRUE,113,92.8,68.7,0.143,0.524,0.58,57.1,34.5,7.2,5.9,0.563,17.3,39.4,0.111,0.491,17.3,76.7,0.204
Akron,South Carolina State,78,68,12/30/2015,0,FALSE,TRUE,111.4,97.1,69.9,0.615,0.442,0.58,58.1,68.2,5.7,2.1,0.5,14.3,31,0.5,0.492,11.8,81.8,0.15
Akron,Lipscomb,80,73,1/2/2016,0,FALSE,TRUE,106.7,97.3,75.3,0.364,0.485,0.517,45.5,73.1,8,11.8,0.492,3.8,17.5,0.227,0.478,15.1,75.7,0.118
Akron,Buffalo,75,71,1/5/2016,0,FALSE,FALSE,111.9,106,67.3,0.266,0.578,0.52,49.3,65.4,3,5.1,0.5,10.1,31,0.172,0.5,14.5,72.7,0.291
Akron,Western Michigan,62,53,1/8/2016,0,FALSE,TRUE,95.4,81.5,64.9,0.585,0.547,0.458,42.5,50,9.2,10.6,0.425,9.5,30.3,0.321,0.333,16,51.1,0.136
Akron,Central Michigan,81,92,1/12/2016,0,FALSE,FALSE,109.5,124.3,73.8,0.159,0.435,0.546,50,43.8,4.1,6.5,0.551,10.9,27.8,0.072,0.508,3.7,75,0.379
Akron,Toledo,64,78,1/15/2016,0,FALSE,FALSE,94.1,114.7,68.2,0.241,0.5,0.495,43.5,54.2,2.9,11.4,0.474,14.6,17.1,0.155,0.596,9.8,77.8,0.308
Akron,Eastern Michigan,92,88,1/19/2016,0,FALSE,TRUE,126,120.5,73,0.655,0.473,0.638,51.9,69.2,5.5,12.2,0.591,12.4,32.1,0.491,0.595,11.4,73.1,0.328
Akron,Miami (OH),75,46,1/23/2016,0,FALSE,TRUE,119,73,62.5,0.167,0.481,0.644,47.1,65.4,4.8,14.6,0.611,12.1,12.5,0.167,0.422,19.3,77.8,0.059
Akron,Northern Illinois,76,66,1/26/2016,0,FALSE,TRUE,107,93,71.4,0.795,0.705,0.627,46.3,78.9,9.9,17.1,0.568,18,16,0.591,0.483,18.6,72.4,0.172
Akron,Ball State,73,64,1/30/2016,0,FALSE,FALSE,110.6,97,65.8,0.3,0.48,0.639,57.1,69.2,15.2,16.7,0.62,20.9,28,0.22,0.633,26,87.5,0.041
Akron,Ohio,80,68,2/2/2016,0,FALSE,FALSE,109.6,93.2,73,0.328,0.438,0.541,47.9,40.7,12.3,10.8,0.492,9.8,21.1,0.266,0.491,16.4,77.1,0.211
Akron,Central Michigan,92,87,2/5/2016,0,FALSE,TRUE,133.3,126.1,69.4,0.41,0.525,0.631,52.1,70,4.3,8.8,0.623,10,34.3,0.262,0.515,5,69.4,0.288
Akron,Bowling Green State,83,68,2/9/2016,0,FALSE,FALSE,118.6,97.1,70.1,0.263,0.561,0.647,58.6,57.1,8.6,10.3,0.632,17,25,0.193,0.528,13.8,90,0.204
Akron,Northern Illinois,79,80,2/13/2016,0,FALSE,FALSE,111.3,112.7,71.3,0.296,0.63,0.641,47.1,57.7,4.2,8.7,0.62,17.6,19.4,0.222,0.486,8.2,69.2,0.188
Akron,Buffalo,80,70,2/16/2016,0,FALSE,TRUE,111.1,97.2,72,0.333,0.508,0.548,40.3,53.8,12.5,17.1,0.516,12.2,29.4,0.238,0.465,19.2,53.6,0.298
Akron,Kent State,76,85,2/19/2016,0,FALSE,FALSE,107,119.7,71.2,0.164,0.493,0.526,47.1,30,7,2.1,0.522,13.3,30.6,0.09,0.543,11.1,64.7,0.379
Akron,Miami (OH),64,77,2/23/2016,0,FALSE,FALSE,94.1,113.2,68.3,0.189,0.396,0.554,47.4,29.2,4.4,10.5,0.538,21.8,13.8,0.132,0.528,9.8,82.1,0.37
Akron,Bowling Green State,89,54,2/26/2016,0,FALSE,TRUE,123.6,75,71.7,0.154,0.631,0.638,60.3,67.7,15.3,8.8,0.623,12.6,25,0.123,0.469,22.2,93.3,0.188
Akron,Ohio,91,76,3/1/2016,0,FALSE,TRUE,128.2,107,71.2,0.149,0.581,0.574,64.2,56.3,5.6,5.4,0.568,9.2,41.2,0.095,0.532,8.2,87.9,0.161
Akron,Kent State,74,60,3/4/2016,0,FALSE,TRUE,104.2,84.5,70.6,0.275,0.478,0.474,48.8,42.3,14.1,4.7,0.428,8.3,33.3,0.217,0.41,18,65,0.164
Akron,Eastern Michigan,65,63,3/10/2016,0,TRUE,TRUE,97,94,66.8,0.355,0.532,0.449,46.3,47.6,6,6.8,0.411,6.5,23.3,0.226,0.422,13.2,73,0.241
Akron,Bowling Green State,80,66,3/11/2016,0,TRUE,TRUE,115.9,95.7,68.7,0.377,0.453,0.64,41.1,44.8,4.3,12.5,0.632,12.7,14.8,0.245,0.414,15.1,65.5,0.31
Akron,Buffalo,61,64,3/12/2016,0,TRUE,TRUE,91,95.5,67.4,0.034,0.559,0.509,38.2,73.9,10.4,9.1,0.5,16.7,9.4,0.034,0.459,17.8,63.9,0.131
Akron,Ohio State,63,72,3/15/2016,1,FALSE,FALSE,85.1,97.3,65.5,0.286,0.6,0.396,44.1,43.5,8.1,8.7,0.393,9.2,29.6,0.114,0.381,13.5,64.1,0.313
Alabama A&M,Tulane,68,67,11/13/2015,1,FALSE,FALSE,91.9,90.5,66,0.266,0.453,0.472,43.1,40,16.2,3.3,0.453,16.4,26.5,0.156,0.447,20.8,57.9,0.281
Alabama A&M,Southeast Missouri State,74,56,11/19/2015,0,FALSE,TRUE,102.8,77.8,72.2,0.345,0.466,0.548,41.2,74.1,8.3,4.5,0.534,15.2,18.8,0.207,0.411,22.6,61.1,0.179
Alabama A&M,Oakwood,97,89,11/21/2015,0,FALSE,TRUE,126,115.6,76.7,0.644,0.288,0.629,54.4,43.3,7.8,2.6,0.593,14.7,37.8,0.458,0.549,13,74.2,0.361
Alabama A&M,Jacksonville State,73,69,11/24/2015,0,FALSE,FALSE,109,103,66.8,0.295,0.393,0.525,54.7,48.1,4.5,5,0.5,15.9,40.6,0.197,0.466,8.2,68.8,0.237
Alabama A&M,Murray State,61,63,11/28/2015,0,FALSE,FALSE,91,94,67.1,0.196,0.411,0.498,50.8,65.2,14.9,5.4,0.464,20.8,35.7,0.161,0.42,17.5,62.2,0.286
Alabama A&M,Saint Louis,58,75,12/12/2015,0,FALSE,FALSE,78.4,101.4,73.8,0.288,0.356,0.432,40.5,63.6,14.9,11.1,0.432,18.4,20,0.119,0.491,20.1,64.7,0.31
Alabama A&M,Western Kentucky,70,79,12/16/2015,0,FALSE,FALSE,107.7,121.5,64.6,0.221,0.412,0.466,47.9,56,7.7,6.7,0.449,8.6,38.6,0.132,0.5,10.8,62.1,0.58
Alabama A&M,Evansville,70,91,12/22/2015,0,FALSE,FALSE,92.1,119.7,76.2,0.297,0.266,0.479,36.4,46.2,10.5,2.3,0.438,15.2,19.4,0.219,0.706,21.6,68.4,0.373
Alabama A&M,Ball State,62,63,12/29/2015,0,FALSE,FALSE,103.3,105,60.3,0.245,0.415,0.524,42.4,68,5,4,0.547,12,17.6,0.075,0.462,10.2,68.8,0.288
Alabama A&M,Grambling,78,81,1/2/2016,1,FALSE,FALSE,111.4,115.7,62.5,0.397,0.333,0.521,46.9,44.8,8.6,5.3,0.508,8.6,27,0.222,0.583,10.7,74.1,0.333
Alabama A&M,Jackson State,66,67,1/4/2016,0,FALSE,FALSE,97.1,98.5,68.4,0.491,0.358,0.505,46.3,45.5,4.4,4.8,0.5,14.6,23.5,0.245,0.474,14.1,69.7,0.207
Alabama A&M,Arkansas-Pine Bluff,85,70,1/9/2016,0,FALSE,TRUE,118.1,97.2,71.6,0.467,0.4,0.58,58.5,63,2.8,11.5,0.517,12.1,25,0.383,0.578,10.4,96,0.216
Alabama A&M,Mississippi Valley State,73,79,1/11/2016,0,FALSE,TRUE,114.1,123.4,64.5,0.444,0.397,0.478,52.9,60,6.3,11.4,0.452,7.4,41.5,0.254,0.595,9.8,70.4,0.172
Alabama A&M,Alabama State,80,75,1/16/2016,1,FALSE,FALSE,102.6,96.2,69.1,0.279,0.441,0.519,52.9,46.4,10.3,2.2,0.471,15.5,39.4,0.235,0.461,16.7,64.9,0.25
Alabama A&M,Alcorn State,58,63,1/23/2016,0,FALSE,FALSE,89.2,96.9,64.6,0.292,0.458,0.531,50,33.3,4.6,2.3,0.531,18.1,26.9,0.146,0.402,15.9,65.8,0.23
Alabama A&M,Southern,52,73,1/25/2016,0,FALSE,FALSE,75.4,105.8,69.3,0.471,0.431,0.417,48.5,58.8,5.8,2.6,0.373,18.5,22.9,0.275,0.49,14.3,75.8,0.423
Alabama A&M,Prairie View,83,69,1/30/2016,0,FALSE,TRUE,116.9,97.2,70.6,0.635,0.365,0.613,64.1,60,2.8,11.4,0.548,17.4,46.4,0.5,0.453,8.8,77.8,0.172
Alabama A&M,Texas Southern,68,71,2/1/2016,0,FALSE,TRUE,104.6,109.2,65,0.439,0.368,0.494,49.2,45.5,6.2,2.8,0.439,5.6,24.2,0.316,0.528,9.9,78.6,0.283
Alabama A&M,Arkansas-Pine Bluff,71,66,2/6/2016,0,FALSE,FALSE,112.7,104.8,63,0.633,0.347,0.557,50.9,38.1,7.9,2.9,0.469,12.6,31,0.51,0.527,11.6,73.1,0.145
Alabama A&M,Mississippi Valley State,64,66,2/8/2016,0,FALSE,FALSE,98.5,101.5,64.7,0.382,0.418,0.492,42.1,30.4,13.8,5.4,0.455,14.6,32.3,0.255,0.48,20.1,53.8,0.333
Alabama A&M,Alabama State,68,74,2/13/2016,0,FALSE,TRUE,107.9,117.5,62.8,0.46,0.28,0.558,53.1,48,3.2,4.3,0.51,13,34.5,0.34,0.492,5.3,68.6,0.154
Alabama A&M,Alcorn State,58,62,2/20/2016,0,FALSE,TRUE,100,106.9,58.7,0.264,0.396,0.486,38.3,61.9,8.6,0,0.434,13.2,17.9,0.226,0.595,15.4,68.4,0.286
Alabama A&M,Southern,78,66,2/22/2016,0,FALSE,TRUE,114.7,97.1,67.6,0.364,0.345,0.605,54.7,57.1,4.4,2.9,0.582,9.9,23.8,0.255,0.463,11.9,75,0.296
Alabama A&M,Texas Southern,54,77,2/27/2016,0,FALSE,FALSE,79.4,113.2,67.7,0.3,0.24,0.473,41,78.9,7.4,8.9,0.42,22,19.4,0.24,0.571,15.2,63.3,0.079
Alabama A&M,Prairie View,65,85,2/29/2016,0,FALSE,FALSE,86.7,113.3,74.7,0.761,0.37,0.519,50,76.5,12,3,0.402,25.5,28.1,0.609,0.653,21.8,81.8,0.429
Alabama A&M,Grambling,58,65,3/3/2016,0,FALSE,TRUE,92.1,103.2,63.5,0.451,0.333,0.468,48.1,61.9,6.3,5.4,0.431,16.4,27.3,0.275,0.573,13.8,81,0.208
Alabama A&M,Jackson State,54,51,3/5/2016,0,FALSE,TRUE,91.5,86.4,59,0.58,0.24,0.423,56.5,50,10.2,6.7,0.33,10,30.6,0.42,0.433,8,84.8,0.115
Alabama A&M,Arkansas-Pine Bluff,61,53,3/8/2016,0,TRUE,TRUE,93.8,81.5,65.4,0.612,0.429,0.482,54,75,13.8,11.8,0.388,19.4,40,0.469,0.427,22.8,66.7,0.25
Alabama A&M,Texas Southern,69,77,3/9/2016,0,TRUE,TRUE,109.5,122.2,62.8,0.164,0.224,0.478,42.9,39.3,9.5,13.2,0.455,8.9,41.7,0.119,0.526,12.6,44.1,0.298
Alabama,Kennesaw State,77,64,11/13/2015,0,FALSE,TRUE,105.5,87.7,73.1,0.474,0.298,0.551,50,44.8,15.1,16.7,0.544,14.8,25.7,0.263,0.409,19.4,73,0.345
Alabama,Dayton,48,80,11/17/2015,0,FALSE,FALSE,64,106.7,74.5,0.298,0.351,0.369,38.7,47.1,9.3,7.7,0.342,23.7,23.3,0.158,0.542,19.7,59.4,0.25
Alabama,Louisiana-Lafayette,105,93,11/20/2015,0,FALSE,TRUE,129.6,114.8,80.8,0.593,0.424,0.694,42.9,59.4,7.4,23.5,0.669,12.9,16.7,0.441,0.549,16,62.5,0.426
