team,opponent,team_score,opp_score,date,OT,neutral,road_game,ORtg,DRtg,Pace,FTr,3PAr,TSP,TRBP,ASTP,STLP,BLKP,eFGP,TOVP,ORBP,FT,OeFGP,OTOVP,OORBP,OFT
Alabama,Memphis,82,70,2017-11-10,0,True,False,106.5,90.9,77.2,.483,.466,.575,49.3,61.5,10.4,16.3,.543,18.3,35.3,.328,.400,18.1,61.5,.367
Alabama,Lipscomb,86,64,2017-11-14,0,False,False,106.2,79.0,80.6,.561,.316,.596,50.0,50.0,11.1,23.3,.649,15.3,15.2,.211,.379,15.0,74.5,.157
Alabama,Alabama A&M,104,67,2017-11-17,0,False,False,144.4,93.1,72.3,.238,.429,.742,69.8,62.5,4.2,14.0,.762,17.6,45.8,.127,.500,9.2,84.6,.155
Alabama,UT-Arlington,77,76,2017-11-21,0,False,False,105.5,104.1,72.9,.453,.472,.598,46.4,44.4,12.3,10.3,.585,17.9,21.4,.283,.600,22.1,71.4,.067
Alabama,BYU,71,59,2017-11-24,0,True,False,106.0,88.1,66.8,.291,.236,.567,50.8,44.4,9.0,14.3,.536,12.6,28.6,.218,.407,13.8,69.7,.186
Alabama,Minnesota,84,89,2017-11-25,0,True,False,110.5,117.1,85.9,.552,.310,.574,44.9,33.3,5.3,12.8,.526,15.1,30.3,.397,.515,13.2,58.3,.318
Alabama,Louisiana Tech,77,74,2017-11-29,0,False,False,92.8,89.2,82.9,.685,.167,.538,59.2,41.7,9.6,14.3,.463,20.1,30.0,.500,.400,15.0,80.5,.338
Alabama,UCF,62,65,2017-12-03,0,False,False,89.9,94.2,69.0,.451,.255,.501,43.3,63.6,11.6,21.6,.461,19.5,21.2,.294,.548,22.3,70.4,.154
Alabama,Rhode Island,68,64,2017-12-06,0,False,False,85.0,80.0,79.9,.830,.234,.519,63.4,47.6,5.0,10.4,.468,26.8,36.7,.511,.401,13.6,82.9,.099
Alabama,Arizona,82,88,2017-12-09,0,False,True,109.3,117.3,75.0,.452,.387,.544,38.8,62.5,6.7,5.0,.468,9.6,17.1,.387,.589,14.2,62.5,.393
Alabama State,Mississippi State,68,96,2017-11-10,0,False,True,82.9,117.1,81.5,.328,.388,.439,47.0,32.0,7.3,2.3,.425,16.2,28.3,.164,.539,14.8,70.3,.422
Alabama State,Iowa,58,92,2017-11-12,0,False,True,81.7,129.6,71.5,.172,.219,.419,42.0,41.7,7.0,15.4,.406,18.8,31.8,.094,.551,9.7,52.3,.250
Alabama State,South Dakota State,63,94,2017-11-14,0,False,True,88.7,132.4,70.6,.233,.417,.473,36.9,47.6,11.3,11.1,.442,11.9,15.0,.167,.688,16.6,72.0,.304
Alabama State,Oregon,56,114,2017-11-17,0,False,True,70.9,144.3,79.0,.224,.328,.436,27.9,50.0,6.3,7.5,.405,20.9,8.3,.155,.742,16.5,56.0,.297
Alabama State,Chattanooga,50,67,2017-11-20,0,False,True,79.4,106.3,63.2,.467,.267,.455,41.3,20.0,15.9,4.8,.378,20.3,17.9,.356,.650,25.6,77.8,.375
Alabama State,Savannah State,97,101,2017-11-21,0,True,False,110.2,114.8,88.4,.250,.458,.602,52.5,57.1,3.4,10.8,.590,19.1,36.8,.167,.527,15.2,66.7,.329
Alabama State,Cincinnati,51,83,2017-11-27,0,False,True,77.3,125.8,65.7,.035,.211,.440,50.0,40.9,1.5,8.1,.430,25.7,37.5,.035,.542,8.9,61.8,.322
Alabama State,Jacksonville State,69,77,2017-11-30,0,False,True,95.8,106.9,71.7,.355,.274,.476,44.4,36.4,13.9,7.7,.395,14.2,31.4,.323,.571,19.7,60.7,.232
Alabama State,Tennessee State,45,64,2017-12-12,0,False,False,67.2,95.5,66.7,.574,.447,.376,51.7,80.0,6.0,15.8,.287,21.1,25.7,.383,.434,18.7,88.0,.816
UAB,Jacksonville,96,67,2017-11-10,0,False,False,126.3,88.2,75.8,.386,.351,.712,60.9,74.3,5.3,12.1,.684,18.2,30.4,.316,.484,17.6,78.0,.095
UAB,Chattanooga,89,47,2017-11-13,0,False,False,121.9,64.4,72.6,.375,.266,.590,71.9,59.4,13.7,3.1,.555,14.7,48.3,.281,.417,23.0,91.4,.037
UAB,Richmond,50,63,2017-11-20,0,True,False,76.9,96.9,64.9,.396,.479,.438,51.8,56.3,7.7,6.5,.375,21.9,22.2,.292,.536,13.1,79.3,.073
UAB,Buffalo,91,96,2017-11-21,1,True,False,109.6,115.7,73.5,.323,.215,.607,55.4,47.1,2.4,5.7,.562,13.8,21.7,.277,.549,11.7,73.8,.254
UAB,Iowa,85,95,2017-11-22,0,True,False,113.3,126.7,74.6,.261,.362,.548,52.6,48.4,9.3,2.7,.500,10.4,32.4,.232,.680,14.2,82.6,.540
UAB,Memphis,71,56,2017-11-30,0,False,False,110.9,87.5,63.9,.344,.344,.500,52.5,58.3,4.7,13.3,.434,6.6,31.0,.295,.500,17.5,73.3,.077
UAB,Troy,90,78,2017-12-05,0,False,True,132.4,114.7,67.7,.273,.258,.604,66.7,38.2,7.4,4.5,.583,11.8,51.6,.197,.604,15.7,87.0,.417
UAB,Auburn,80,85,2017-12-09,0,False,True,115.9,123.2,68.8,.473,.364,.594,48.4,56.0,5.8,8.6,.518,11.8,29.6,.418,.525,10.9,62.9,.367
Albany,Iona,69,67,2017-11-10,0,False,False,104.5,101.5,65.8,.306,.242,.486,67.7,25.0,1.5,0.0,.419,13.4,52.9,.274,.475,9.6,83.9,.186
Albany,Boston University,88,74,2017-11-13,0,False,True,123.9,104.2,70.3,.518,.089,.631,55.9,34.4,2.8,2.6,.598,13.6,32.1,.375,.508,9.1,77.4,.123
Albany,Yale,80,72,2017-11-17,0,False,False,108.1,97.3,74.1,.322,.237,.588,56.5,50.0,5.4,7.7,.568,17.1,36.0,.220,.470,15.1,70.3,.134
Albany,Dartmouth,91,73,2017-11-22,0,False,True,133.8,107.4,68.2,.250,.266,.635,54.0,38.2,11.8,0.0,.594,14.4,48.3,.234,.633,26.8,61.9,.224
Albany,Holy Cross,78,62,2017-11-25,0,False,True,127.9,101.6,61.2,.172,.362,.622,61.7,58.1,8.2,3.3,.621,10.0,34.8,.103,.552,14.1,87.5,.188
Albany,Monmouth,73,81,2017-11-27,0,False,True,98.6,109.5,74.4,.519,.204,.542,56.7,19.2,2.7,7.9,.509,18.2,22.6,.333,.571,10.6,93.1,.304
Albany,Colgate,75,69,2017-11-29,0,False,False,110.3,101.5,67.8,.390,.305,.536,59.3,56.0,10.3,3.0,.475,12.5,39.3,.322,.527,12.6,80.8,.200
Albany,Columbia,86,82,2017-12-02,0,False,False,114.7,109.3,75.2,.468,.210,.567,50.7,46.4,14.7,2.4,.500,10.6,32.4,.387,.573,18.5,71.9,.177
Albany,Bryant,84,68,2017-12-06,0,False,False,118.3,95.8,71.4,.213,.279,.625,61.1,63.6,2.8,5.7,.615,17.2,39.1,.148,.484,11.6,77.4,.148
Albany,Siena,74,69,2017-12-09,0,False,True,105.7,98.6,70.0,.455,.273,.553,50.0,42.3,11.4,3.3,.518,15.2,27.6,.309,.570,21.6,78.3,.240
Albany,Memphis,58,67,2017-12-12,0,False,True,85.3,98.5,68.3,.246,.279,.426,53.0,38.1,5.9,6.3,.377,17.0,32.4,.197,.510,16.6,79.3,.347
Alcorn State,LSU,59,99,2017-11-10,0,False,True,85.5,143.5,69.3,.220,.407,.453,42.1,30.4,5.8,5.0,.424,18.7,29.4,.153,.703,9.0,60.9,.271
Alcorn State,Creighton,72,109,2017-11-12,0,False,True,86.7,131.3,82.8,.424,.364,.454,38.4,54.5,9.6,7.7,.386,16.8,26.1,.318,.695,20.4,59.3,.458
Alcorn State,Northern Iowa,45,73,2017-11-13,0,False,True,69.2,112.3,64.5,.189,.434,.390,32.9,37.5,15.4,16.1,.368,13.5,7.5,.113,.578,17.3,66.7,.103
Alcorn State,Baylor,61,78,2017-11-17,0,False,True,88.4,113.0,68.7,.067,.450,.493,31.9,64.0,5.8,5.1,.492,16.2,9.4,.033,.476,11.8,51.4,.286
Alcorn State,Central Arkansas,76,102,2017-11-19,0,False,True,93.8,125.9,80.7,.525,.254,.515,47.1,48.0,9.9,4.9,.466,16.0,23.7,.356,.633,13.2,75.0,.328
Alcorn State,Yale,73,87,2017-11-22,0,False,False,98.6,117.6,74.0,.433,.533,.504,50.8,45.8,12.2,20.8,.450,19.9,44.4,.317,.565,18.7,58.6,.481
Alcorn State,Tulane,65,81,2017-11-29,0,False,True,87.8,109.5,73.6,.094,.516,.486,50.0,60.0,10.8,13.6,.477,17.3,21.2,.063,.604,17.9,82.8,.321
Alcorn State,Iowa State,58,78,2017-12-10,0,False,True,92.1,123.8,62.9,.143,.464,.485,32.4,43.5,14.3,8.3,.482,13.1,19.4,.071,.492,14.3,43.2,.234
American,Kansas State,45,83,2017-11-10,0,False,True,67.2,123.9,67.4,.071,.554,.389,35.5,52.9,13.4,3.2,.375,22.7,22.2,.054,.660,21.3,53.8,.245
American,West Virginia,64,98,2017-11-15,0,False,True,87.7,134.2,72.5,.435,.543,.577,40.7,61.9,4.1,6.4,.554,28.4,25.0,.283,.548,7.9,54.8,.460
American,Wagner,70,71,2017-11-18,0,False,True,104.5,106.0,66.8,.538,.308,.536,36.7,30.4,6.0,19.4,.510,15.5,28.1,.327,.461,19.9,46.4,.471
American,New Hampshire,74,70,2017-11-21,0,False,True,107.2,101.4,68.9,.537,.556,.546,50.0,47.8,14.5,18.2,.528,11.7,27.8,.315,.456,16.9,78.6,.644
American,VMI,69,64,2017-11-25,0,False,False,101.5,94.1,68.0,.522,.435,.601,43.5,56.5,8.8,8.1,.576,17.3,11.1,.348,.455,18.6,68.6,.232
American,St Francis (PA),89,100,2017-11-29,0,False,True,121.9,137.0,73.5,.373,.407,.641,37.3,63.6,9.6,8.1,.627,14.7,22.2,.254,.683,15.8,54.2,.300
American,Maryland-Eastern Shore,70,74,2017-12-02,0,False,True,106.1,112.1,65.7,.207,.397,.549,47.8,50.0,9.1,12.2,.560,15.9,33.3,.086,.426,8.6,59.0,.361
American,Western Illinois,56,69,2017-12-06,0,False,True,81.2,100.0,69.4,.186,.441,.436,42.1,57.1,13.0,3.4,.407,13.5,13.9,.136,.630,26.5,90.5,.239
American,Howard,74,63,2017-12-09,0,False,False,101.4,86.3,72.8,.481,.463,.558,55.7,52.2,11.0,8.7,.491,17.4,27.3,.389,.427,16.0,81.1,.161
Appalachian State,Iowa State,98,104,2017-11-16,0,True,False,114.0,120.9,85.8,.580,.580,.557,45.5,74.1,5.8,9.8,.500,8.3,22.2,.420,.594,12.0,73.3,.438
Appalachian State,Western Michigan,67,86,2017-11-17,0,True,False,89.3,114.7,74.8,.500,.464,.483,52.9,33.3,4.0,5.0,.446,18.8,26.5,.304,.534,8.7,79.4,.390
Appalachian State,UTEP,76,72,2017-11-19,0,True,False,102.7,97.3,74.4,.582,.491,.541,62.1,30.4,5.4,2.2,.509,17.6,36.4,.364,.492,13.8,87.9,.237
Appalachian State,James Madison,99,105,2017-11-22,2,False,True,105.3,111.7,74.9,.366,.493,.594,50.0,57.6,3.2,10.4,.563,18.6,27.0,.268,.475,9.2,68.9,.380
Appalachian State,Davidson,78,62,2017-11-25,0,False,False,111.4,88.6,70.1,.509,.345,.571,53.0,40.7,7.1,12.5,.555,6.8,14.3,.309,.469,14.1,81.6,.015
Appalachian State,VCU,72,85,2017-11-28,0,False,True,97.3,114.9,74.5,.295,.410,.518,55.2,42.9,6.8,0.0,.508,19.6,34.3,.164,.576,12.3,78.1,.288
Appalachian State,South Florida,84,61,2017-12-02,0,False,False,116.7,84.7,72.2,.172,.359,.607,50.0,51.5,15.3,4.9,.578,13.7,23.1,.156,.473,22.0,75.0,.164
Appalachian State,Western Carolina,71,72,2017-12-04,0,False,True,102.9,104.3,69.4,.207,.379,.557,55.4,35.7,5.8,17.1,.569,20.1,31.0,.086,.536,13.7,81.5,.214
Appalachian State,Akron,89,94,2017-12-09,0,False,True,120.3,127.0,74.0,.281,.422,.613,47.5,56.3,8.1,13.9,.594,6.4,19.4,.203,.683,15.8,78.6,.200
Arizona State,Idaho State,94,74,2017-11-10,0,False,False,122.1,96.1,76.9,.400,.462,.608,59.4,64.7,3.9,14.3,.592,12.5,36.7,.262,.517,16.8,79.4,.220
Arizona State,San Diego State,90,68,2017-11-14,0,False,False,115.4,87.2,77.8,.410,.410,.617,53.9,58.1,11.5,11.1,.574,14.1,23.5,.328,.439,17.1,78.6,.152
Arizona State,Northern Arizona,97,62,2017-11-17,0,False,False,118.3,75.6,81.9,.444,.413,.636,49.3,72.7,14.6,16.1,.611,12.6,23.5,.317,.375,25.4,73.0,.283
Arizona State,UC Irvine,99,78,2017-11-19,0,False,False,135.6,106.8,73.3,.776,.469,.738,43.6,56.7,8.2,5.6,.755,13.0,21.7,.510,.557,21.7,59.4,.164
Arizona State,Kansas State,92,90,2017-11-23,0,True,False,131.4,128.6,70.3,.880,.360,.649,52.1,48.1,8.6,0.0,.630,15.5,50.0,.580,.703,20.1,54.5,.119
Arizona State,Xavier,102,86,2017-11-24,0,True,False,137.8,116.2,73.9,.424,.458,.720,51.0,33.3,12.2,2.9,.669,12.4,23.1,.390,.630,16.7,80.0,.333
Arizona State,San Francisco,75,57,2017-12-02,0,False,False,108.7,82.6,69.4,.720,.260,.559,58.1,43.5,8.7,17.4,.500,17.3,41.9,.500,.373,16.7,69.8,.159
Arizona State,St John's,82,70,2017-12-08,0,True,False,110.8,94.6,74.1,.491,.418,.604,48.5,64.0,1.4,0.0,.536,15.0,15.4,.418,.445,12.9,69.0,.203
Arizona State,Kansas,95,85,2017-12-10,0,False,True,118.8,106.3,79.9,.308,.431,.638,43.3,51.5,11.3,10.3,.615,10.8,10.3,.231,.582,18.3,74.2,.104
Arizona,Northern Arizona,101,67,2017-11-10,0,False,False,136.5,90.5,73.7,.561,.228,.699,67.8,61.8,8.1,13.3,.640,13.2,50.0,.491,.431,13.2,76.9,.293
Arizona,UMBC,103,78,2017-11-12,0,False,False,139.2,105.4,74.1,.219,.438,.729,65.1,64.1,10.8,17.6,.727,15.5,36.0,.156,.532,12.6,84.2,.194
Arizona,CSU Bakersfield,91,59,2017-11-16,0,False,False,121.3,78.7,75.0,.735,.327,.688,55.9,51.9,10.7,8.9,.643,16.4,27.3,.571,.402,18.4,73.0,.164
Arizona,NC State,84,90,2017-11-22,0,True,False,113.5,121.6,74.1,.565,.274,.534,55.2,44.8,6.8,11.4,.484,9.2,36.8,.387,.564,12.3,79.3,.509
Arizona,SMU,60,66,2017-11-23,0,True,False,90.9,100.0,66.0,.404,.426,.535,55.4,50.0,1.5,14.6,.521,25.3,40.0,.234,.371,7.1,63.3,.200
Arizona,Purdue,64,89,2017-11-24,0,True,False,88.9,123.6,71.8,.271,.288,.480,40.7,52.0,5.6,9.4,.449,14.2,18.8,.186,.676,18.0,72.7,.296
Arizona,Long Beach State,91,56,2017-11-29,0,False,False,128.2,78.9,70.9,.167,.367,.703,57.9,50.0,12.7,6.5,.700,15.6,25.0,.117,.471,23.4,81.8,.157
Arizona,UNLV,91,88,2017-12-02,1,False,True,107.1,103.5,75.3,.227,.240,.548,47.7,31.4,8.2,14.3,.507,14.4,29.7,.200,.556,18.6,71.4,.306
Arizona,Texas A&M,67,64,2017-12-05,0,True,False,98.5,94.1,67.6,.511,.468,.574,52.9,70.0,5.9,9.3,.500,15.9,13.0,.426,.500,15.1,85.7,.123
Arizona,Alabama,88,82,2017-12-09,0,False,False,117.3,109.3,75.0,.625,.286,.606,61.2,58.6,2.7,7.9,.589,14.2,37.5,.393,.468,9.6,82.9,.387
Arkansas,Samford,95,56,2017-11-10,0,False,False,123.4,72.7,76.8,.349,.349,.647,56.7,77.8,9.1,18.8,.643,13.0,31.8,.222,.393,21.8,71.1,.131
Arkansas,Bucknell,101,73,2017-11-12,0,False,False,127.8,92.4,79.2,.352,.211,.609,63.3,31.6,12.7,16.1,.577,13.6,48.3,.268,.543,20.3,77.4,.172
Arkansas,Fresno State,83,75,2017-11-17,0,False,False,109.2,98.7,75.8,.679,.250,.560,45.1,55.6,6.6,13.3,.518,12.9,22.9,.446,.508,17.4,66.7,.213
Arkansas,Oklahoma,92,83,2017-11-23,0,True,False,104.5,94.3,88.1,.508,.277,.570,56.3,50.0,9.1,11.1,.500,16.6,25.7,.415,.523,20.3,86.1,.231
Arkansas,North Carolina,68,87,2017-11-24,0,True,False,87.2,111.5,77.9,.111,.375,.449,38.2,37.0,10.3,19.1,.438,10.6,17.5,.069,.556,16.1,67.9,.270
Arkansas,Connecticut,102,67,2017-11-26,0,True,False,130.8,85.9,78.1,.600,.345,.722,64.4,48.5,6.4,2.9,.700,15.5,31.8,.455,.434,16.4,83.8,.230
Arkansas,Houston,65,91,2017-12-02,0,False,True,86.7,121.3,74.8,.545,.345,.469,39.3,36.8,5.3,2.9,.400,15.8,18.9,.382,.607,14.8,70.8,.411
Arkansas,Colorado State,92,66,2017-12-05,0,False,False,126.0,90.4,72.9,.269,.358,.609,45.3,62.9,8.2,11.1,.590,6.2,21.9,.194,.452,20.7,68.8,.365
Arkansas,Minnesota,95,79,2017-12-09,0,False,False,121.8,101.3,77.9,.191,.338,.640,47.7,59.0,6.4,21.4,.647,9.7,19.4,.103,.451,11.3,73.5,.393
Arkansas State,Evansville,63,77,2017-11-10,0,False,True,88.7,108.5,71.4,.203,.322,.487,48.4,20.8,9.9,8.8,.449,19.8,24.1,.169,.500,15.2,69.7,.510
Arkansas State,Abilene Christian,83,69,2017-11-13,0,False,False,123.9,103.0,66.9,.520,.280,.666,59.2,32.1,10.4,3.1,.630,18.3,39.1,.400,.541,19.3,76.9,.327
Arkansas State,Eastern Michigan,59,76,2017-11-16,0,False,True,75.6,97.4,77.8,.490,.314,.469,49.3,50.0,12.8,12.5,.422,26.8,20.0,.314,.517,16.1,71.8,.276
Arkansas State,Howard,92,78,2017-11-20,0,False,False,115.0,97.5,80.2,.431,.397,.658,62.1,41.9,7.5,6.7,.621,20.5,33.3,.345,.500,16.4,87.1,.238
Arkansas State,Indiana,70,87,2017-11-22,0,False,True,97.2,120.8,72.1,.242,.306,.506,43.7,46.2,5.6,4.2,.476,13.7,22.2,.177,.538,9.5,65.7,.242
Arkansas State,South Florida,61,72,2017-11-24,0,False,True,83.6,98.6,72.7,.271,.407,.458,37.9,36.4,6.8,0.0,.432,17.4,14.7,.169,.490,15.6,70.8,.404
Arkansas State,Cleveland State,72,75,2017-11-29,0,False,True,100.0,104.2,72.2,.167,.333,.556,55.0,51.7,6.9,9.1,.567,21.8,36.7,.067,.525,16.1,73.3,.200
Arkansas State,UT Martin,78,92,2017-12-05,0,False,False,104.0,122.7,74.7,.317,.550,.565,45.6,48.0,10.7,13.2,.517,20.7,30.6,.267,.673,20.2,71.4,.423
Little Rock,Memphis,62,70,2017-11-14,0,False,True,93.9,106.1,65.8,.231,.442,.537,52.8,56.5,4.5,13.5,.510,20.6,36.0,.173,.491,14.3,67.9,.291
Little Rock,Grand Canyon,51,76,2017-11-18,0,False,True,69.9,104.1,73.3,.473,.327,.379,44.4,26.7,11.0,7.4,.300,19.2,25.0,.327,.596,23.0,78.3,.426
Little Rock,San Diego,52,66,2017-11-20,0,False,True,81.3,103.1,63.7,.373,.333,.433,55.6,47.4,12.5,4.8,.402,20.0,32.4,.216,.565,16.1,82.8,.304
Little Rock,Robert Morris,64,78,2017-11-25,0,False,False,92.8,113.0,69.4,.426,.298,.566,48.4,45.8,5.8,8.7,.564,28.0,32.1,.234,.538,18.2,61.8,.396
Little Rock,Norfolk State,70,55,2017-11-26,0,False,False,98.6,77.5,70.8,.360,.320,.598,49.2,73.1,5.6,17.6,.580,22.5,32.0,.240,.369,23.6,60.5,.164
Little Rock,Central Arkansas,71,65,2017-11-29,0,False,False,101.4,92.9,69.5,.417,.383,.494,48.1,54.2,2.9,4.5,.450,12.2,35.0,.283,.422,17.4,61.5,.172
Little Rock,Oral Roberts,66,74,2017-12-02,2,False,False,76.7,86.0,69.0,.143,.390,.401,43.5,60.7,5.8,7.7,.390,16.3,21.3,.078,.475,22.0,71.1,.262
Little Rock,Central Arkansas,54,69,2017-12-09,0,False,True,70.1,89.6,77.2,.300,.383,.394,50.6,52.9,6.5,5.9,.333,20.8,19.5,.233,.449,13.3,82.5,.271
Arkansas-Pine Bluff,Hawai'i,70,82,2017-11-10,0,False,True,92.1,107.9,75.7,.421,.456,.512,41.0,47.6,13.2,9.7,.456,17.0,22.9,.316,.529,17.5,65.4,.549
Arkansas-Pine Bluff,Troy,57,81,2017-11-12,0,True,False,80.3,114.1,71.3,.317,.433,.413,34.8,50.0,14.1,6.3,.358,15.8,26.2,.233,.596,23.4,48.1,.228
Arkansas-Pine Bluff,North Dakota,71,80,2017-11-13,0,True,False,92.2,103.9,76.8,.320,.280,.616,47.6,50.0,11.7,15.0,.590,29.4,23.1,.240,.402,13.2,64.9,.508
Arkansas-Pine Bluff,SMU,37,72,2017-11-18,0,False,True,59.7,116.1,61.8,.304,.457,.351,32.2,38.5,9.7,11.5,.315,19.8,11.1,.174,.602,14.3,65.2,.265
Arkansas-Pine Bluff,Air Force,47,57,2017-11-20,0,False,True,74.6,90.5,62.8,.167,.396,.454,42.2,42.1,12.7,17.9,.448,20.1,12.9,.083,.360,16.0,69.7,.420
Arkansas-Pine Bluff,Texas State,54,71,2017-11-22,0,True,False,91.5,120.3,59.0,.465,.256,.514,40.7,36.8,5.1,6.3,.465,18.6,26.9,.326,.569,17.7,53.6,.255
