Rank,Name,EM,ORtg,DRtg
77,California,11.254518826874566,106.38,95.13
78,Saint Mary's,11.160539087985164,108.15,96.99
79,Seton Hall,10.929055109969298,105.57,94.64
80,Princeton,10.871864024045578,105.18,94.3
81,Southern Mississippi,10.716105682382363,105.51,94.8
82,Cleveland State,10.540577394425434,106.69,96.15
83,Alabama,10.412796182277106,104.4,93.99
84,San Francisco,10.364734360955424,107.37,97.01
85,Texas Tech,10.26371643246425,106.91,96.65
86,Butler,9.73063305803035,104.97,95.24
87,Middle Tennessee,9.369864478469644,100.23,90.86
88,Missouri,9.326922896972548,109.46,100.13
89,Northern Iowa,9.172008634552462,111.28,102.11
90,Mercer,9.00389477542899,105.6,96.6
91,UC Irvine,8.724104795823806,99.46,90.74
92,Notre Dame,8.658319709605301,110.82,102.16
93,Purdue,8.61912801754795,104.44,95.82
94,Washington,8.601580669912295,108.02,99.42
95,Oregon State,8.349448518709671,108.05,99.71
96,Buffalo,8.295277640286756,107.23,98.93
97,St Bonaventure,8.216280117789161,108.32,100.1
98,Ole Miss,8.151365763038513,106.8,98.65
99,UC Santa Barbara,8.08585775689565,107.98,99.9
100,Iona,8.048784103703937,114.49,106.44
101,Manhattan,7.8758430360079785,101.3,93.42
102,Belmont,7.556634363892293,109.98,102.42
103,UTEP,7.422574775551205,103.64,96.22
104,American,7.233729514367269,100.35,93.11
105,Richmond,7.157420394813315,100.89,93.73
106,Utah State,7.121767294957479,107.44,100.32
107,Fresno State,7.043080707365398,108.07,101.02
108,South Dakota State,7.00081994347596,104.78,97.78
109,South Carolina,6.914299454738156,104.32,97.41
110,Portland,6.359714895282281,105.95,99.59
111,Wake Forest,6.244690653818928,104.61,98.36
112,Western Michigan,6.094627144540354,104.63,98.53
113,Davidson,6.077551189527988,109.91,103.83
114,Boston University,5.961030730993308,102.0,96.04
115,Wright State,5.879239251264863,98.81,92.93
116,Georgia Tech,5.71536703572626,101.87,96.16
117,Auburn,5.408999098548897,106.34,100.93
118,UL Lafayette,5.404397686102776,108.09,102.68
119,Northwestern,5.014022623544072,95.9,90.88
120,Fort Wayne,4.999931674108801,107.5,102.5
121,Toledo,4.858352538347852,111.57,106.72
122,Texas A&M,4.822582044679407,97.62,92.8
123,Rhode Island,4.78335385880532,100.65,95.87
124,La Salle,4.765169020169537,98.76,93.99
125,Vanderbilt,4.755705567764572,98.37,93.61
126,Denver,4.65419913886884,109.68,105.03
127,Colorado State,4.64897992701772,107.8,103.15
128,Delaware,4.612246109649121,107.13,102.52
129,Ohio,4.4631348950511125,102.63,98.16
130,Indiana State,4.4466666405080275,101.79,97.34
131,Wyoming,4.3918755354499055,101.53,97.14
132,Duquesne,4.123945701284541,106.61,102.48
133,Columbia,3.929114609799889,103.31,99.38
134,Nevada,3.5352633315367825,105.56,102.03
135,Eastern Michigan,3.4900429272542084,93.34,89.85
136,San Diego,3.462351827351206,100.91,97.44
137,Houston,3.440000925808853,107.61,104.17
138,Canisius,3.218453681137518,108.34,105.12
139,Illinois State,2.8146034670550293,99.18,96.37
140,Boston College,2.7640756537633706,110.29,107.53
141,George Mason,2.755196332879656,102.91,100.15
142,Akron,2.7385013560991496,100.49,97.75
143,Hawai'i,2.699887693823875,106.12,103.42
144,Eastern Kentucky,2.469247285080044,108.48,106.01
145,Santa Clara,2.4569145189168182,103.25,100.79
146,Towson,2.2710694943723055,106.81,104.54
147,Southern Illinois,2.1755126808848644,102.13,99.96
148,Long Beach State,2.036557057850864,100.73,98.69
149,Valparaiso,1.9051042222862193,99.16,97.25
150,Missouri State,1.8887862155486133,101.75,99.86
151,Milwaukee,1.8693706625058084,102.11,100.24
152,Arkansas State,1.7108097528982142,103.22,101.51
153,Holy Cross,1.601822803931178,100.15,98.55
154,Bucknell,1.5697466526785249,97.5,95.93
155,USC,1.5645606488727708,100.22,98.66
156,Drexel,1.5268088517404763,99.48,97.95
157,Albany,1.486533622488551,99.54,98.05
158,Temple,1.3330002240049197,105.91,104.58
159,Colgate,1.0665593572629959,107.52,106.46
160,Yale,0.4533913905318201,98.51,98.05
161,UCF,0.33452578238906483,102.99,102.66
162,Cal Poly,0.30212258619387455,101.07,100.76
163,Murray State,0.29782113465950744,104.78,104.48
164,Wagner,0.2439603359683531,93.0,92.76
165,Weber State,0.16605434844484535,103.51,103.34
166,Pacific,0.05679800142851121,104.33,104.27
167,Brown,0.010951088878542237,95.63,95.62
168,UAB,-0.2237986314789211,97.84,98.06
169,Pepperdine,-0.3084221489356693,102.13,102.44
170,Omaha,-0.30920559004224657,100.91,101.22
171,South Carolina Upstate,-0.39609688973613544,101.7,102.1
172,Rutgers,-0.5362589583885864,102.52,103.06
173,DePaul,-0.8154161931694333,101.77,102.59
174,William & Mary,-0.9841811808525733,109.52,110.51
175,Quinnipiac,-1.1527380670324021,105.46,106.61
176,Virginia Tech,-1.231370259817524,96.39,97.62
177,Southern,-1.367106966496273,94.72,96.09
178,Northwestern State,-1.4503291603921369,105.01,106.46
179,Florida Gulf Coast,-1.4997104346180663,97.83,99.33
180,Northern Illinois,-1.549079848919682,91.53,93.08
181,Wofford,-1.7271908836368937,98.76,100.48
182,Oakland,-1.7860032682036149,106.83,108.62
183,Kent State,-1.8326468319198028,100.06,101.89
184,Robert Morris,-1.930283767135215,100.13,102.06
185,Stony Brook,-1.9728767120047834,101.13,103.1
186,Mount St Mary's,-2.004178499465837,104.0,106.0
187,Washington State,-2.0895330271866612,95.48,97.57
188,Drake,-2.097003826239437,101.72,103.82
189,Youngstown State,-2.1034041216556147,103.81,105.92
190,Bradley,-2.2822398330522446,96.46,98.74
191,Detroit Mercy,-2.3206173117549938,96.03,98.35
192,Loyola Marymount,-2.47749181917267,100.17,102.64
193,Sam Houston State,-2.731455524051121,102.11,104.84
194,Charlotte,-2.7603482301703295,98.03,100.79
195,Old Dominion,-2.787437051891203,95.66,98.45
196,Evansville,-2.7999258667319182,99.2,102.0
197,Utah Valley,-2.8238099379199255,99.57,102.39
198,Mississippi State,-2.9316641019803384,97.9,100.83
199,South Florida,-2.965282490041467,98.15,101.12
200,Morehead State,-3.000860338635654,98.32,101.32
201,St Francis (BKN),-3.0653936710000522,94.7,97.77
202,Lafayette,-3.0822574262803712,106.48,109.56
203,Siena,-3.149752444399894,96.33,99.48
204,Western Kentucky,-3.3336246091445147,96.26,99.6
205,Oral Roberts,-3.4282008307543137,102.26,105.68
206,Army,-3.450726788527284,101.36,104.81
207,Charleston,-3.5423066133186794,93.33,96.87
208,CSU Northridge,-3.6312326162603696,104.58,108.21
209,Texas A&M-CC,-3.8203939978271038,100.16,103.98
210,Bryant,-3.827811517932865,100.37,104.19
211,Fordham,-4.004745459833991,103.38,107.38
212,Northeastern,-4.147451656184458,96.73,100.88
213,VMI,-4.281078089723607,102.19,106.47
214,Coastal Carolina,-4.416472750175899,93.84,98.26
215,Miami (OH),-4.499544687575629,95.2,99.7
216,Marist,-4.579527524918788,98.18,102.76
217,Elon,-4.695492556934603,100.97,105.66
218,Bowling Green,-4.830559706248685,90.91,95.74
219,Charleston Southern,-4.918641403174071,103.23,108.15
220,Montana,-4.998900268439321,103.76,108.76
221,Southeast Missouri State,-5.080291730029437,103.87,108.95
222,CSU Bakersfield,-5.319126764259806,96.48,101.8
223,Troy,-5.38991027105444,99.8,105.19
224,Eastern Washington,-5.418646188409085,101.11,106.53
225,Florida Intl,-5.490542123748455,96.92,102.41
226,Hartford,-5.551965991320458,98.33,103.88
227,Little Rock,-5.561116998935255,94.97,100.53
228,Winthrop,-5.591541512859877,100.99,106.58
229,Idaho,-5.6658731578394494,102.43,108.1
230,UT-Arlington,-5.927911247047042,100.34,106.27
231,Loyola (CHI),-6.064334400338247,98.65,104.72
232,Marshall,-6.290997355482247,95.36,101.65
233,Hampton,-6.294456033599971,91.15,97.44
234,Northern Colorado,-6.3609714575625205,104.65,111.01
235,UNC Asheville,-6.48881957324528,102.04,108.52
236,TCU,-6.572917516034032,94.99,101.56
237,Dartmouth,-6.582467774983279,99.63,106.21
238,Seattle,-6.684601423068635,95.18,101.87
239,Texas Southern,-6.713874550940432,100.0,106.71
240,Gardner-Webb,-6.740027814826867,95.85,102.59
241,Grand Canyon,-6.899483830306146,100.96,107.86
242,Western Carolina,-6.947382547752262,99.72,106.66
243,East Tennessee St.,-7.016667600317234,100.8,107.82
244,North Dakota,-7.111808019367253,100.56,107.68
245,Rider,-7.119692409657574,100.87,107.99
246,Lehigh,-7.184475958011916,93.89,101.08
247,Portland State,-7.231037818700429,99.61,106.84
248,Saint Peter's,-7.253421200110822,93.3,100.55
249,Northern Arizona,-7.306611921420334,97.29,104.59
250,Morgan State,-7.378098119967412,95.21,102.58
251,Air Force,-7.406902985607395,95.58,102.99
252,Cal State Fullerton,-7.484562650085664,97.71,105.19
253,South Dakota,-7.777111953274385,97.57,105.35
254,North Texas,-7.800788290551196,94.59,102.4
255,UIC,-7.808859434356435,96.44,104.25
256,Florida Atlantic,-7.837150839740225,95.37,103.21
257,Louisiana Monroe,-7.891371951997392,93.65,101.54
258,East Carolina,-7.989328552930665,99.42,107.41
259,Idaho State,-8.189151522654683,99.25,107.44
260,Western Illinois,-8.284751908761713,91.3,99.58
261,UC Riverside,-8.574551258674902,95.63,104.21
262,Incarnate Word,-8.581146123578577,100.41,108.99
263,Norfolk State,-8.599877219867913,98.01,106.61
264,High Point,-8.811512392343715,99.38,108.19
265,Sacramento State,-8.814169404903325,99.93,108.74
266,Hofstra,-9.038092821682504,100.37,109.41
267,South Alabama,-9.061465104170239,96.37,105.43
268,Texas State,-9.06178252408504,90.05,99.11
269,Tennessee Tech,-9.21489157161826,96.85,106.06
270,Radford,-9.2597092752778,101.94,111.2
271,Savannah State,-9.54270976347297,87.97,97.52
272,Penn,-9.550515260956892,94.34,103.89
273,UMKC,-9.728006092644094,95.14,104.87
274,North Florida,-10.033920496552092,97.57,107.61
275,Fairfield,-10.19574512588823,92.36,102.56
276,James Madison,-10.425659610496432,92.82,103.25
277,Chattanooga,-10.66183863903376,96.21,106.87
278,Lipscomb,-10.832385403407116,99.75,110.58
279,Chicago State,-11.233542906328864,93.86,105.1
280,Monmouth,-11.307090881534215,90.83,102.13
281,UNC Wilmington,-11.477491177028178,90.65,102.12
282,UT Rio Grande Valley,-11.566773801850601,89.36,100.92
283,Niagara,-11.594474615259251,96.42,108.02
284,Central Michigan,-12.142997779809036,103.03,115.18
285,San Jose State,-12.261009473121618,89.61,101.87
286,Central Connecticut,-12.60738580508579,93.37,105.98
287,Liberty,-12.666215637459935,95.77,108.43
288,SIU Edwardsville,-12.687483933408181,96.99,109.68
289,Fairleigh Dickinson,-12.693143971099943,97.28,109.97
290,Tulane,-12.857044596669631,94.87,107.72
291,Georgia Southern,-12.910292758291241,93.34,106.25
292,Ball State,-13.023237953597004,93.21,106.23
293,Eastern Illinois,-13.189806270551934,95.47,108.66
294,Loyola (MD),-13.278442725195681,90.98,104.26
295,Tennessee State,-13.329210495030338,97.74,111.06
296,Northern Kentucky,-13.617390624357476,98.95,112.56
297,Coppin State,-13.717412066376077,95.94,109.66
298,Alabama A&M,-14.038463902287972,88.34,102.38
299,Austin Peay,-14.0825357002728,96.04,110.13
300,Nicholls,-14.087804357543348,93.83,107.92
301,Navy,-14.142176551652241,89.79,103.93
302,UNC Greensboro,-14.19725911985848,90.93,105.13
303,Jackson State,-14.206912169327637,88.68,102.88
304,Sacred Heart,-14.280164528575774,93.49,107.77
305,Florida A&M,-14.325168952098664,88.27,102.6
306,Alabama State,-14.523724843930786,92.09,106.62
307,Jacksonville,-14.90084198904853,99.3,114.2
308,UT San Antonio,-14.993798731078364,95.25,110.25
309,Southeastern Louisiana,-15.048467196537288,95.03,110.08
310,NJIT,-15.06615899815663,91.6,106.67
311,Montana State,-15.077957181504864,91.91,106.98
312,UC Davis,-15.290332308855263,97.36,112.65
313,Jacksonville State,-15.954831275684583,92.36,108.31
314,Rice,-16.028882426024914,88.97,105.0
315,Delaware State,-16.18220011047793,92.86,109.05
316,McNeese,-16.198715126882945,92.59,108.79
317,LIU Brooklyn,-16.54878582448444,96.89,113.44
318,Arkansas-Pine Bluff,-16.63359561227763,87.0,103.64
319,UMBC,-17.022010043702814,88.03,105.05
320,St Francis (PA),-17.408426626364573,91.4,108.8
321,Samford,-17.45675679911821,97.3,114.76
322,UT Martin,-17.771530100562508,98.52,116.29
323,UMass Lowell,-17.781383978838477,91.15,108.93
324,Binghamton,-17.922277651876428,89.5,107.42
325,IUPUI,-18.107206198271648,93.88,111.99
326,Prairie View A&M,-18.36616822819824,90.54,108.91
327,New Orleans,-18.616789187778274,91.28,109.9
328,Alcorn State,-18.65708826345299,91.14,109.79
329,New Hampshire,-19.469481435810017,82.98,102.45
330,Appalachian State,-19.667633839333817,85.63,105.3
331,Bethune-Cookman,-19.815110394411718,92.53,112.34
332,Howard,-19.81862156497867,84.33,104.15
333,Campbell,-19.865879260389292,92.86,112.73
334,Central Arkansas,-19.945640926288398,90.64,110.58
335,Kennesaw State,-20.37982670577542,88.03,108.41
336,Lamar,-20.632305078126677,89.79,110.42
337,Maryland-Eastern Shore,-21.5088682097322,94.39,115.9
338,Maine,-21.658777648485128,92.11,113.77
339,The Citadel,-21.77780159609202,92.47,114.25
340,North Carolina A&T,-22.230756168522902,88.87,111.1
341,Cornell,-22.510115768415275,95.96,118.47
342,Furman,-23.31611197731204,88.89,112.2
343,Houston Baptist,-23.540608638144434,85.06,108.6
344,South Carolina State,-23.590365396850487,86.8,110.39
345,Stetson,-24.077938653170904,89.09,113.17
346,Mississippi Valley State,-24.742169644785285,87.7,112.44
347,Abilene Christian,-25.246188155544687,90.78,116.02
348,Longwood,-26.122791649402913,89.42,115.54
349,Southern Utah,-27.261209383023278,85.0,112.26
350,Grambling,-28.12262317513361,91.57,119.7
351,Presbyterian College,-28.86599689586535,87.45,116.31
