Name,date,FTO,FTD,Three_O,Three_D,REBO,REBD,REB,TOP,TOFP,POSS
Portland,01/15/2017,20.0908,0.201245,7.6875,0.362694,0.227898,0.690647,0.475452,0.162595,0.135936,71.55
NJIT,01/15/2017,20.0826,0.2671,9.05882,0.359459,0.266323,0.76908,0.507113,0.173458,0.182375,74.9846
E Washingtn,01/15/2017,20.0424,0.263738,7.8125,0.371658,0.243665,0.733716,0.486559,0.147526,0.132649,71.4109
Michigan,01/15/2017,20.0261,0.188295,9.38889,0.431095,0.248016,0.746032,0.492687,0.126586,0.172986,65.4701
Vermont,01/15/2017,19.968,0.202639,6.22222,0.392361,0.290019,0.737336,0.517241,0.153516,0.179961,68.1646
S Carolina,01/15/2017,19.9384,0.310391,6.75,0.284091,0.350775,0.693957,0.519366,0.166479,0.21704,70.5297
Kansas,01/15/2017,19.9021,0.247695,8.76471,0.351351,0.351494,0.728594,0.539361,0.14372,0.160232,74.1868
Providence,01/15/2017,19.8766,0.201231,7.10526,0.318436,0.252101,0.736207,0.493002,0.162418,0.186808,68.5809
California,01/15/2017,19.874,0.221343,6.55556,0.311927,0.297723,0.807754,0.553545,0.155078,0.140592,70.4437
Charlotte,01/15/2017,19.8666,0.266861,8.0,0.353698,0.217311,0.673004,0.446735,0.155415,0.175773,77.0766
Massachusetts Lowell,01/15/2017,19.76,0.266601,7.72222,0.327411,0.245353,0.696223,0.4917,0.201496,0.157797,77.0354
Maryland BC,01/15/2017,19.7476,0.195547,8.73333,0.357542,0.236364,0.724138,0.490428,0.152088,0.161504,74.6083
Alabama,01/15/2017,19.7259,0.24362,6.75,0.343949,0.319231,0.792157,0.543875,0.168031,0.194084,70.3391
Denver,01/15/2017,19.6922,0.27941,7.5,0.31592,0.276515,0.76661,0.53719,0.18085,0.14717,70.5299
Houston Bap,01/15/2017,19.6829,0.289118,5.61538,0.346303,0.30206,0.71134,0.49835,0.180366,0.165077,73.8635
Syracuse,01/15/2017,19.6688,0.20643,8.83333,0.319915,0.315412,0.685304,0.511261,0.151876,0.172253,70.3313
Texas,01/15/2017,19.6516,0.210994,6.11765,0.296496,0.265537,0.714536,0.498767,0.170942,0.165315,71.5404
Stony Brook,01/15/2017,19.6502,0.293301,8.4375,0.389655,0.285464,0.708423,0.477193,0.123591,0.173388,68.7016
Bryant,01/15/2017,19.6368,0.284253,6.70588,0.353846,0.240708,0.702166,0.477551,0.156976,0.136837,73.6912
St Johns,01/15/2017,19.631,0.251351,9.42105,0.352632,0.271722,0.719814,0.492286,0.166426,0.169227,75.0691
Seton Hall,01/15/2017,19.6289,0.273641,6.29412,0.325153,0.349153,0.769772,0.552988,0.169075,0.168115,73.1213
N Kentucky,01/15/2017,19.6224,0.243902,8.94118,0.325658,0.323636,0.758437,0.542998,0.175426,0.136407,71.3471
UMKC,01/15/2017,19.6071,0.280294,8.94444,0.339109,0.244514,0.661765,0.453195,0.176772,0.167293,76.5028
SE Missouri,01/15/2017,19.5967,0.278489,7.94444,0.387701,0.226962,0.758333,0.468804,0.159143,0.196159,71.1569
Utah Val St,01/15/2017,19.595,0.259399,8.53333,0.363924,0.205082,0.778777,0.490709,0.164598,0.148984,79.9525
Ohio State,01/15/2017,19.5818,0.19994,6.0,0.3382,0.284936,0.735577,0.520883,0.165402,0.157924,71.4949
St Josephs,01/15/2017,19.5773,0.194925,5.6875,0.382423,0.298725,0.753507,0.510711,0.146198,0.162699,71.8305
Notre Dame,01/15/2017,19.5275,0.182736,9.66667,0.327751,0.284436,0.717532,0.510522,0.120528,0.160417,69.9868
Washington,01/15/2017,19.4555,0.268269,7.58824,0.391437,0.351005,0.739209,0.53274,0.149785,0.149813,75.8897
Lg Beach St,01/15/2017,19.3924,0.280539,6.55556,0.405995,0.285714,0.691071,0.480156,0.183876,0.159561,75.3444
SE Louisiana,01/15/2017,19.3921,0.280103,6.4375,0.350746,0.335968,0.709742,0.519317,0.196977,0.189822,71.8719
LA Tech,01/15/2017,19.3912,0.193041,7.75,0.31,0.251546,0.782443,0.518083,0.166776,0.180434,72.1977
San Diego St,01/15/2017,19.3352,0.208703,8.375,0.327536,0.272727,0.732177,0.504846,0.154674,0.170976,69.1742
IUPUI,01/15/2017,19.2706,0.30265,8.11765,0.361963,0.289384,0.710938,0.497541,0.153291,0.160518,74.4809
LIU-Brooklyn,01/15/2017,19.2684,0.269657,5.5,0.385757,0.365482,0.726465,0.538039,0.176075,0.172496,70.3514
James Mad,01/15/2017,19.2557,0.272614,6.16667,0.332542,0.284333,0.773748,0.540901,0.211419,0.150792,67.5125
Sacred Hrt,01/15/2017,19.2303,0.220234,5.78947,0.391101,0.269291,0.762128,0.519601,0.187442,0.156597,76.3599
Rhode Island,01/15/2017,19.2268,0.3161,7.375,0.317797,0.340509,0.737705,0.523214,0.138647,0.178771,68.9141
VCU,01/15/2017,19.2239,0.268375,6.33333,0.340278,0.287004,0.740418,0.516492,0.16787,0.198004,72.2479
Wm & Mary,01/15/2017,19.2178,0.22889,8.71429,0.368852,0.233766,0.73428,0.500982,0.165282,0.127733,73.9643
Rider,01/15/2017,19.2054,0.241696,5.23529,0.309249,0.306626,0.731148,0.514793,0.161817,0.164326,76.2654
Bowling Grn,01/15/2017,19.1895,0.242069,6.875,0.345196,0.265709,0.719192,0.484927,0.16154,0.180039,73.9336
Kent State,01/15/2017,19.169,0.248959,7.3125,0.362275,0.412811,0.703911,0.545826,0.161218,0.178039,74.6648
Montana,01/15/2017,19.1493,0.300365,8.26316,0.340659,0.247191,0.750842,0.494226,0.143541,0.17106,70.3612
North Dakota,01/15/2017,19.1351,0.303668,6.0,0.344538,0.227064,0.767059,0.492457,0.170238,0.165637,75.9779
AR Lit Rock,01/15/2017,19.1325,0.231765,5.875,0.370149,0.298479,0.766529,0.511374,0.154933,0.177714,69.2539
Ball State,01/15/2017,19.0672,0.278348,8.4375,0.321321,0.304348,0.719141,0.527211,0.1845,0.162001,75.0633
N Arizona,01/15/2017,19.0593,0.237642,8.0625,0.345013,0.265993,0.716797,0.477087,0.163613,0.14862,73.7828
Buffalo,01/15/2017,18.9843,0.30654,7.13333,0.358663,0.298077,0.738722,0.520034,0.175648,0.14664,76.2033
Utah,01/15/2017,18.9747,0.225284,6.6,0.371237,0.291284,0.773737,0.545455,0.170782,0.156286,72.7283
Harvard,01/15/2017,18.9491,0.297891,7.72727,0.324607,0.276276,0.704301,0.497355,0.188976,0.157091,68.125
Utah State,01/15/2017,18.9228,0.255659,7.8125,0.347222,0.219316,0.76306,0.499107,0.162563,0.146984,72.0031
Texas State,01/15/2017,18.9201,0.275942,6.21429,0.332143,0.25576,0.727483,0.484375,0.16124,0.187048,68.7098
Marist,01/15/2017,18.8955,0.277606,7.72222,0.352459,0.197183,0.685121,0.454041,0.177437,0.130997,71.7396
Rob Morris,01/15/2017,18.8792,0.27344,5.05263,0.282051,0.278519,0.692308,0.474799,0.190416,0.20508,71.3678
Wagner,01/15/2017,18.8638,0.288447,6.0,0.328947,0.376068,0.752174,0.554814,0.187637,0.165329,68.2083
Houston,01/15/2017,18.8446,0.247701,8.05556,0.338889,0.341727,0.706619,0.516103,0.12907,0.187054,66.9215
Nebraska,01/15/2017,18.8424,0.236231,5.9375,0.393846,0.329331,0.715909,0.505394,0.156541,0.17603,72.6422
S Alabama,01/15/2017,18.8314,0.26739,7.06667,0.336601,0.277264,0.703319,0.480293,0.168274,0.200343,73.99
Miami (FL),01/15/2017,18.7862,0.179365,6.625,0.301325,0.364372,0.755179,0.555751,0.170773,0.170397,68.5344
TN Martin,01/15/2017,18.7657,0.228702,7.61111,0.37013,0.330357,0.694079,0.521368,0.18586,0.163925,73.716
Sam Hous St,01/15/2017,18.728,0.321881,5.6,0.338816,0.304511,0.728665,0.5,0.167008,0.202959,75.8225
Ohio,01/15/2017,18.7262,0.225843,9.5,0.304348,0.217573,0.736347,0.496337,0.161646,0.167697,74.7616
Rutgers,01/15/2017,18.6792,0.214777,4.29412,0.323288,0.36755,0.734589,0.548143,0.163331,0.16476,70.8559
Columbia,01/15/2017,18.6766,0.269782,8.0,0.354232,0.237975,0.699774,0.487779,0.170954,0.151925,73.3125
Fairfield,01/15/2017,18.6726,0.240082,8.64286,0.312057,0.228145,0.721893,0.487969,0.179953,0.159229,76.5062
Fla Atlantic,01/15/2017,18.669,0.254588,6.71429,0.36017,0.247951,0.672764,0.467167,0.151426,0.155677,71.5473
Quinnipiac,01/15/2017,18.6531,0.281011,7.44444,0.361186,0.3264,0.721683,0.514039,0.16493,0.15216,76.2458
Wofford,01/15/2017,18.5838,0.311466,8.53333,0.325926,0.243011,0.714602,0.482213,0.161748,0.142578,69.9533
Sac State,01/15/2017,18.5752,0.231838,5.07143,0.417582,0.19375,0.747863,0.459064,0.143878,0.137156,72.2929
Drake,01/15/2017,18.5099,0.202812,8.4,0.375691,0.27833,0.674952,0.481718,0.168262,0.160363,73.4742
McNeese St,01/15/2017,18.4808,0.279617,6.25,0.316456,0.216704,0.610478,0.416667,0.174121,0.153697,75.7542
Charl South,01/15/2017,18.4709,0.317282,7.35714,0.386441,0.241803,0.728606,0.472279,0.15363,0.139316,71.5411
Duquesne,01/15/2017,18.4543,0.223488,7.11111,0.348168,0.255973,0.730109,0.501391,0.178062,0.156244,74.659
San Jose St,01/15/2017,18.4164,0.267107,6.5,0.337607,0.247934,0.75179,0.479918,0.157654,0.180454,72.5286
Oregon St,01/15/2017,18.3155,0.276685,5.70588,0.345013,0.264151,0.6777,0.484114,0.2106,0.156229,69.6934
Florida Intl,01/15/2017,18.2297,0.274586,5.3125,0.377301,0.277666,0.77131,0.517273,0.171965,0.151745,70.9695
N Hampshire,01/15/2017,18.2048,0.230194,8.71429,0.344262,0.220418,0.804348,0.522051,0.180822,0.13317,68.6634
Hartford,01/15/2017,18.1706,0.264203,8.83333,0.373297,0.20302,0.666105,0.445619,0.192564,0.166899,75.2132
Furman,01/15/2017,18.1595,0.257567,7.875,0.30086,0.268499,0.755061,0.506542,0.167579,0.161805,68.1461
Iona,01/15/2017,18.125,0.252912,9.55556,0.347087,0.238095,0.697674,0.479029,0.143226,0.145735,74.1764
UC Davis,01/15/2017,18.0561,0.252463,6.52941,0.33244,0.245681,0.73743,0.5026,0.184899,0.176578,72.3235
Lehigh,01/15/2017,18.0046,0.219374,8.6875,0.337047,0.231626,0.788235,0.528965,0.188065,0.157918,73.5922
Richmond,01/15/2017,17.922,0.274811,7.64706,0.30659,0.199627,0.698653,0.463333,0.16178,0.173452,71.8801
Boston Col,01/15/2017,17.8994,0.26793,7.44444,0.300792,0.255613,0.783505,0.517885,0.190667,0.165765,75.1111
Gard-Webb,01/15/2017,17.8764,0.279142,5.6875,0.39172,0.284906,0.727273,0.5,0.180272,0.182049,73.7703
N Iowa,01/15/2017,17.8736,0.202029,8.66667,0.406557,0.157576,0.736715,0.431034,0.155312,0.198516,68.63
Texas A&M,01/15/2017,17.84,0.218749,6.125,0.351124,0.385714,0.711986,0.54632,0.175538,0.147144,69.3664
Oral Roberts,01/15/2017,17.8238,0.216881,7.0,0.40404,0.238676,0.694794,0.47054,0.156236,0.146235,73.2662
UCLA,01/15/2017,17.8183,0.191641,10.8421,0.361702,0.274611,0.724832,0.5218,0.141028,0.144929,77.0941
NC-Wilmgton,01/15/2017,17.8136,0.271589,9.17647,0.35124,0.315697,0.709677,0.49569,0.117864,0.201689,72.3176
Jackson St,01/15/2017,17.7815,0.346317,6.4,0.342561,0.324226,0.732394,0.498597,0.148004,0.181993,67.8608
Illinois St,01/15/2017,17.7712,0.246684,8.82353,0.312336,0.294118,0.737478,0.515841,0.160246,0.165706,69.511
Prairie View,01/15/2017,17.7591,0.347574,5.875,0.370861,0.180113,0.648305,0.4125,0.16706,0.175697,71.4422
Wisconsin,01/15/2017,17.7089,0.189345,8.17647,0.346278,0.360721,0.801136,0.582747,0.141145,0.179799,67.7625
W Michigan,01/15/2017,17.6775,0.227856,6.2,0.380062,0.290456,0.737089,0.502012,0.159853,0.168597,72.4083
Indiana St,01/15/2017,17.6362,0.276558,8.47059,0.369697,0.204147,0.687107,0.456318,0.150517,0.155438,75.7132
Michigan St,01/15/2017,17.6016,0.253301,7.72222,0.334337,0.278388,0.755832,0.525829,0.180365,0.147817,71.3319
Missouri St,01/15/2017,17.5983,0.240324,8.64706,0.332317,0.326454,0.764023,0.534722,0.148121,0.166378,69.1912
S Florida,01/15/2017,17.5817,0.278804,5.5,0.35809,0.291188,0.691336,0.494983,0.199089,0.16213,71.8078
N Florida,01/15/2017,17.5703,0.267242,8.3125,0.417178,0.291902,0.679834,0.492589,0.201782,0.159144,73.6328
Drexel,01/15/2017,17.5628,0.268828,7.52941,0.377095,0.319149,0.71719,0.50237,0.161178,0.164517,75.025
Idaho State,01/15/2017,17.5473,0.255155,8.33333,0.371681,0.184584,0.68254,0.424303,0.190835,0.161925,72.1858
Delaware,01/15/2017,17.4986,0.269508,6.0,0.336658,0.265018,0.738053,0.506053,0.16943,0.128227,67.9044
Portland St,01/15/2017,17.474,0.229879,8.33333,0.388889,0.2725,0.703297,0.477086,0.141325,0.194513,75.8271
Yale,01/15/2017,17.4641,0.228985,8.07143,0.305369,0.293023,0.744136,0.525628,0.169236,0.142098,70.3482
Morehead St,01/15/2017,17.459,0.31344,7.625,0.408046,0.330813,0.719745,0.51,0.155074,0.173796,74.1023
NC A&T,01/15/2017,17.3841,0.286075,5.4375,0.36338,0.291667,0.644135,0.481884,0.196089,0.134148,66.1523
Fla Gulf Cst,01/15/2017,17.3741,0.271351,7.0625,0.310241,0.315673,0.730469,0.53508,0.174654,0.132502,70.1477
TX-Pan Am,01/15/2017,17.3426,0.33118,8.83333,0.35014,0.299187,0.669381,0.48415,0.185338,0.172066,78.8042
Temple,01/15/2017,17.3313,0.234305,8.52632,0.350617,0.248834,0.717105,0.479482,0.140508,0.161657,71.3645
Kennesaw St,01/15/2017,17.3188,0.262723,6.94118,0.400641,0.316901,0.725926,0.511392,0.174484,0.152409,72.3456
Mercer,01/15/2017,17.3052,0.299361,7.82353,0.352217,0.319312,0.711359,0.522553,0.157603,0.127738,65.9441
Middle Tenn,01/15/2017,17.2991,0.283038,6.70588,0.349112,0.272553,0.786408,0.529464,0.138046,0.187906,68.3478
E Illinois,01/15/2017,17.2978,0.289059,8.625,0.325733,0.286885,0.686813,0.475541,0.143369,0.193935,74.0703
Navy,01/15/2017,17.2549,0.238724,6.82353,0.373913,0.332061,0.75641,0.524725,0.194002,0.209788,66.4772
St Marys,01/15/2017,17.1429,0.205415,9.0,0.315353,0.336245,0.813953,0.584762,0.155546,0.140095,62.7941
Central Conn,01/15/2017,17.1299,0.22819,4.05882,0.396067,0.268382,0.686475,0.468158,0.180347,0.177147,69.3662
NC Central,01/15/2017,17.1205,0.215382,7.07143,0.305648,0.244755,0.701613,0.487757,0.173945,0.177014,71.3429
Detroit,01/15/2017,17.0593,0.339126,7.0,0.370149,0.23964,0.690021,0.457066,0.178218,0.171394,76.2047
NC-Grnsboro,01/15/2017,17.0551,0.252747,8.5625,0.369565,0.336016,0.703557,0.524514,0.185073,0.183599,69.2609
Fordham,01/15/2017,17.0302,0.272011,7.76471,0.358663,0.206093,0.711752,0.431942,0.173696,0.240859,69.7721
NC-Asheville,01/15/2017,17.0275,0.226619,8.11765,0.347222,0.226277,0.695733,0.459003,0.139314,0.202495,70.8199
TX El Paso,01/15/2017,17.0252,0.289474,5.75,0.369318,0.217899,0.757638,0.483989,0.185309,0.166883,71.5852
St Fran (NY),01/15/2017,16.9969,0.322084,8.11111,0.361111,0.268012,0.687732,0.448251,0.142534,0.168906,71.9083
Georgia St,01/15/2017,16.9454,0.277032,7.0,0.330532,0.326797,0.71789,0.513007,0.189035,0.193567,71.6589
Boston U,01/15/2017,16.9287,0.256568,9.6875,0.352941,0.293333,0.732839,0.509402,0.172282,0.160547,72.3625
W Illinois,01/15/2017,16.9157,0.296099,9.46667,0.428044,0.187123,0.754,0.475564,0.173664,0.120942,71.7283
Cleveland St,01/15/2017,16.8838,0.294324,6.76471,0.362275,0.25222,0.677606,0.456613,0.179821,0.190233,72.1191
Mt St Marys,01/15/2017,16.8695,0.246225,7.47368,0.336667,0.19739,0.652174,0.425743,0.16502,0.171203,71.1342
Jksnville St,01/15/2017,16.8405,0.257841,7.27778,0.429348,0.306238,0.731922,0.52381,0.17405,0.145128,66.9681
U Mass,01/15/2017,16.7895,0.304475,7.70588,0.321656,0.255172,0.724876,0.49064,0.177639,0.18418,76.7287
Connecticut,01/15/2017,16.6939,0.243726,6.0625,0.310811,0.273622,0.738889,0.502099,0.164357,0.146396,68.8875
Radford,01/15/2017,16.6824,0.223116,8.0625,0.357143,0.346821,0.726027,0.527923,0.210819,0.133073,69.6844
Cincinnati,01/15/2017,16.6479,0.191665,7.3125,0.30791,0.339321,0.734403,0.532646,0.131612,0.168195,70.5797
UC Irvine,01/15/2017,16.6428,0.301042,6.66667,0.330667,0.273369,0.764136,0.531882,0.18571,0.138393,69.7667
VA Military,01/15/2017,16.6306,0.299599,8.92857,0.437956,0.248421,0.708029,0.460499,0.17381,0.146669,71.2973
Florida A&M,01/15/2017,16.6111,0.256153,6.4,0.382749,0.225926,0.660455,0.441681,0.169851,0.164397,76.2542
Norfolk St,01/15/2017,16.5856,0.293715,5.8,0.377976,0.229412,0.733051,0.476235,0.174713,0.14105,71.95
Saint Louis,01/15/2017,16.5786,0.272459,6.88235,0.34593,0.188948,0.742537,0.47561,0.18534,0.139607,70.2537
Holy Cross,01/15/2017,16.5687,0.194048,7.89474,0.346341,0.162476,0.691992,0.420161,0.160278,0.218583,62.8961
Grambling St,01/15/2017,16.5131,0.268587,5.73333,0.391304,0.278085,0.661017,0.45446,0.179617,0.198204,73.0733
Princeton,01/15/2017,16.4766,0.274409,9.93333,0.339041,0.22547,0.773913,0.493124,0.138485,0.170842,68.38
Binghamton,01/15/2017,16.4675,0.235589,7.5,0.347003,0.203095,0.734531,0.467087,0.170951,0.156794,70.2141
IPFW,01/15/2017,16.4544,0.209142,10.5,0.377129,0.296935,0.760223,0.529974,0.162741,0.170249,77.107
Abilene Christian,01/15/2017,16.4134,0.29393,6.30769,0.3125,0.182051,0.686461,0.442938,0.199584,0.188077,71.2365
SC Upstate,01/15/2017,16.3465,0.220266,8.8125,0.333333,0.305206,0.702564,0.506073,0.156838,0.123289,72.2633
Creighton,01/15/2017,16.2137,0.174747,8.82353,0.325581,0.234216,0.716172,0.493322,0.14137,0.167785,74.3743
Loyola-Chi,01/15/2017,16.1604,0.230269,8.1875,0.377419,0.148315,0.746362,0.463968,0.147552,0.188402,70.0016
Coppin State,01/15/2017,16.0806,0.253686,6.47059,0.368421,0.250379,0.641366,0.440213,0.162605,0.166974,70.9662
N Colorado,01/15/2017,16.0785,0.226705,8.2,0.338753,0.238384,0.764591,0.50669,0.187062,0.148136,73.39
Stetson,01/15/2017,16.0317,0.230632,8.0625,0.341737,0.171849,0.669535,0.429899,0.138999,0.131988,77.9703
UC Riverside,01/15/2017,15.9674,0.243225,6.07692,0.351254,0.237136,0.737349,0.476645,0.17792,0.161196,72.2625
LSU,01/15/2017,15.9667,0.252292,6.5,0.351801,0.303867,0.711986,0.5033,0.171846,0.152549,75.1562
Savannah St,01/15/2017,15.837,0.221274,13.3333,0.360784,0.221691,0.638047,0.438491,0.164639,0.142437,86.2958
CS Bakersfld,01/15/2017,15.8218,0.325089,7.2,0.357143,0.339286,0.710262,0.521898,0.180885,0.194058,70.7883
Youngs St,01/15/2017,15.7177,0.220134,7.11765,0.331646,0.216772,0.694491,0.461653,0.141814,0.148078,78.2184
Army,01/15/2017,15.6433,0.231948,9.17647,0.314448,0.228319,0.758503,0.5,0.167724,0.152039,74.8301
S Mississippi,01/15/2017,15.6035,0.243435,6.06667,0.365994,0.194882,0.742072,0.468126,0.181876,0.152575,69.6425
Coastal Car,01/15/2017,15.537,0.225991,8.75,0.354212,0.284956,0.75,0.527464,0.166782,0.133118,72.0055
St Fran (PA),01/15/2017,15.5366,0.195445,8.0,0.380829,0.268293,0.720307,0.49827,0.190613,0.168383,74.0188
Colgate,01/15/2017,15.5204,0.292927,8.11111,0.390977,0.242685,0.740809,0.484578,0.184226,0.153875,70.8743
Maryland ES,01/15/2017,15.5032,0.318446,7.375,0.369628,0.246429,0.689805,0.445333,0.153931,0.169052,70.55
Belmont,01/15/2017,15.4579,0.241266,10.4,0.316151,0.265086,0.757202,0.51133,0.169689,0.151846,71.1608
Alcorn State,01/15/2017,15.3647,0.323379,5.69231,0.331858,0.252632,0.738499,0.483316,0.187285,0.155949,72.0933
Alabama St,01/15/2017,15.3409,0.291802,6.25,0.342466,0.320819,0.684848,0.489609,0.194861,0.182188,72.9258
Loyola Mymt,01/15/2017,15.1587,0.271777,6.5625,0.365696,0.323353,0.722567,0.507623,0.162783,0.169564,70.5039
San Fransco,01/15/2017,15.1579,0.225716,9.61111,0.354286,0.253165,0.733777,0.496403,0.158466,0.165294,71.1035
Cal Poly,01/15/2017,15.153,0.304915,8.26667,0.399142,0.235052,0.697337,0.457,0.145979,0.165601,67.7533
Beth-Cook,01/15/2017,15.1094,0.294461,6.53333,0.346032,0.288625,0.660832,0.457069,0.1428,0.160972,74.5675
Chicago St,01/15/2017,15.0577,0.253745,7.0,0.361472,0.246933,0.695886,0.452703,0.160201,0.159894,70.4694
Miss Val St,01/15/2017,15.0551,0.242123,5.94118,0.407745,0.23817,0.651923,0.428345,0.166235,0.168314,74.6279
LA Monroe,01/15/2017,15.0388,0.278572,7.13333,0.335526,0.266925,0.719745,0.48895,0.171278,0.155501,71.3708
Virginia,01/15/2017,14.9302,0.224573,6.9375,0.33,0.284689,0.76701,0.538308,0.13972,0.197732,62.7922
Maine,01/15/2017,14.9216,0.259027,7.27778,0.394521,0.271429,0.709386,0.481197,0.158466,0.151963,71.4847
Delaware St,01/15/2017,14.6838,0.260336,7.5,0.365039,0.232645,0.591398,0.415921,0.178731,0.176602,70.2305
Elon,01/15/2017,14.6769,0.210749,10.0,0.318801,0.236264,0.719064,0.491071,0.161725,0.133982,71.3404
Cornell,01/15/2017,14.5116,0.233857,9.2,0.371237,0.184959,0.746032,0.46832,0.170622,0.130992,74.4233
Ark Pine Bl,01/15/2017,14.5053,0.366297,6.5625,0.340426,0.269084,0.639913,0.44977,0.217051,0.207568,71.5258
UCSB,01/15/2017,14.4741,0.248154,5.85714,0.356589,0.32973,0.731235,0.49675,0.142604,0.152006,70.0759
U Penn,01/15/2017,14.3844,0.255379,8.14286,0.347826,0.243421,0.708061,0.477912,0.169865,0.181764,69.0232
WI-Milwkee,01/15/2017,14.2436,0.227101,8.11765,0.350975,0.231343,0.75102,0.484545,0.162524,0.158812,66.9029
Lafayette,01/15/2017,14.0877,0.217103,7.5625,0.402878,0.170455,0.716535,0.447907,0.191367,0.159769,72.7586
Iowa State,01/15/2017,14.0586,0.156934,9.0,0.325459,0.279863,0.724662,0.507558,0.115394,0.182103,74.243
Presbyterian,01/15/2017,13.9989,0.254972,6.06667,0.404199,0.271008,0.669065,0.47006,0.190983,0.14495,67.1483
American,01/15/2017,13.9406,0.296117,5.35294,0.387097,0.206262,0.746964,0.465889,0.167338,0.178139,67.9353
Pepperdine,01/15/2017,13.6032,0.230721,5.88235,0.428571,0.240741,0.736328,0.488372,0.172754,0.134278,71.35
W Carolina,01/15/2017,13.5776,0.342203,6.125,0.342767,0.30648,0.70894,0.495712,0.211667,0.161177,69.968
Santa Clara,01/15/2017,13.4571,0.238702,9.83333,0.393443,0.181979,0.775281,0.472481,0.143095,0.172984,66.8792
S Car State,01/15/2017,13.3441,0.267684,5.07692,0.337931,0.227166,0.616622,0.428571,0.164613,0.128565,69.175
Longwood,01/15/2017,13.3253,0.220787,7.33333,0.38535,0.183223,0.658537,0.44084,0.21465,0.147983,73.0442
Brown,01/16/2017,28.8873,0.25321,6.8125,0.361635,0.243697,0.68319,0.477799,0.185397,0.18709,73.9945
New Mexico,01/16/2017,28.5009,0.25879,4.27778,0.390995,0.263862,0.724613,0.511241,0.168248,0.17864,72.9021
Valparaiso,01/16/2017,27.2242,0.238183,5.76471,0.330688,0.327032,0.75043,0.544118,0.175823,0.161419,73.464
Colorado St,01/16/2017,26.4096,0.245311,6.25,0.303279,0.32197,0.72242,0.518828,0.155127,0.156036,70.7602
St Bonavent,01/16/2017,26.0873,0.277496,7.0,0.38992,0.340996,0.708487,0.520799,0.149588,0.173348,74.8618
Georgetown,01/16/2017,26.0002,0.271303,7.05556,0.322404,0.282569,0.70347,0.506891,0.16949,0.164366,73.7174
Florida,01/16/2017,25.7447,0.224493,7.11765,0.328904,0.322993,0.712355,0.504634,0.137422,0.205603,72.2022
Tennessee,01/16/2017,25.5553,0.29597,6.125,0.380623,0.32833,0.708738,0.507385,0.164839,0.183004,73.6148
Wyoming,01/16/2017,25.5307,0.285973,8.9375,0.309456,0.215686,0.754153,0.489311,0.167122,0.156114,78.8266
Evansville,01/16/2017,25.2708,0.270129,3.70588,0.318681,0.246154,0.731532,0.5,0.168297,0.177599,70.0647
SIU Edward,01/16/2017,25.2509,0.283788,4.41176,0.310458,0.286213,0.751445,0.50659,0.180558,0.151257,74.0801
Cal St Nrdge,01/16/2017,25.186,0.292169,4.46667,0.372549,0.257511,0.680639,0.484991,0.174364,0.149909,76.4975
Mississippi,01/16/2017,25.1778,0.271346,7.76471,0.375622,0.320856,0.719064,0.521236,0.181233,0.156126,76.3978
Arkansas,01/16/2017,25.1708,0.288015,6.35294,0.332468,0.320826,0.7,0.514331,0.14352,0.157099,74.7831
S Dakota St,01/16/2017,25.1136,0.202184,9.05556,0.372881,0.236332,0.720268,0.480571,0.173001,0.151811,71.2319
Nevada,01/16/2017,24.9476,0.20218,9.16667,0.287958,0.296296,0.746565,0.524506,0.14345,0.126278,73.4875
Duke,01/16/2017,24.6879,0.202104,7.94444,0.295597,0.323322,0.753994,0.540373,0.143001,0.176332,73.3604
Samford,01/16/2017,24.6463,0.201502,7.52941,0.32783,0.264368,0.70568,0.497529,0.161143,0.163053,72.5559
N Mex State,01/16/2017,24.6324,0.255262,7.23529,0.319865,0.365019,0.719858,0.532773,0.173938,0.177574,70.2088
Chattanooga,01/16/2017,24.5464,0.243463,6.3125,0.337302,0.295503,0.674468,0.486768,0.16635,0.191013,70.275
N Illinois,01/16/2017,24.4019,0.270247,4.07143,0.328173,0.32377,0.727079,0.523633,0.168745,0.192668,74.6429
Arizona,01/16/2017,24.3954,0.205145,5.94444,0.29443,0.316733,0.76129,0.556373,0.158703,0.166411,69.2299
Oklahoma St,01/16/2017,24.391,0.34002,8.875,0.352273,0.367568,0.685328,0.520236,0.160432,0.197522,78.4102
Georgia,01/16/2017,24.2956,0.252132,4.875,0.313043,0.301181,0.774648,0.545222,0.171718,0.153438,73.0586
Col Charlestn,01/16/2017,24.2935,0.216678,6.22222,0.284058,0.245347,0.721053,0.481804,0.143724,0.183513,66.5472
Rice,01/16/2017,24.0079,0.284658,9.1875,0.365942,0.294479,0.755769,0.534122,0.175304,0.162554,75.4961
La Salle,01/16/2017,23.9731,0.256355,9.13333,0.40367,0.252796,0.736264,0.494516,0.147926,0.156935,73.1375
BYU,01/16/2017,23.9565,0.220095,6.89474,0.310484,0.270607,0.780749,0.537656,0.152244,0.138087,78.6513
Pittsburgh,01/16/2017,23.7746,0.203621,8.27778,0.335714,0.285968,0.741573,0.521138,0.150001,0.126245,72.9069
TX Southern,01/16/2017,23.7735,0.248335,6.29412,0.35873,0.322526,0.658349,0.484401,0.149689,0.147268,71.0132
Neb Omaha,01/16/2017,23.7531,0.242082,8.44444,0.373576,0.271293,0.70418,0.483613,0.164701,0.164716,78.8201
