Name,FTO,FTD,Three_O,Three_D,REBO,REBD,REB,TOP,TOFP,POSS
Louisville,23.6041,0.229196,5.69231,0.314159,0.375587,0.694836,0.52664,0.153191,0.232772,68.8712
Cal St Nrdge,23.5806,0.268199,5.17241,0.377193,0.346758,0.692833,0.510204,0.160691,0.192237,71.947
Duke,23.5397,0.23405,7.5,0.290381,0.272395,0.691472,0.490703,0.136628,0.175101,69.3865
Tennessee,23.4552,0.25068,5.24242,0.319192,0.346192,0.743269,0.539788,0.168359,0.150735,65.8898
Oakland,23.4269,0.23872,7.19355,0.365385,0.291829,0.71897,0.4923,0.149521,0.181311,70.3629
Ball State,23.3785,0.260275,5.93103,0.345455,0.345094,0.713341,0.529442,0.19994,0.16836,66.8164
S Methodist,23.3726,0.27227,3.51613,0.343658,0.3322,0.696466,0.518191,0.195315,0.182515,65.696
TN State,23.3702,0.276615,6.22581,0.332226,0.334359,0.694501,0.510935,0.187141,0.171028,70.6718
Minnesota,23.3678,0.25994,5.41176,0.338633,0.428571,0.703297,0.553236,0.174702,0.170952,65.8272
Utah State,23.3499,0.23325,5.66667,0.33758,0.36694,0.746521,0.56618,0.177,0.130657,63.9546
Georgia,23.3324,0.272734,5.875,0.328638,0.311111,0.728846,0.516538,0.196051,0.158989,65.0918
W Virginia,23.3315,0.273838,5.34375,0.381038,0.361742,0.672234,0.508582,0.164867,0.186486,67.1035
Loyola-MD,23.2983,0.290428,4.2,0.299817,0.359023,0.654859,0.504754,0.154338,0.175883,66.4671
North Texas,23.2032,0.247496,3.46667,0.356604,0.315734,0.692537,0.504991,0.176091,0.15712,70.1054
Quinnipiac,23.1436,0.301862,4.41935,0.377737,0.406489,0.779798,0.568439,0.164281,0.138749,71.0851
Middle Tenn,23.0679,0.282132,5.32353,0.302583,0.360511,0.729606,0.539258,0.173952,0.20589,67.3206
Northeastrn,23.0649,0.206898,7.0,0.332215,0.292909,0.646934,0.477847,0.17226,0.190283,66.4792
Central Mich,23.0412,0.246419,8.06667,0.377358,0.288136,0.678363,0.480181,0.17062,0.170396,67.1263
Kansas,22.9238,0.235202,5.83784,0.303342,0.327869,0.727672,0.542227,0.174667,0.157138,70.2679
Valparaiso,22.897,0.25891,7.42424,0.338462,0.291667,0.734549,0.529759,0.197409,0.174764,66.9667
Houston,22.8895,0.246831,6.03125,0.318462,0.320647,0.69869,0.518113,0.157681,0.153102,72.9047
Jksnville St,22.8866,0.258286,5.53846,0.316092,0.29909,0.616477,0.454208,0.182107,0.214312,65.7087
Albany,22.8387,0.202496,6.08571,0.33125,0.291192,0.72807,0.522242,0.184228,0.172555,64.5521
Toledo,22.8299,0.251657,5.92857,0.344013,0.26143,0.67008,0.475723,0.154397,0.180851,68.8321
Charlotte,22.7931,0.273326,3.45455,0.332331,0.345438,0.708907,0.530207,0.187602,0.174004,70.3295
Chattanooga,22.7797,0.234379,5.4,0.375516,0.314629,0.736501,0.522962,0.170372,0.161802,69.9454
South Dakota,22.7672,0.199737,6.89286,0.379791,0.221154,0.684211,0.470748,0.161084,0.135913,67.9237
NW State,22.7627,0.27697,5.64286,0.339492,0.334673,0.633434,0.488117,0.16212,0.181253,74.6835
Indiana St,22.7403,0.275394,5.59375,0.323529,0.245868,0.709336,0.492687,0.173637,0.156151,67.6113
St Marys,22.6461,0.262292,7.70588,0.366864,0.357285,0.760228,0.560681,0.155335,0.158342,65.5871
Weber State,22.6253,0.248458,6.88571,0.288889,0.284243,0.768638,0.542284,0.164876,0.146851,66.8025
Florida St,22.603,0.246299,5.76471,0.367647,0.298947,0.65764,0.480508,0.19241,0.174587,67.9243
Arizona,22.5383,0.235902,7.68571,0.358234,0.338645,0.757962,0.546781,0.167131,0.174395,68.5818
E Carolina,22.5362,0.242235,7.6129,0.340681,0.276249,0.663284,0.477798,0.161695,0.156218,71.8556
Oral Roberts,22.4958,0.203581,4.52941,0.354093,0.343,0.69837,0.528148,0.175503,0.160386,68.5096
Wake Forest,22.494,0.248905,5.41935,0.359375,0.259184,0.708419,0.482347,0.182617,0.178774,70.4129
NC State,22.4922,0.218965,5.25714,0.301587,0.332375,0.693257,0.521932,0.154088,0.14104,70.3736
Oklahoma,22.4778,0.22751,4.96875,0.328526,0.318713,0.705104,0.508658,0.148665,0.168246,68.818
Santa Clara,22.376,0.28899,7.80556,0.343206,0.318718,0.687881,0.4936,0.156664,0.18184,69.6431
Colorado,22.3455,0.188603,5.39394,0.32,0.31919,0.712389,0.521555,0.170318,0.16566,68.0769
Lipscomb,22.3172,0.311377,5.17241,0.338192,0.347567,0.689796,0.518056,0.196045,0.159807,73.2388
Sac State,22.3144,0.204046,5.44444,0.354093,0.284349,0.70197,0.491028,0.152587,0.162835,64.7315
Liberty,22.308,0.28331,6.87879,0.308057,0.270793,0.695652,0.490004,0.1724,0.128146,68.3273
Dayton,22.2981,0.259492,5.87097,0.352941,0.334816,0.710251,0.528423,0.186053,0.182481,68.1383
TN Martin,22.2538,0.308009,5.46429,0.358696,0.299587,0.680876,0.487587,0.180106,0.165817,71.7375
Boston Col,22.2465,0.217273,7.09091,0.375,0.259143,0.708709,0.491269,0.156008,0.154496,65.5193
Wagner,22.2404,0.282892,4.25806,0.350263,0.330629,0.719727,0.526387,0.185959,0.190462,71.3609
Mississippi,22.2355,0.220299,6.61111,0.312176,0.317787,0.706996,0.507559,0.134454,0.18425,73.3313
Rob Morris,22.211,0.29655,8.57143,0.332215,0.292498,0.68861,0.484197,0.166283,0.213099,68.1771
Montana St,22.2097,0.271128,6.71429,0.391386,0.276596,0.713921,0.477612,0.147073,0.185411,68.6638
Bucknell,22.1349,0.227138,4.63636,0.305206,0.287554,0.787709,0.541554,0.131214,0.124477,63.933
Manhattan,22.1178,0.304721,5.65625,0.348515,0.303419,0.68932,0.498071,0.220404,0.198324,64.4277
Detroit,22.0994,0.243377,6.77419,0.367596,0.302073,0.711187,0.491525,0.133641,0.201528,71.2323
Providence,22.0566,0.237328,5.47059,0.296296,0.356021,0.688525,0.522249,0.158179,0.168876,68.1401
TX El Paso,22.0434,0.247467,5.53125,0.339506,0.251131,0.682365,0.486747,0.17391,0.166945,64.2199
Niagara,22.0401,0.274537,7.30303,0.365177,0.314488,0.682046,0.487531,0.139345,0.193967,71.6326
NC-Asheville,22.0281,0.235671,4.65517,0.331439,0.315846,0.675818,0.500979,0.176911,0.177282,70.9125
NJIT,21.973,0.285768,6.12,0.333333,0.330211,0.693662,0.512698,0.182159,0.1811,71.7245
BYU,21.9656,0.265419,5.8,0.332859,0.30906,0.74305,0.524962,0.145133,0.168263,72.4511
Missouri,21.9463,0.221301,6.32353,0.332386,0.385269,0.737288,0.557462,0.157846,0.152098,70.3588
AR Lit Rock,21.9194,0.284799,5.03226,0.340206,0.295181,0.694681,0.490323,0.192141,0.200325,70.9343
E Kentucky,21.9143,0.282681,8.51515,0.314947,0.265086,0.625954,0.446925,0.158365,0.217115,66.789
Connecticut,21.8389,0.224833,6.36667,0.314917,0.266065,0.64965,0.47576,0.159487,0.168107,68.8375
Temple,21.7782,0.241228,7.14706,0.353153,0.290636,0.699427,0.489513,0.136803,0.173594,69.0114
Tulsa,21.7708,0.288682,5.875,0.342105,0.268612,0.722275,0.505667,0.18861,0.162654,70.1914
Southern,21.7452,0.249387,6.73333,0.299799,0.235491,0.714002,0.488416,0.148156,0.171916,66.9879
Idaho,21.743,0.236117,6.34483,0.359788,0.312814,0.726867,0.533225,0.183093,0.123232,64.8642
Stony Brook,21.6961,0.195017,5.78125,0.311953,0.307377,0.738926,0.531877,0.15727,0.17859,65.5359
Lehigh,21.6309,0.208795,7.5,0.298217,0.242356,0.679959,0.476397,0.145302,0.172299,68.1125
Oregon,21.5876,0.23163,5.18919,0.333882,0.34753,0.753807,0.544643,0.182391,0.194105,71.3622
Xavier,21.5816,0.242477,4.51613,0.320872,0.315551,0.731434,0.536585,0.174564,0.160341,65.3186
Army,21.5411,0.261671,8.06667,0.35786,0.291529,0.713855,0.519258,0.179621,0.159957,69.4796
Pittsburgh,21.5402,0.250011,4.93939,0.304425,0.398129,0.726228,0.551643,0.149047,0.191589,62.603
Jackson St,21.5397,0.271398,6.24138,0.315197,0.261738,0.650933,0.454369,0.158938,0.178695,71.2397
Butler,21.5395,0.261358,6.57143,0.332162,0.340488,0.756561,0.552982,0.17189,0.152491,66.3232
Mercer,21.521,0.275044,7.29412,0.345912,0.27459,0.684008,0.49251,0.170816,0.185734,64.7794
Morehead St,21.487,0.367178,5.80645,0.359551,0.387487,0.714765,0.538791,0.206697,0.203766,72.5121
VA Tech,21.4194,0.279592,5.6875,0.347518,0.284499,0.687094,0.489979,0.150353,0.131324,70.6137
Kentucky,21.3773,0.225682,5.57576,0.324275,0.334317,0.713299,0.52894,0.164534,0.150071,68.892
Iona,21.3744,0.232532,8.32353,0.374656,0.311688,0.677708,0.5,0.147563,0.165101,74.0301
CS Fullerton,21.3619,0.251698,8.23333,0.350554,0.231803,0.641723,0.442455,0.161529,0.194679,71.3108
Wichita St,21.3169,0.268546,6.64103,0.322057,0.376569,0.758996,0.555597,0.161619,0.175214,66.5176
Bryant,21.3081,0.223382,7.0,0.352941,0.287293,0.714286,0.512968,0.167648,0.153081,68.579
Murray St,21.2709,0.238993,8.03448,0.335238,0.31328,0.695513,0.506474,0.177,0.173259,69.384
Buffalo,21.2447,0.26826,6.125,0.331551,0.34338,0.688213,0.522936,0.201934,0.145104,66.6344
Towson,21.2415,0.275371,5.3,0.339147,0.373975,0.705767,0.53902,0.183821,0.137686,68.8904
Pacific,21.1902,0.273936,6.54545,0.353941,0.281974,0.699179,0.491788,0.155182,0.173382,64.3523
Texas,21.1873,0.29378,5.09091,0.288889,0.327523,0.6882,0.507341,0.181185,0.16096,69.7958
S Dakota St,21.1819,0.185939,7.71875,0.35828,0.274841,0.754774,0.520992,0.143592,0.150543,65.6516
Ohio State,21.1659,0.211688,6.13514,0.323944,0.305977,0.744932,0.521048,0.138805,0.179934,65.8889
Baylor,21.1411,0.241901,6.86111,0.321543,0.329525,0.688763,0.509174,0.147092,0.158973,70.0319
Col Charlestn,21.1403,0.207836,5.97059,0.299645,0.325743,0.753153,0.539312,0.175207,0.135093,65.5287
S Utah,21.1288,0.378847,5.2069,0.35122,0.300102,0.742574,0.514706,0.1875,0.150412,71.4828
NC A&T,21.0477,0.27611,5.86111,0.320495,0.284211,0.686441,0.487776,0.19607,0.199237,68.4951
Marshall,21.0472,0.273283,6.29032,0.371482,0.377111,0.656095,0.503431,0.189483,0.161771,70.9617
Syracuse,21.0375,0.243242,5.825,0.284065,0.374224,0.677953,0.523129,0.155648,0.197275,67.6172
IL-Chicago,20.9915,0.248878,6.42424,0.33665,0.258964,0.718967,0.488661,0.174258,0.171431,66.5492
James Mad,20.967,0.271823,5.86111,0.347484,0.272807,0.708295,0.486664,0.149019,0.181958,66.109
UNLV,20.9325,0.217828,6.47059,0.315873,0.321558,0.748117,0.537348,0.172591,0.160875,70.6754
Michigan St,20.9292,0.234298,4.91429,0.300623,0.343356,0.74185,0.550986,0.176396,0.167024,65.5271
Stanford,20.9232,0.24244,6.97059,0.333333,0.307958,0.727778,0.51411,0.147438,0.168132,69.7228
App State,20.9231,0.252272,6.44828,0.327381,0.280172,0.712222,0.497279,0.168109,0.163007,71.0319
Geo Wshgtn,20.9171,0.230652,2.8,0.359918,0.366667,0.719958,0.538136,0.195069,0.183847,70.1179
TN Tech,20.9099,0.308318,5.74074,0.340816,0.339977,0.671302,0.498322,0.204515,0.184798,67.131
Penn State,20.9074,0.34811,5.03226,0.343907,0.286877,0.75,0.510808,0.162248,0.153796,66.6532
Central FL,20.8167,0.192309,6.7931,0.315789,0.332196,0.685897,0.510005,0.172309,0.159892,68.5789
Columbia,20.8069,0.291529,6.5,0.373259,0.273919,0.744856,0.50615,0.154618,0.176583,62.1096
Drexel,20.7967,0.301358,5.83871,0.341826,0.323467,0.761959,0.528564,0.160029,0.16666,63.906
Drake,20.7871,0.271258,8.51613,0.356098,0.229232,0.727564,0.478495,0.176808,0.165883,70.1427
Nicholls St,20.7839,0.272466,5.3,0.365471,0.276371,0.657925,0.472236,0.175799,0.17844,69.7654
Geo Mason,20.7544,0.296434,5.34211,0.333333,0.334195,0.676151,0.510303,0.177935,0.190373,68.4701
LA Tech,20.7406,0.245684,7.21212,0.296875,0.323103,0.689623,0.495413,0.147783,0.211008,72.1758
Sam Hous St,20.7401,0.32386,6.32258,0.311579,0.330862,0.730608,0.514506,0.169715,0.187407,66.4133
North Dakota,20.7364,0.241465,5.93548,0.337545,0.266129,0.683787,0.482159,0.163901,0.1687,69.2254
U Mass,20.6805,0.251618,7.12121,0.324031,0.310313,0.69375,0.502878,0.174803,0.161312,72.825
Wyoming,20.6436,0.233046,6.4375,0.322917,0.232379,0.705613,0.461811,0.166306,0.185993,62.368
Wm & Mary,20.631,0.228167,7.31034,0.318996,0.257463,0.684805,0.496904,0.178232,0.135643,66.1875
Cal Poly,20.6298,0.269606,7.03333,0.362903,0.297327,0.725786,0.503222,0.134989,0.172007,61.7229
St Josephs,20.5811,0.18535,7.15625,0.314332,0.300821,0.681733,0.502903,0.160257,0.136639,65.1387
Boise State,20.5541,0.287674,7.5,0.347518,0.290286,0.775534,0.522427,0.16033,0.179458,67.6263
Georgia St,20.5371,0.256976,7.0,0.365539,0.274701,0.682327,0.480263,0.156508,0.179574,65.8971
Creighton,20.5275,0.201774,8.52778,0.312046,0.279094,0.750615,0.536329,0.16697,0.140348,66.1715
Hawaii,20.5212,0.235778,5.93548,0.363235,0.342508,0.719807,0.535586,0.176192,0.149859,71.3661
Norfolk St,20.5107,0.265416,5.21212,0.293103,0.317161,0.659312,0.489638,0.179244,0.184061,70.6208
Oregon St,20.3811,0.222137,5.8125,0.343907,0.330116,0.696379,0.512436,0.166219,0.150543,70.5309
Fresno St,20.375,0.319072,5.89286,0.280872,0.263158,0.667453,0.466115,0.158793,0.169688,63.8036
W Kentucky,20.3316,0.263977,6.42857,0.32437,0.342454,0.70991,0.521173,0.187521,0.180286,68.2961
Illinois St,20.3219,0.239014,7.33333,0.334324,0.289157,0.702997,0.490377,0.162378,0.181321,70.9788
Jacksonville,20.2956,0.275332,4.96667,0.345389,0.313726,0.694106,0.502304,0.183492,0.173872,71.4442
San Diego St,20.2694,0.212995,5.96875,0.317949,0.309055,0.732824,0.524801,0.155347,0.159134,67.8363
Gard-Webb,20.2507,0.238314,5.58065,0.330078,0.345324,0.696352,0.517127,0.176132,0.201519,66.2661
Rider,20.2494,0.266668,6.08824,0.288052,0.292969,0.69633,0.501944,0.202591,0.179562,67.2496
Canisius,20.247,0.233777,9.20588,0.335704,0.348325,0.679621,0.507091,0.166963,0.170088,68.5651
UCLA,20.2399,0.183232,4.88571,0.324405,0.283376,0.676236,0.490293,0.137015,0.167536,72.1346
Texas State,20.2192,0.26292,6.69697,0.348534,0.245989,0.672464,0.459346,0.169977,0.177698,73.2875
San Diego,20.148,0.264444,5.96875,0.313008,0.289366,0.678534,0.477626,0.178483,0.173399,65.9184
Beth-Cook,20.1426,0.308823,5.59375,0.340681,0.30354,0.688103,0.480778,0.155979,0.193921,68.4184
Texas Tech,20.1179,0.279306,4.80645,0.375,0.305694,0.668867,0.482393,0.184746,0.183497,69.75
Miss Val St,20.0926,0.290323,6.03571,0.354023,0.296221,0.639723,0.460194,0.183219,0.187881,72.8768
Iowa State,20.0903,0.237948,9.88571,0.310694,0.325521,0.732441,0.531189,0.158154,0.161903,72.3875
S Mississippi,20.0764,0.270593,6.37143,0.328554,0.368266,0.702526,0.535054,0.18577,0.208575,68.3104
Loyola Mymt,20.0472,0.278173,5.8125,0.375209,0.313876,0.694274,0.493518,0.170827,0.179348,67.4969
Hampton,19.9842,0.286581,4.35484,0.305861,0.332061,0.703025,0.510575,0.204679,0.189747,71.831
Youngs St,19.9678,0.25849,7.29032,0.356343,0.253717,0.701597,0.477385,0.149313,0.15638,70.5976
TX-San Ant,19.9535,0.241847,7.375,0.354167,0.29072,0.662047,0.473059,0.176497,0.174146,66.7176
Miss State,19.9501,0.187216,4.71875,0.333333,0.284608,0.655706,0.474792,0.214571,0.187983,70.3316
Citadel,19.9394,0.214092,5.75,0.381513,0.28292,0.636256,0.480112,0.210361,0.151205,66.2723
Loyola-Chi,19.9289,0.223254,6.0,0.339286,0.28125,0.751152,0.521061,0.182073,0.161905,65.0646
San Jose St,19.9274,0.245478,4.89286,0.334669,0.316901,0.693023,0.494876,0.170263,0.163351,69.7174
GA Southern,19.8963,0.259156,5.45161,0.318345,0.293194,0.664899,0.477842,0.172721,0.173492,64.3661
Florida Intl,19.8955,0.246561,7.0,0.323391,0.29735,0.661191,0.472547,0.187239,0.218613,71.3102
Auburn,19.8626,0.294589,5.71875,0.345865,0.272031,0.706175,0.493761,0.171198,0.171644,69.0684
Arkansas,19.8531,0.289922,6.0,0.358657,0.301954,0.684685,0.482847,0.139478,0.212332,72.7215
S Carolina,19.8394,0.306079,6.0,0.337736,0.365759,0.675983,0.521344,0.190407,0.180865,68.834
N Iowa,19.7873,0.192533,7.62857,0.346213,0.234653,0.753308,0.495667,0.172237,0.181185,65.5543
Miami (FL),19.7454,0.210017,7.05556,0.325648,0.302521,0.727966,0.522249,0.143712,0.158821,65.416
Marist,19.7324,0.232847,6.35484,0.366972,0.25442,0.691309,0.469863,0.182453,0.16263,69.9686
Coastal Car,19.7188,0.265586,4.57692,0.348457,0.359006,0.704261,0.530201,0.182442,0.189849,67.0971
Memphis,19.7174,0.243121,6.11111,0.329564,0.344673,0.715353,0.528633,0.176304,0.189778,71.7076
Princeton,19.6843,0.261631,6.7037,0.338068,0.279778,0.726542,0.510705,0.176576,0.181748,61.5269
Siena,19.6841,0.209049,5.78125,0.331316,0.30712,0.665025,0.497499,0.203106,0.14329,66.3605
Hofstra,19.668,0.258261,4.41935,0.30991,0.327619,0.674543,0.486054,0.185244,0.175399,66.9173
Cincinnati,19.6659,0.232878,6.76471,0.30427,0.37833,0.719893,0.542778,0.159161,0.173698,67.3007
Dartmouth,19.6528,0.290709,5.59259,0.354911,0.266436,0.700629,0.479615,0.178754,0.182131,65.206
Winthrop,19.6485,0.262645,5.75,0.325581,0.268712,0.704739,0.494247,0.185918,0.156395,63.2545
W Illinois,19.6147,0.209266,5.06897,0.342105,0.236702,0.75179,0.500868,0.173453,0.170224,59.069
Georgetown,19.6004,0.246455,5.90625,0.306595,0.291807,0.714715,0.510194,0.174621,0.192675,64.8902
High Point,19.5796,0.287582,4.51724,0.324701,0.327064,0.700322,0.510628,0.151182,0.169656,69.0375
Idaho State,19.5771,0.244687,5.41379,0.374332,0.218863,0.669091,0.449808,0.173376,0.176772,62.1767
Portland St,19.5248,0.244888,5.23077,0.369048,0.291026,0.684783,0.488358,0.157392,0.148355,66.7788
Alabama,19.5239,0.228758,5.37143,0.3125,0.301994,0.684971,0.493991,0.17061,0.192966,64.0971
CS Bakersfld,19.4921,0.336485,6.57692,0.345794,0.270238,0.708945,0.485177,0.17955,0.191219,69.4563
Evansville,19.4492,0.239983,5.8,0.351792,0.281753,0.720273,0.494098,0.14645,0.188126,67.2814
Ste F Austin,19.4361,0.244547,3.92857,0.296703,0.32795,0.764072,0.546454,0.173558,0.199298,63.2107
Old Dominion,19.4209,0.272348,4.6,0.390845,0.376209,0.69071,0.520989,0.170045,0.175235,67.7962
Rhode Island,19.3957,0.281544,6.31034,0.341748,0.261376,0.662542,0.459804,0.162052,0.165401,65.9586
Akron,19.3759,0.247405,6.75,0.326923,0.365385,0.720773,0.538427,0.174324,0.174145,69.0289
Kennesaw St,19.3653,0.313672,5.06667,0.381663,0.281026,0.675192,0.468814,0.180544,0.184772,67.3025
Illinois,19.3624,0.251238,7.68571,0.34255,0.32199,0.680851,0.490714,0.147029,0.186186,66.9929
Fla Atlantic,19.3612,0.26599,5.96774,0.301961,0.305383,0.680037,0.499778,0.193564,0.143473,68.9774
Lg Beach St,19.2971,0.232912,6.74194,0.381102,0.311178,0.656863,0.482289,0.178425,0.164243,69.0391
Belmont,19.2591,0.246177,8.29032,0.334975,0.274887,0.670707,0.4857,0.1727,0.212791,69.6778
IPFW,19.251,0.263363,6.74194,0.34104,0.298539,0.753656,0.514356,0.175254,0.17644,67.529
TX-Pan Am,19.1934,0.250727,6.10714,0.348259,0.250554,0.650292,0.451863,0.18245,0.186357,68.6621
La Salle,19.1796,0.205176,7.70588,0.302128,0.273245,0.674326,0.470874,0.149232,0.1833,68.3938
WI-Milwkee,19.1792,0.22254,6.7,0.327206,0.256098,0.653277,0.463153,0.186867,0.147659,68.3033
Washington,19.1741,0.237691,5.32353,0.341727,0.36721,0.715526,0.528037,0.165741,0.159097,68.4132
Kansas St,19.1595,0.252813,6.73529,0.332673,0.37693,0.677259,0.51706,0.149758,0.189511,64.7812
Notre Dame,19.1175,0.18992,6.51429,0.325383,0.314976,0.727592,0.529779,0.150166,0.137634,65.46
Wash State,19.117,0.229144,7.25,0.348437,0.294372,0.744909,0.51616,0.164655,0.169254,64.5695
Portland,19.1142,0.258435,4.26667,0.357009,0.31756,0.706009,0.510885,0.198617,0.154185,66.9658
TX-Arlington,19.1105,0.293096,5.72727,0.318182,0.336389,0.712707,0.52472,0.184964,0.195527,68.5011
TX Christian,19.0574,0.244935,3.67742,0.341573,0.303441,0.695011,0.489404,0.186358,0.172895,62.9677
Radford,19.0334,0.273441,5.96552,0.365854,0.303675,0.709276,0.487941,0.164254,0.186909,70.8375
NC-Wilmgton,19.0322,0.273798,5.31034,0.333333,0.31134,0.685807,0.488692,0.183037,0.150233,67.5806
Missouri St,18.9903,0.268057,5.16129,0.33892,0.248726,0.693662,0.456809,0.147021,0.169587,62.3407
SE Louisiana,18.9818,0.297702,5.93103,0.397059,0.236926,0.694784,0.46693,0.171098,0.157293,68.1233
NC-Grnsboro,18.9512,0.344991,7.13793,0.362403,0.280189,0.735005,0.49038,0.153259,0.169521,72.7823
Stetson,18.9457,0.215229,7.43333,0.331699,0.289143,0.692462,0.512183,0.202656,0.14958,70.0246
LA Lafayette,18.9408,0.295036,6.96875,0.349462,0.270891,0.65879,0.466044,0.170814,0.176279,72.9246
Miami (OH),18.9287,0.254997,5.53333,0.375,0.253039,0.680239,0.462788,0.192709,0.198722,66.9179
Maryland,18.9134,0.223918,5.76316,0.302752,0.356261,0.745283,0.558845,0.18768,0.135627,69.1516
New Orleans,18.8901,0.281912,3.22727,0.380952,0.250704,0.649046,0.449191,0.21534,0.180889,75.0756
Texas A&M,18.8898,0.248699,5.0,0.336039,0.330905,0.687755,0.508053,0.178286,0.186115,64.8098
N Illinois,18.8427,0.331566,4.58621,0.340502,0.315126,0.714104,0.498975,0.195563,0.195882,64.4172
Furman,18.8345,0.219347,5.93103,0.385542,0.268571,0.689046,0.473079,0.197097,0.14746,65.7267
Fla Gulf Cst,18.8053,0.230718,6.54286,0.312827,0.321942,0.684524,0.50317,0.180577,0.189181,71.2564
Utah,18.7303,0.22867,5.83871,0.338898,0.244147,0.700787,0.491966,0.176119,0.143834,65.1008
Northwestern,18.7134,0.270043,7.5625,0.346667,0.235056,0.652395,0.452499,0.151066,0.158899,63.2902
Austin Peay,18.7089,0.218481,7.10345,0.349233,0.27051,0.657203,0.472126,0.20391,0.154465,72.2504
W Carolina,18.6999,0.317682,6.22581,0.324528,0.330418,0.669935,0.49101,0.158687,0.173919,68.3117
Sacred Hrt,18.6627,0.273727,6.65517,0.370909,0.315265,0.660277,0.489736,0.187824,0.152817,71.1358
Arizona St,18.6601,0.200543,7.14286,0.337296,0.268817,0.725474,0.499804,0.161557,0.155699,70.1268
Pepperdine,18.6596,0.2481,5.51724,0.354724,0.304751,0.679285,0.503767,0.196165,0.150744,66.3427
Alab A&M,18.65,0.259671,4.82759,0.348519,0.292909,0.687432,0.492337,0.179884,0.148383,69.1504
U Penn,18.6324,0.300758,5.45161,0.344262,0.237214,0.681535,0.471662,0.208897,0.182574,69.2516
Alcorn State,18.6313,0.318415,4.8125,0.304577,0.279383,0.642654,0.469169,0.193436,0.161315,69.775
California,18.622,0.240371,4.06061,0.336299,0.309339,0.706084,0.519983,0.162721,0.142986,68.0201
Houston Bap,18.6209,0.280288,4.5,0.319899,0.289791,0.680995,0.490718,0.213421,0.193408,71.7321
SE Missouri,18.6012,0.264677,7.74194,0.325696,0.273495,0.674236,0.491718,0.162543,0.127045,70.2347
Rutgers,18.5977,0.277848,4.83871,0.321549,0.341111,0.673554,0.509757,0.180865,0.165446,66.4323
Delaware St,18.588,0.230646,5.3871,0.331959,0.307112,0.642702,0.473123,0.188959,0.175136,64.3843
Purdue,18.5838,0.244178,4.26471,0.327616,0.340234,0.724444,0.536243,0.158311,0.146051,68.2125
