Name,FTO,FTD,Three_O,Three_D,REBO,REBD,REB,TOP,TOFP,POSS
Oklahoma St,22.3947,0.259593,6.375,0.316637,0.222986,0.676583,0.455036,0.155312,0.157269,67.957
Campbell,22.3648,0.304712,5.16129,0.326154,0.308279,0.690476,0.507678,0.17955,0.146801,70.8198
N Carolina,22.2174,0.165669,5.10526,0.319026,0.385294,0.747559,0.565807,0.13472,0.157527,74.503
Creighton,22.2148,0.222941,8.2,0.361331,0.295316,0.75519,0.542132,0.154171,0.132278,68.8086
Montana,22.1933,0.267454,6.3,0.332623,0.251724,0.689906,0.489458,0.16291,0.186615,67.5879
Rider,22.1857,0.244373,7.6875,0.358189,0.257862,0.663586,0.478377,0.188204,0.15164,70.8508
Vanderbilt,22.1692,0.21193,8.52778,0.308846,0.312738,0.698859,0.511303,0.169462,0.158135,67.4108
Loyola Mymt,22.094,0.238381,6.40625,0.30349,0.299703,0.674858,0.491436,0.169759,0.172487,69.8719
Baylor,22.0816,0.236481,6.75676,0.336765,0.370714,0.698492,0.534669,0.171811,0.180372,68.7865
New Mexico,22.0604,0.224511,7.58824,0.311278,0.325099,0.74734,0.543199,0.170694,0.182463,67.8618
W Virginia,22.0378,0.223697,5.27273,0.323105,0.38511,0.716,0.547153,0.1547,0.173987,68.2023
Florida Intl,22.0319,0.320612,5.14286,0.327778,0.309133,0.66345,0.485577,0.188378,0.175429,66.7862
Geo Mason,22.0202,0.262901,4.72727,0.322259,0.314141,0.698147,0.516545,0.188478,0.175017,70.3212
Jksnville St,21.9978,0.323133,4.33333,0.319149,0.304393,0.693237,0.492455,0.162015,0.194594,66.2188
Toledo,21.988,0.22505,6.0,0.335714,0.287726,0.643312,0.479204,0.172352,0.176371,67.0151
TN State,21.9833,0.254111,6.03226,0.359664,0.303226,0.710699,0.508164,0.184446,0.197502,68.3802
N Dakota St,21.9376,0.293826,6.3,0.366876,0.252111,0.737179,0.507764,0.163697,0.158013,68.3758
W Kentucky,21.8971,0.26873,5.57143,0.326,0.320739,0.694469,0.502166,0.184982,0.178679,70.3289
Notre Dame,21.8688,0.196427,6.5,0.314019,0.290541,0.700743,0.495686,0.136116,0.143805,63.7493
Austin Peay,21.8674,0.24698,4.22581,0.377532,0.320197,0.654412,0.487144,0.178349,0.181251,70.3653
Idaho,21.8495,0.234349,6.51613,0.347176,0.30137,0.697927,0.513107,0.172559,0.138731,65.6988
Ball State,21.8366,0.235605,6.37931,0.358595,0.32336,0.688764,0.506289,0.172483,0.182724,63.481
Oregon,21.8039,0.23083,7.23529,0.341751,0.317298,0.708529,0.512389,0.162802,0.159374,69.4695
Akron,21.7815,0.242688,5.90909,0.296364,0.336373,0.691643,0.514109,0.177734,0.173895,69.5614
Georgetown,21.7718,0.260045,5.53125,0.276596,0.345856,0.723973,0.536461,0.165419,0.165826,65.5953
CS Fullerton,21.7699,0.270551,8.58621,0.376923,0.351039,0.710412,0.532696,0.185868,0.164309,70.9616
Presbyterian,21.7623,0.234524,5.67857,0.355556,0.278226,0.700645,0.498173,0.180821,0.144245,62.5263
Norfolk St,21.7443,0.265885,5.44118,0.313272,0.323359,0.69573,0.509788,0.177589,0.162891,70.4713
Dayton,21.6881,0.264511,7.78788,0.334532,0.346418,0.715686,0.526151,0.165594,0.166558,67.6254
Tennessee,21.6852,0.257969,6.48485,0.34308,0.322736,0.717273,0.520034,0.174527,0.153759,67.6345
Iowa State,21.664,0.200627,8.61765,0.306349,0.314259,0.746216,0.533134,0.157331,0.148073,68.289
Fresno St,21.6554,0.308777,5.90323,0.326996,0.287524,0.680233,0.455143,0.138149,0.184922,66.1387
Arkansas St,21.639,0.20411,5.21212,0.396552,0.308943,0.707469,0.513689,0.177966,0.168524,65.5383
Niagara,21.5996,0.326052,7.54545,0.36087,0.315883,0.656863,0.473109,0.156812,0.195556,70.5682
Michigan St,21.5547,0.245976,5.40541,0.299301,0.354537,0.753884,0.559633,0.166403,0.165672,66.5811
Morgan St,21.5441,0.272449,5.0,0.341463,0.332226,0.649573,0.492733,0.194125,0.17357,69.9448
Wyoming,21.5313,0.256462,6.12903,0.311203,0.228743,0.768585,0.494442,0.1625,0.19717,62.325
St Johns,21.5095,0.207652,4.0625,0.33864,0.320683,0.616795,0.474071,0.161409,0.17541,69.0102
Indiana St,21.4852,0.237247,6.15625,0.362617,0.238095,0.744548,0.493879,0.165885,0.160553,66.4703
Wichita St,21.4762,0.238545,6.9375,0.311644,0.324496,0.765977,0.545783,0.150134,0.162146,69.1172
TX-San Ant,21.4733,0.238839,8.1,0.327846,0.261905,0.667353,0.47877,0.177326,0.191153,70.32
Furman,21.4697,0.279675,6.65517,0.310273,0.311644,0.711085,0.509395,0.178526,0.156618,65.5293
Morehead St,21.4464,0.279588,6.26667,0.349829,0.321474,0.705436,0.515553,0.204857,0.205861,61.8596
TX Christian,21.4022,0.278431,7.34375,0.378,0.28585,0.712903,0.486601,0.166637,0.187862,70.6703
N Colorado,21.3743,0.285061,7.19231,0.392857,0.311688,0.742105,0.534799,0.208232,0.149508,69.638
S Utah,21.3401,0.318991,2.75862,0.358491,0.296345,0.725707,0.516911,0.181542,0.166024,66.2504
Butler,21.3076,0.298208,4.66667,0.313131,0.333624,0.746823,0.524461,0.169338,0.186239,66.4865
S Alabama,21.2914,0.229558,4.75,0.345259,0.405896,0.68929,0.548883,0.194271,0.154554,68.1027
NC State,21.2601,0.235719,5.35135,0.332394,0.347976,0.714169,0.53013,0.158046,0.152686,69.2834
San Fransco,21.249,0.224651,7.0625,0.388979,0.266137,0.742671,0.49711,0.162716,0.193295,71.327
Minnesota,21.1832,0.25954,5.34211,0.346479,0.341675,0.706485,0.528332,0.190967,0.167344,66.5872
Quinnipiac,21.1181,0.293352,4.40625,0.348797,0.413916,0.752841,0.566981,0.147682,0.159248,70.1414
High Point,21.1022,0.2896,8.51724,0.341544,0.293454,0.662611,0.486908,0.162965,0.146802,66.9974
Tulane,21.0973,0.248026,5.89655,0.328571,0.28022,0.728774,0.499232,0.164521,0.186952,66.0323
VCU,21.0898,0.2407,7.41667,0.321033,0.320132,0.682331,0.487273,0.143983,0.229395,66.7778
Houston Bap,21.085,0.306363,5.11111,0.37149,0.286592,0.643365,0.464732,0.184102,0.185441,75.5319
Utah Val St,20.9767,0.224746,5.55172,0.304577,0.329648,0.725591,0.525527,0.159212,0.151153,69.0422
E Washingtn,20.9641,0.373414,8.56667,0.368421,0.297348,0.699317,0.478893,0.144586,0.191934,70.915
Saint Louis,20.8792,0.252441,7.09091,0.315663,0.286464,0.73955,0.511639,0.152563,0.201367,65.0205
TX Southern,20.8772,0.235655,5.54545,0.330893,0.311728,0.676525,0.501733,0.21102,0.19875,68.2201
California,20.86,0.197368,4.58824,0.328622,0.308927,0.743154,0.532462,0.156474,0.169228,67.2551
Arkansas,20.8443,0.25318,6.40625,0.324786,0.288826,0.646318,0.472855,0.158572,0.191108,71.6621
Chattanooga,20.8442,0.223678,7.17241,0.334511,0.29175,0.716944,0.511162,0.168219,0.146988,70.9698
Santa Clara,20.8294,0.348673,7.57143,0.367816,0.284243,0.676792,0.464304,0.142652,0.151061,68.7558
Mercer,20.7759,0.275483,7.08108,0.310014,0.316148,0.668297,0.509426,0.19509,0.171527,66.9956
Ohio,20.7713,0.273231,7.38889,0.299689,0.332168,0.665421,0.490497,0.163725,0.221069,68.3368
Drake,20.746,0.298037,6.27273,0.30597,0.230315,0.732615,0.483958,0.167711,0.17261,68.7973
Alabama,20.7321,0.266527,4.12121,0.288732,0.316176,0.707024,0.519283,0.172287,0.176054,64.7511
BYU,20.6979,0.239647,6.81818,0.315866,0.277154,0.759746,0.52015,0.156883,0.187247,74.667
Denver,20.6236,0.274873,8.22581,0.363874,0.222363,0.693705,0.465722,0.172692,0.197963,62.7218
Central FL,20.6019,0.23911,5.32258,0.312937,0.353244,0.696653,0.519293,0.157803,0.158828,64.9798
Boise State,20.5833,0.272098,7.62069,0.383636,0.300108,0.759352,0.519744,0.156755,0.17384,66.341
Louisville,20.5418,0.239218,5.825,0.302778,0.33871,0.687411,0.511667,0.171671,0.188939,69.1275
San Jose St,20.5138,0.242166,7.36667,0.351438,0.272639,0.661702,0.468135,0.141064,0.153569,68.4092
Lafayette,20.5017,0.268237,9.12903,0.383912,0.201342,0.683406,0.455093,0.169644,0.156437,67.9722
San Diego St,20.5014,0.212431,5.65625,0.336957,0.28934,0.745714,0.524197,0.160889,0.159222,68.593
Liberty,20.4997,0.232691,3.86207,0.345009,0.298387,0.696288,0.501787,0.151684,0.145095,67.4526
Mississippi,20.4758,0.239732,4.38235,0.351199,0.347273,0.702609,0.519231,0.174558,0.167554,69.8099
TX El Paso,20.4735,0.250729,4.5,0.333333,0.267202,0.696393,0.495605,0.184856,0.159133,64.5652
Northeastrn,20.461,0.276179,5.45161,0.330629,0.325967,0.675978,0.49726,0.202753,0.186111,66.2157
Ark Pine Bl,20.439,0.291688,4.39394,0.372771,0.300666,0.664115,0.481673,0.191645,0.179025,67.9034
E Tenn St,20.4386,0.233329,4.0,0.358382,0.354639,0.65873,0.5,0.169722,0.216601,67.6825
Stanford,20.3741,0.258837,6.81081,0.334951,0.32526,0.735702,0.533411,0.169221,0.189217,70.174
Charl South,20.3725,0.243085,8.21429,0.363636,0.313228,0.704358,0.50076,0.156777,0.193154,72.5768
Charlotte,20.36,0.24147,6.4,0.334921,0.281899,0.716341,0.492887,0.172843,0.177245,70.7271
Rhode Island,20.3435,0.255438,5.32258,0.354785,0.385445,0.707395,0.523327,0.167919,0.159497,70.8794
Army,20.3154,0.251664,7.7931,0.34584,0.207735,0.704162,0.465235,0.191045,0.190903,70.95
Miami (FL),20.2972,0.237171,7.57576,0.326053,0.304554,0.687736,0.498913,0.144658,0.167461,67.7807
VA Tech,20.2835,0.254085,6.21212,0.279783,0.315893,0.6778,0.4962,0.154899,0.166148,64.8386
LA Lafayette,20.2693,0.283257,5.29032,0.340816,0.307466,0.724041,0.512876,0.194373,0.166829,73.0488
N Iowa,20.2629,0.208462,7.75758,0.359862,0.236196,0.762448,0.494542,0.153855,0.169,63.708
Sac State,20.228,0.285707,5.65385,0.365546,0.282638,0.72108,0.50444,0.180608,0.152004,67.3096
Sacred Hrt,20.208,0.249561,6.46875,0.357576,0.30205,0.682478,0.502313,0.191206,0.171017,70.5168
NW State,20.1879,0.270353,6.03448,0.330377,0.307463,0.630151,0.461643,0.173374,0.186921,73.2772
Rice,20.1733,0.263201,5.59375,0.368881,0.242604,0.74153,0.493316,0.170113,0.167492,70.0184
Montana St,20.1646,0.272609,6.74074,0.386275,0.304545,0.704301,0.483976,0.170822,0.181898,69.4287
Virginia,20.1592,0.222663,4.84375,0.28932,0.25,0.765199,0.522048,0.164928,0.182629,62.4715
Arizona St,20.15,0.275903,5.83871,0.367596,0.278589,0.717811,0.51208,0.223467,0.151459,64.356
Loyola-Chi,20.131,0.235684,3.93103,0.354582,0.294118,0.695381,0.499719,0.200673,0.168761,62.6927
Central Conn,20.1108,0.231235,6.2069,0.352601,0.315335,0.646522,0.480532,0.174113,0.205168,71.3289
Temple,20.0983,0.240237,7.125,0.340226,0.302875,0.696154,0.505904,0.155181,0.165627,70.1242
Pacific,20.0738,0.245295,6.5,0.360759,0.273236,0.656506,0.46822,0.159619,0.169268,64.2272
St Josephs,20.0633,0.213468,6.64706,0.350453,0.284569,0.699667,0.507401,0.158984,0.129195,68.6062
UCSB,20.0248,0.256846,7.37931,0.351211,0.359823,0.70292,0.524128,0.148664,0.1418,67.1582
Dartmouth,20.0205,0.270852,5.10345,0.375527,0.251106,0.733485,0.492063,0.183724,0.166421,64.2444
Col Charlestn,19.9668,0.189037,7.90323,0.320908,0.28215,0.656827,0.473932,0.161197,0.170718,70.7625
Syracuse,19.9625,0.217892,6.2973,0.314592,0.353147,0.631408,0.487638,0.132471,0.195727,67.0176
Florida,19.9598,0.21938,9.64865,0.341906,0.316071,0.72266,0.520489,0.144358,0.163293,67.5682
Beth-Cook,19.9433,0.285349,5.21212,0.355042,0.322453,0.645198,0.47696,0.172703,0.201588,66.0966
Marshall,19.9267,0.285276,5.58824,0.316794,0.396867,0.722484,0.546455,0.158661,0.158105,68.3386
North Texas,19.9238,0.243732,5.0,0.324478,0.323222,0.708669,0.520548,0.173649,0.174703,70.9599
Texas Tech,19.9141,0.327575,4.58065,0.33638,0.241379,0.692144,0.483025,0.229898,0.161255,67.0621
Kent State,19.8714,0.220677,6.0,0.344068,0.320207,0.667325,0.495688,0.177946,0.195199,69.1949
Wright State,19.8676,0.290345,5.87097,0.333333,0.224026,0.719144,0.459488,0.192696,0.221603,64.1343
Hampton,19.8246,0.261181,5.54545,0.355096,0.316489,0.674482,0.483976,0.174007,0.182715,70.1606
Duquesne,19.763,0.226671,6.46667,0.360294,0.270466,0.615556,0.444176,0.148669,0.204775,70.6708
App State,19.7406,0.289508,6.51724,0.318376,0.289011,0.697425,0.494012,0.180582,0.138154,68.6491
UAB,19.7383,0.219593,5.77419,0.347741,0.341137,0.702236,0.522662,0.189724,0.158496,63.4105
Air Force,19.7288,0.266033,6.25926,0.322862,0.178523,0.697531,0.45292,0.185341,0.181409,64.0162
Buffalo,19.6864,0.242465,6.76667,0.33805,0.340807,0.727273,0.540652,0.186541,0.141543,70.0992
IPFW,19.655,0.292665,5.58621,0.387978,0.277011,0.740654,0.508554,0.182115,0.169667,71.4043
TN Martin,19.639,0.279378,4.0,0.360382,0.306277,0.651589,0.475144,0.195693,0.166832,68.3017
E Carolina,19.6381,0.262657,7.66667,0.328798,0.274005,0.689988,0.485214,0.175118,0.183717,67.8954
Alcorn State,19.623,0.304344,4.0,0.331111,0.248837,0.617783,0.441848,0.1967,0.170557,68.7969
Wisconsin,19.6188,0.221742,7.91667,0.29385,0.293283,0.742593,0.518852,0.125995,0.157101,60.1747
American,19.6104,0.242261,7.09375,0.310463,0.250265,0.727738,0.488743,0.152624,0.146812,64.6977
UNLV,19.5632,0.240147,8.33333,0.336013,0.3125,0.721239,0.516089,0.164342,0.181975,71.7178
Southern,19.552,0.294921,4.78571,0.328947,0.216981,0.6515,0.450049,0.184002,0.15753,67.7679
McNeese St,19.5451,0.279005,5.23333,0.338645,0.308226,0.70247,0.498104,0.154129,0.166797,67.7067
Washington,19.5156,0.271912,6.2,0.327419,0.371168,0.704413,0.53445,0.151268,0.165422,72.7621
Purdue,19.5144,0.241476,8.11429,0.343949,0.290528,0.705191,0.492766,0.114601,0.165824,66.1782
Bradley,19.5066,0.234952,4.71875,0.360791,0.256144,0.700294,0.469697,0.178013,0.161856,68.2461
Miss State,19.4643,0.183609,7.06061,0.34876,0.306026,0.726856,0.52069,0.152827,0.13751,67.8788
E Michigan,19.4094,0.268155,4.80645,0.318937,0.293792,0.64877,0.474078,0.1902,0.192765,61.327
Pepperdine,19.3977,0.298288,4.92857,0.343874,0.321631,0.731678,0.519487,0.177733,0.135675,64.8089
Stony Brook,19.3931,0.199288,6.12903,0.357377,0.388045,0.753187,0.557925,0.159811,0.18646,63.5411
S Florida,19.365,0.237171,4.62857,0.306897,0.317125,0.707295,0.527468,0.184568,0.15512,60.9346
E Illinois,19.3595,0.250522,4.92593,0.367742,0.30375,0.662043,0.484181,0.171238,0.165708,65.6199
Old Dominion,19.3565,0.268338,5.75,0.317852,0.383594,0.719044,0.540965,0.167313,0.192958,67.8785
Pittsburgh,19.3321,0.243557,6.33333,0.333819,0.390824,0.701784,0.548538,0.164614,0.148099,64.0625
Oklahoma,19.3157,0.230595,4.54839,0.340807,0.350546,0.710526,0.522873,0.158561,0.173256,68.973
Florida St,19.2985,0.239946,6.17143,0.309091,0.342584,0.693755,0.521508,0.201142,0.187614,70.0275
Connecticut,19.281,0.195206,5.44118,0.343619,0.36239,0.674439,0.517901,0.156124,0.136341,66.3562
E Kentucky,19.2613,0.294154,6.86667,0.324752,0.255056,0.664671,0.461253,0.146058,0.17144,64.5508
Coppin State,19.2608,0.211211,9.74074,0.356928,0.279817,0.654362,0.477528,0.158891,0.148879,71.1481
Gard-Webb,19.1864,0.287529,5.8,0.326886,0.322906,0.715996,0.514636,0.175156,0.164426,67.93
Ste F Austin,19.1657,0.252208,3.28571,0.342529,0.334218,0.767702,0.550658,0.184508,0.201559,62.4254
Northwestern,19.068,0.214175,9.0,0.355283,0.232461,0.647242,0.448903,0.13942,0.165462,64.9985
Columbia,19.0656,0.256044,6.35714,0.36855,0.271574,0.74092,0.509348,0.170866,0.163725,62.3786
Holy Cross,19.0416,0.229753,5.72414,0.305699,0.277966,0.72073,0.502004,0.17827,0.149272,67.7284
Jacksonville,18.9781,0.356858,5.03333,0.35625,0.353116,0.670494,0.497566,0.179058,0.171995,68.1488
Portland,18.9568,0.320604,5.16667,0.366541,0.284454,0.684154,0.493545,0.196834,0.142723,69.8079
Georgia St,18.9508,0.212977,5.23529,0.315485,0.304426,0.708895,0.506804,0.148993,0.192403,67.6676
Grambling St,18.9187,0.232295,4.10714,0.323711,0.268508,0.625711,0.456709,0.206995,0.144059,67.5826
CS Bakersfld,18.8902,0.321988,6.26667,0.343866,0.337823,0.686881,0.502397,0.184677,0.199055,67.76
Auburn,18.8669,0.262859,5.03226,0.347603,0.292806,0.700906,0.493043,0.176249,0.183205,67.3649
Idaho State,18.8458,0.2958,6.48276,0.393321,0.284598,0.664901,0.468334,0.180433,0.192159,68.7978
Siena,18.8373,0.191166,4.70968,0.366516,0.314109,0.690223,0.511161,0.178565,0.146699,67.2996
Houston,18.812,0.221604,5.44828,0.357414,0.342889,0.684157,0.515343,0.179323,0.14445,69.6547
NC-Wilmgton,18.8095,0.273473,5.58065,0.310463,0.327652,0.681775,0.502872,0.171263,0.138176,67.5706
NC A&T,18.7328,0.250613,7.0,0.336898,0.264921,0.631902,0.458964,0.186317,0.179875,72.8944
S Illinois,18.6959,0.34274,4.46667,0.398082,0.308392,0.712531,0.490433,0.174085,0.19105,67.5729
Delaware St,18.6834,0.251032,6.07407,0.328537,0.28103,0.601513,0.442623,0.136902,0.173193,64.4264
Miss Val St,18.6529,0.280048,7.41176,0.380719,0.324569,0.694746,0.494906,0.169738,0.19988,71.9018
Nicholls St,18.6354,0.290997,6.42857,0.391867,0.240506,0.633452,0.446886,0.1951,0.153179,70.3348
S Methodist,18.6266,0.253052,7.56667,0.320066,0.219741,0.679315,0.453253,0.182916,0.192509,61.7396
Boston U,18.6137,0.22739,6.3125,0.329545,0.309257,0.7,0.50068,0.176372,0.167747,65.9797
U Mass,18.5928,0.264446,7.78378,0.307497,0.325116,0.672269,0.501718,0.166133,0.184775,76.6061
Colgate,18.558,0.273606,6.6,0.378194,0.239486,0.726974,0.491696,0.191851,0.127771,67.3562
Penn State,18.5576,0.302739,6.28125,0.381872,0.325779,0.747696,0.514232,0.158762,0.188342,65.0004
S Car State,18.5556,0.261161,4.58621,0.392924,0.329787,0.63886,0.489342,0.18297,0.147881,71.9181
Wm & Mary,18.5502,0.259642,6.70968,0.351119,0.221258,0.700541,0.468904,0.176994,0.129821,64.8633
SIU Edward,18.5417,0.252811,6.68,0.318182,0.241153,0.678934,0.467895,0.201497,0.157316,69.465
Fla Gulf Cst,18.4542,0.270403,7.80645,0.359534,0.329821,0.652672,0.494737,0.182626,0.169889,70.0952
Texas State,18.4521,0.299977,8.15385,0.358447,0.272321,0.645858,0.463108,0.16819,0.190089,75.4553
SC Upstate,18.4414,0.283357,6.125,0.339552,0.382463,0.70181,0.520145,0.174787,0.201946,70.3242
Savannah St,18.4277,0.296385,5.67742,0.287234,0.360804,0.724886,0.529356,0.185454,0.207165,66.3448
Towson,18.372,0.267037,3.375,0.369138,0.377034,0.667339,0.515274,0.232811,0.13916,64.4664
W Carolina,18.3273,0.294129,7.39394,0.36163,0.320071,0.668347,0.4875,0.159254,0.180087,68.9485
