Name,TOFP,TOP,POSS,REBD,FTD,Three_D,REB,REBO,Three_O,FTO
CS Fullerton,0.141147,0.16453,71.5737,0.722343,0.28539,0.366288,0.498775,0.278602,6.46429,23.8516
UMKC,0.148318,0.165618,69.4991,0.710677,0.309831,0.351399,0.503852,0.303965,7.14286,19.6817
Baylor,0.1738,0.154895,69.1864,0.734964,0.270137,0.369384,0.551504,0.393269,6.18182,23.5201
Oral Roberts,0.138307,0.152203,71.753,0.71322,0.246826,0.374088,0.494264,0.267176,6.06897,22.2987
Ohio,0.12825,0.150683,72.5305,0.76869,0.252836,0.363768,0.508382,0.22488,8.38235,22.2219
Iowa State,0.145214,0.140507,73.5346,0.714863,0.191341,0.335,0.496607,0.248366,8.37143,15.3475
Winthrop,0.135182,0.157669,74.6461,0.705202,0.240414,0.327181,0.486273,0.244173,8.68966,23.8366
W Kentucky,0.13062,0.162609,71.3543,0.734375,0.228586,0.372662,0.532895,0.323829,6.75,22.3357
LA Tech,0.163364,0.148055,75.7871,0.72507,0.244668,0.320251,0.499572,0.26177,7.06452,22.8143
Marquette,0.159817,0.172192,74.2636,0.708405,0.207833,0.342618,0.500637,0.263514,5.87879,22.6466
Maine,0.18241,0.181569,80.7063,0.695975,0.263645,0.369309,0.465373,0.246824,7.6,16.5621
S Methodist,0.158443,0.15546,67.4679,0.734856,0.223916,0.331361,0.573993,0.401353,6.46667,20.2071
Incarnate Word,0.158536,0.160595,71.382,0.719321,0.269561,0.358921,0.466937,0.191919,8.32,21.462
Portland St,0.165531,0.153075,74.6065,0.712619,0.23618,0.383212,0.486721,0.25649,5.13793,18.2105
Richmond,0.155906,0.131617,70.6086,0.69763,0.259843,0.360465,0.4622,0.218447,7.5,19.031
Providence,0.17892,0.139765,72.4646,0.726781,0.203574,0.322628,0.494131,0.28357,7.11429,22.3163
Louisville,0.185833,0.143639,67.6605,0.726388,0.274966,0.321053,0.546673,0.371769,6.0,19.3566
Central Conn,0.127936,0.170911,71.4862,0.713355,0.231911,0.358621,0.488329,0.277612,5.65517,17.3653
Davidson,0.136242,0.125741,72.709,0.700093,0.230593,0.343478,0.468579,0.232852,9.59375,20.8021
W Carolina,0.179108,0.172798,72.3077,0.686552,0.304914,0.356143,0.485468,0.290291,6.96774,21.4585
Gard-Webb,0.162785,0.157854,72.3217,0.722866,0.277475,0.347003,0.498213,0.295749,8.1,19.0814
Vanderbilt,0.120448,0.145654,71.2322,0.73328,0.261032,0.294212,0.507576,0.256604,8.27273,22.0789
Central Ark,0.136294,0.169867,75.4362,0.711957,0.281422,0.386731,0.503861,0.28692,6.60714,21.6361
TN State,0.189975,0.164666,71.5297,0.737513,0.289485,0.368098,0.513184,0.304118,5.65517,22.8504
Akron,0.143487,0.133631,70.5868,0.713546,0.240854,0.300898,0.492874,0.267997,11.7059,17.7504
Memphis,0.163119,0.139697,75.8893,0.723027,0.270498,0.304805,0.513977,0.300244,6.05882,24.9202
Florida St,0.164128,0.153303,73.3386,0.732673,0.260884,0.361528,0.524405,0.317051,6.47059,21.4958
American,0.167004,0.195959,63.7907,0.719008,0.283456,0.310782,0.468382,0.210024,6.29032,16.5865
TX El Paso,0.164003,0.152196,74.8051,0.701129,0.261893,0.341969,0.474012,0.224604,6.875,21.1383
Notre Dame,0.125721,0.130715,66.6146,0.699235,0.203116,0.369272,0.511111,0.309192,7.27778,20.7662
Creighton,0.15398,0.141906,73.3143,0.753107,0.244413,0.346099,0.513449,0.254642,8.08571,21.2783
Duke,0.145531,0.120823,70.4743,0.670266,0.193587,0.33985,0.495034,0.312129,9.11111,24.6741
Prairie View,0.198097,0.186446,70.7073,0.648855,0.308681,0.30597,0.46097,0.279297,4.09677,19.7087
Jksnville St,0.159468,0.14067,67.9297,0.673008,0.298891,0.332677,0.453593,0.251777,7.89655,19.1882
N Florida,0.122661,0.13641,73.6395,0.694757,0.212356,0.346084,0.464971,0.221429,12.0,17.1717
UCLA,0.137962,0.143363,73.9187,0.712424,0.251076,0.354029,0.515892,0.310437,6.25,19.0243
Pacific,0.142943,0.170919,70.375,0.711722,0.341422,0.366224,0.495368,0.259833,6.57692,20.3306
Texas A&M,0.179531,0.14597,71.3899,0.734661,0.230297,0.333726,0.529924,0.338235,7.59459,21.39
Kennesaw St,0.153925,0.162787,72.4746,0.675618,0.27665,0.344652,0.464578,0.258763,5.82759,19.0316
North Texas,0.149165,0.168649,72.8221,0.718029,0.300367,0.361809,0.490214,0.279208,5.66667,22.3375
Nevada,0.148866,0.150952,74.9569,0.727757,0.284971,0.323138,0.50494,0.296584,5.0,25.3849
S Florida,0.119868,0.183162,68.8045,0.695993,0.268748,0.319293,0.515828,0.336127,4.0303,17.793
St Fran (PA),0.141428,0.157127,68.8198,0.705759,0.224879,0.320661,0.502415,0.299482,7.13793,21.8461
Grambling St,0.172339,0.192904,69.3201,0.692666,0.286626,0.33156,0.459502,0.223214,4.92857,21.072
Chicago St,0.162708,0.173739,72.2289,0.681319,0.300255,0.387413,0.464237,0.272981,7.06897,15.5636
S Utah,0.15228,0.167633,71.5821,0.707347,0.313491,0.422,0.452342,0.2051,7.0,19.6078
Middle Tenn,0.171643,0.147757,70.4527,0.761639,0.293304,0.347471,0.51017,0.272645,8.09091,17.4198
Hartford,0.153398,0.149061,72.3855,0.641905,0.290454,0.347095,0.415225,0.171745,9.5,19.7294
S Alabama,0.153421,0.176323,73.5859,0.700765,0.277161,0.321689,0.488491,0.283194,6.45161,20.209
Chattanooga,0.175703,0.155421,69.5098,0.733918,0.221285,0.336842,0.518137,0.310757,7.33333,24.5442
Alab A&M,0.145693,0.150109,67.7531,0.688967,0.281672,0.319277,0.492323,0.294182,5.89286,21.7175
N Dakota St,0.148442,0.142341,67.1419,0.761616,0.236903,0.324022,0.499058,0.247716,6.58065,18.9776
Nebraska,0.170381,0.148541,69.1077,0.744519,0.276201,0.366721,0.514396,0.298246,6.47059,20.0029
Cal St Nrdge,0.163642,0.169533,74.8187,0.7103,0.256668,0.397459,0.482642,0.250266,4.32143,23.2467
Yale,0.157094,0.1663,68.7634,0.784188,0.241788,0.326642,0.577304,0.382619,6.27586,22.867
S Illinois,0.189303,0.16807,72.0328,0.767442,0.300192,0.318182,0.522319,0.299801,6.625,21.3444
St Marys,0.134732,0.134828,63.5849,0.75265,0.188379,0.3267,0.537029,0.280702,8.52941,16.8371
Lehigh,0.16095,0.166559,66.5319,0.728723,0.211004,0.366864,0.504451,0.269625,7.12903,18.6668
Tennessee,0.146877,0.134617,72.9864,0.682086,0.271373,0.341598,0.486996,0.304598,7.38235,21.0756
E Carolina,0.156718,0.16966,69.691,0.682765,0.199212,0.331117,0.484916,0.265025,7.25,19.3712
Mississippi,0.172498,0.144185,72.3785,0.706439,0.281785,0.354701,0.513819,0.327884,7.875,24.2216
Wyoming,0.135928,0.155897,68.5921,0.714744,0.286481,0.354067,0.452569,0.156682,9.9,24.0553
Minnesota,0.155106,0.144382,71.1561,0.733954,0.248088,0.382114,0.477191,0.232295,6.16129,21.2618
Illinois,0.168662,0.134191,71.6026,0.729287,0.19665,0.385511,0.459991,0.187057,8.14706,18.6076
Alabama St,0.158283,0.146105,72.3634,0.718033,0.309777,0.337864,0.494737,0.294059,6.93103,18.7273
Texas,0.158301,0.131743,68.6477,0.701149,0.27431,0.344884,0.490525,0.298521,7.0303,21.8507
Loyola Mymt,0.175364,0.139717,70.7671,0.696089,0.291439,0.377504,0.470726,0.273934,7.26667,17.8049
LA Monroe,0.14478,0.157111,69.7348,0.693519,0.243511,0.326843,0.504359,0.289579,6.53125,18.5973
N Kentucky,0.135995,0.168811,70.5973,0.714286,0.30454,0.368217,0.4857,0.245829,7.67857,17.099
San Diego St,0.155641,0.156196,68.6441,0.754934,0.230031,0.293706,0.536071,0.317116,5.91667,23.4705
Miami (OH),0.178806,0.159825,66.832,0.705515,0.267589,0.358757,0.476631,0.26087,5.4375,21.3689
Norfolk St,0.161572,0.151841,70.8402,0.686314,0.294472,0.380466,0.492377,0.295,7.25,25.8063
Colorado St,0.125264,0.138469,73.2973,0.768587,0.260935,0.354111,0.532278,0.305282,9.5,25.1544
Wichita St,0.206564,0.124675,68.5559,0.80099,0.296615,0.327332,0.530322,0.3,7.14706,22.738
DePaul,0.14902,0.182251,69.7806,0.724638,0.31533,0.364444,0.504794,0.287671,5.41935,19.4157
Bowling Grn,0.148659,0.161168,70.5852,0.731315,0.26153,0.379161,0.500219,0.269305,5.71875,20.8967
South Dakota,0.166368,0.145925,74.1488,0.712153,0.285833,0.397608,0.47025,0.226994,6.43333,17.4874
E Illinois,0.166486,0.15727,70.5527,0.663377,0.28434,0.335052,0.456306,0.260688,7.57143,18.4259
Wagner,0.180273,0.161058,69.5663,0.755725,0.301369,0.327119,0.544007,0.360108,6.06061,19.602
Wofford,0.154988,0.159763,67.6113,0.747086,0.293052,0.354077,0.496829,0.252809,8.36667,22.8759
Miami (FL),0.151025,0.14468,67.8014,0.731556,0.218314,0.343699,0.516695,0.288577,6.88571,24.3568
Towson,0.155687,0.147674,68.4609,0.753927,0.290588,0.351304,0.54824,0.372493,5.45161,25.1144
Delaware St,0.164773,0.182315,69.3883,0.624733,0.287223,0.333333,0.436844,0.242545,6.96667,14.3156
San Fransco,0.136799,0.151557,74.0319,0.717742,0.262472,0.38594,0.513883,0.302817,7.68966,21.7055
Liberty,0.157452,0.196176,65.3099,0.708738,0.303188,0.363636,0.46288,0.181704,8.82759,14.3612
Presbyterian,0.164162,0.182086,69.9402,0.698837,0.272851,0.342383,0.472909,0.230947,4.82143,19.3022
Michigan,0.153712,0.12627,66.9361,0.756027,0.202253,0.347458,0.492524,0.228708,9.6,17.5007
Mt St Marys,0.212625,0.150939,71.578,0.679918,0.266435,0.337255,0.440327,0.246998,6.84848,17.6116
SE Louisiana,0.162315,0.18811,72.0294,0.676471,0.292246,0.375371,0.482224,0.263702,7.12903,18.2721
Rob Morris,0.186463,0.17732,71.1406,0.668265,0.231459,0.335347,0.454031,0.235183,5.5625,18.5372
Northwestern,0.142102,0.135011,67.3387,0.733918,0.257431,0.344985,0.513644,0.279762,8.6875,16.3353
Savannah St,0.193468,0.1932,69.3988,0.715949,0.276445,0.341509,0.465543,0.226638,6.23333,19.9331
Alcorn State,0.148794,0.177633,70.1013,0.699292,0.280453,0.369838,0.507793,0.316193,5.96429,21.2957
Geo Mason,0.0897904,0.155932,69.7902,0.793852,0.238493,0.353372,0.551095,0.320423,5.375,19.5228
Buffalo,0.154558,0.161115,74.6868,0.737118,0.271445,0.343407,0.514689,0.301968,7.44118,23.51
Col Charlestn,0.188826,0.166386,67.4621,0.759955,0.289056,0.319846,0.506718,0.279835,6.46667,17.936
Valparaiso,0.162388,0.160153,71.3571,0.788804,0.275624,0.338583,0.556757,0.337168,8.2,20.981
UCSB,0.151751,0.160427,70.1961,0.747672,0.295558,0.299862,0.508373,0.265885,7.5625,16.2046
Elon,0.136771,0.155453,73.2633,0.722008,0.249004,0.352531,0.488217,0.247554,9.23333,16.6523
W Virginia,0.222698,0.163439,72.4286,0.746439,0.33833,0.33119,0.561432,0.412903,5.97143,25.7988
NC-Grnsboro,0.15326,0.154522,70.3629,0.742678,0.275209,0.37358,0.491423,0.260059,8.77419,15.7708
Oklahoma,0.151819,0.157176,73.2331,0.718703,0.212806,0.33697,0.513954,0.298995,10.3243,19.5599
WI-Milwkee,0.137832,0.139478,70.5964,0.758242,0.222178,0.382716,0.507442,0.245187,9.29032,24.1263
Samford,0.179179,0.170082,71.8077,0.694649,0.296777,0.367834,0.488711,0.275607,5.25806,24.1236
McNeese St,0.137719,0.153891,73.649,0.686584,0.274525,0.372709,0.470172,0.268898,7.03846,20.4191
VA Tech,0.153798,0.156661,72.4832,0.699571,0.243513,0.313625,0.495768,0.279531,5.71429,26.4889
Pepperdine,0.137735,0.137513,70.5085,0.720885,0.235079,0.326053,0.503562,0.291089,5.03226,22.8753
NC-Wilmgton,0.172519,0.136686,73.0077,0.71908,0.361469,0.338912,0.507719,0.295175,7.09677,21.076
Central Mich,0.136406,0.118935,69.12,0.701663,0.260951,0.343234,0.473978,0.25,9.8,18.9525
Morehead St,0.186694,0.153454,69.5804,0.72664,0.344979,0.357488,0.532868,0.366723,5.71429,21.1061
Auburn,0.151413,0.164625,74.4121,0.686916,0.284657,0.347826,0.471714,0.254885,8.77419,20.4615
New Orleans,0.183328,0.166617,75.3593,0.67455,0.289194,0.369527,0.495567,0.328032,5.14815,24.1313
U Mass,0.14751,0.154393,74.4727,0.71596,0.287607,0.312955,0.478808,0.23318,7.3125,20.3514
VA Military,0.158524,0.160828,70.8495,0.674528,0.289181,0.373898,0.44964,0.238145,8.55556,16.0486
St Johns,0.172933,0.181767,75.0234,0.712288,0.296512,0.36645,0.47272,0.242397,6.32258,18.6608
Indiana St,0.157001,0.16224,72.6065,0.761165,0.30479,0.323993,0.499571,0.243318,6.48387,22.7475
Utah Val St,0.143216,0.155195,76.3745,0.706308,0.275349,0.326,0.45999,0.211282,8.55556,19.8825
Idaho,0.166776,0.194613,68.7,0.762814,0.288367,0.34258,0.548992,0.322718,6.0,24.0175
Northeastrn,0.149053,0.16029,69.2828,0.727182,0.21012,0.339172,0.488319,0.243434,8.71875,21.921
Ark Pine Bl,0.170322,0.207277,67.2303,0.633056,0.355032,0.32316,0.445826,0.258503,6.12121,14.2883
Virginia,0.166235,0.132172,62.7476,0.760417,0.239643,0.34712,0.531753,0.284413,6.05405,20.4164
Sacred Hrt,0.155153,0.168467,74.1808,0.691249,0.279985,0.359223,0.503122,0.318713,5.63333,21.479
Coastal Car,0.131552,0.160061,69.4029,0.731173,0.238993,0.309192,0.516273,0.302277,7.03333,19.4516
San Jose St,0.14937,0.1687,72.0902,0.727174,0.329584,0.353612,0.48303,0.247096,6.75,19.6183
Hawaii,0.174925,0.155804,72.8336,0.758845,0.278799,0.30033,0.528394,0.290323,7.09375,24.3706
Kentucky,0.149812,0.136642,70.5274,0.7,0.290711,0.326299,0.535714,0.360788,6.77778,22.0954
Lafayette,0.142968,0.16304,73.1017,0.676379,0.257583,0.35725,0.444807,0.201417,8.16667,17.3731
VCU,0.18582,0.137948,71.8927,0.744737,0.252854,0.337229,0.520278,0.31553,7.27778,19.2803
Iowa,0.160025,0.126057,71.1917,0.701906,0.187501,0.313471,0.505632,0.297225,8.15152,20.4314
Alabama,0.15366,0.172498,68.1867,0.676964,0.280946,0.32866,0.475417,0.272642,7.84848,20.3541
E Washingtn,0.139739,0.14181,71.0141,0.724846,0.275935,0.373757,0.484411,0.242815,10.3125,20.0224
Miss State,0.15722,0.155644,72.1149,0.694471,0.261119,0.343499,0.489067,0.282154,7.25806,17.8031
NJIT,0.165148,0.158098,72.5143,0.708516,0.255586,0.348645,0.484523,0.248141,8.61765,19.9149
S Car State,0.149378,0.14643,69.8277,0.702811,0.277417,0.346154,0.48733,0.270961,5.78125,20.3626
SC Upstate,0.132634,0.17078,71.421,0.720588,0.270609,0.38118,0.502439,0.297645,6.92857,16.3517
N Colorado,0.153747,0.173521,72.3616,0.749423,0.332543,0.388365,0.493199,0.251403,6.37931,23.8743
N Iowa,0.160432,0.138563,65.6725,0.741995,0.186395,0.323259,0.464365,0.148445,8.2,20.3173
IUPUI,0.15859,0.165274,71.6702,0.739312,0.276724,0.337687,0.490106,0.254075,5.74194,18.3187
Stony Brook,0.161593,0.14534,69.3778,0.763889,0.205131,0.340984,0.545123,0.342397,6.35484,18.5055
San Diego,0.151754,0.179321,67.9569,0.748552,0.299394,0.362288,0.476931,0.244984,6.48276,17.8105
Sac State,0.151205,0.146084,70.9724,0.707342,0.274218,0.325397,0.476258,0.242518,6.62069,18.9486
Dartmouth,0.183068,0.178047,70.4375,0.71976,0.286074,0.351027,0.507783,0.318694,5.59259,22.0842
La Salle,0.163262,0.165358,68.56,0.680947,0.251304,0.380795,0.445259,0.218426,8.3,16.4819
App State,0.136022,0.179046,73.1214,0.695829,0.287634,0.386076,0.496738,0.295869,8.25806,21.7491
TX A&M-CC,0.191882,0.152402,71.0956,0.688574,0.298571,0.352273,0.486921,0.291339,6.48387,22.641
Tulsa,0.1752,0.135119,70.9219,0.714422,0.24489,0.358631,0.486568,0.255218,6.84375,21.811
Fla Gulf Cst,0.137619,0.148997,73.3073,0.745188,0.261123,0.311404,0.52906,0.296223,5.06452,19.5377
Kansas,0.159476,0.154399,71.5615,0.74057,0.266352,0.324675,0.535385,0.303957,7.81081,22.1696
Cleveland St,0.172557,0.187862,67.9962,0.709898,0.31592,0.355433,0.481025,0.27633,5.26667,16.9617
Campbell,0.164816,0.148067,68.4856,0.712871,0.273411,0.376068,0.454342,0.209467,6.48148,23.5248
GA Southern,0.168762,0.139695,72.8138,0.670614,0.302366,0.338323,0.467616,0.261599,8.82759,22.2106
Grand Canyon,0.166012,0.144829,71.502,0.742911,0.249603,0.316847,0.522279,0.300573,6.15625,23.4696
LA Lafayette,0.145347,0.145737,72.9938,0.756604,0.257923,0.377856,0.551347,0.36612,6.46875,24.7025
UC Riverside,0.149465,0.172001,69.5996,0.74177,0.276926,0.348457,0.502106,0.266599,7.3871,20.6249
N Hampshire,0.135496,0.144286,69.7246,0.785643,0.25458,0.353033,0.527939,0.274178,6.70968,22.2997
Clemson,0.154467,0.135195,65.6185,0.719067,0.212879,0.351629,0.503745,0.291494,7.67742,20.4014
Colorado,0.134456,0.158575,73.061,0.773997,0.264044,0.352632,0.553914,0.333634,7.36364,24.1392
TN Martin,0.146992,0.156834,69.0295,0.716862,0.223768,0.338407,0.504689,0.281132,7.57576,20.7641
F Dickinson,0.179156,0.154502,74.5195,0.649606,0.314162,0.35426,0.458477,0.258716,7.28125,18.9548
Washington,0.172848,0.146726,81.2055,0.662119,0.304527,0.330721,0.486061,0.320959,7.32353,24.484
CS Bakersfld,0.186145,0.153404,70.2496,0.731118,0.285956,0.333955,0.523919,0.332991,5.4,20.5458
James Mad,0.133545,0.148548,70.4383,0.748428,0.272367,0.286641,0.521272,0.281925,8.48387,20.6999
Kansas St,0.179961,0.170292,70.0678,0.705029,0.276245,0.309707,0.525076,0.358525,5.30303,23.7432
Hofstra,0.140454,0.142656,72.9659,0.724287,0.18556,0.353436,0.512831,0.304653,8.54545,22.551
Butler,0.164639,0.126076,72.0886,0.757185,0.256105,0.338214,0.523348,0.296078,7.15152,23.7923
Evansville,0.162169,0.163101,70.8049,0.78071,0.217647,0.32623,0.520609,0.227902,4.75758,25.2936
Wisconsin,0.162613,0.145568,65.9946,0.740494,0.242759,0.372913,0.522776,0.3051,6.54286,22.1663
Florida A&M,0.1757,0.198536,74.0796,0.711628,0.267776,0.332724,0.462889,0.222222,5.81482,18.4486
Oregon,0.174876,0.137205,71.103,0.714165,0.229125,0.361878,0.519891,0.319588,6.94595,23.8329
SIU Edward,0.153059,0.166282,70.508,0.73147,0.307486,0.37155,0.505045,0.301154,5.64286,20.9196
Harvard,0.146277,0.186296,69.0344,0.738612,0.248394,0.313514,0.51391,0.275114,7.42857,14.7442
Florida,0.16094,0.134194,72.1545,0.734034,0.256957,0.343152,0.512857,0.319659,7.16667,21.5202
TN Tech,0.135015,0.157028,71.5974,0.692308,0.24495,0.364217,0.491429,0.254444,8.48276,25.4777
Oklahoma St,0.148355,0.164976,67.2043,0.697802,0.291469,0.342314,0.491158,0.267465,6.40625,22.1805
N Mex State,0.142464,0.170061,68.7121,0.766931,0.215928,0.335034,0.565217,0.354369,5.15625,20.4203
Seton Hall,0.166958,0.163168,72.7379,0.722084,0.243851,0.316891,0.523975,0.337088,6.05882,21.5116
TX Southern,0.137783,0.162742,69.6519,0.73549,0.19018,0.33437,0.536512,0.337441,6.72727,21.1006
Navy,0.175086,0.169641,65.8527,0.762766,0.276361,0.351111,0.530115,0.303609,4.25,21.5917
Georgia St,0.183028,0.16046,67.4388,0.702638,0.281797,0.328283,0.467865,0.222354,5.0,20.3888
Wm & Mary,0.132054,0.141513,69.8948,0.746341,0.214696,0.330532,0.511742,0.230058,7.72414,21.0661
Charl South,0.142112,0.158934,71.0032,0.745098,0.272459,0.37397,0.475092,0.216246,8.96296,13.8752
NC-Asheville,0.192846,0.159902,73.1598,0.741362,0.231262,0.295732,0.509075,0.290732,5.5625,23.0232
Santa Clara,0.144162,0.149551,69.2842,0.716805,0.268762,0.343239,0.472512,0.219164,7.56667,19.485
Jackson St,0.179136,0.148784,71.1846,0.748175,0.322297,0.314642,0.507722,0.303205,6.58824,16.3618
Delaware,0.116782,0.152186,69.1271,0.727977,0.243756,0.348235,0.507396,0.267191,5.6,23.1458
Houston Bap,0.14283,0.185924,72.7492,0.695182,0.268408,0.362729,0.496461,0.27699,5.83333,24.5135
Loyola-MD,0.147043,0.162926,70.6288,0.709302,0.291579,0.372093,0.501427,0.291796,5.36667,21.9457
New Mexico,0.147283,0.186023,73.6664,0.720575,0.266459,0.324573,0.526718,0.282979,6.125,24.5193
Boston U,0.148302,0.17423,71.742,0.72968,0.248922,0.332873,0.501929,0.242545,7.87879,20.4859
Arizona St,0.160153,0.14588,72.0406,0.740814,0.26887,0.35387,0.503853,0.294065,7.9375,21.6458
Temple,0.138024,0.116711,68.667,0.721311,0.218117,0.312102,0.492561,0.271937,7.72727,16.24
E Kentucky,0.174719,0.180624,74.6892,0.678351,0.291459,0.375975,0.473271,0.246955,8.3,22.3593
Southern,0.168187,0.141762,71.077,0.706616,0.27902,0.321593,0.486046,0.256039,5.78125,20.8401
Central FL,0.113828,0.183755,70.7496,0.712835,0.19807,0.323398,0.517073,0.285414,6.9,20.0237
California,0.123366,0.1518,70.8489,0.777778,0.279354,0.347249,0.545051,0.305738,6.94118,21.9606
Neb Omaha,0.177425,0.147433,78.9971,0.695473,0.26595,0.35861,0.478808,0.256539,6.06667,25.233
Georgia,0.133733,0.16267,70.5974,0.724225,0.297511,0.331202,0.52011,0.295517,6.47059,24.2885
North Dakota,0.173794,0.162012,74.2812,0.764012,0.269401,0.34375,0.493566,0.221336,6.36667,20.8218
Princeton,0.159971,0.142241,71.2732,0.747052,0.227634,0.354212,0.513706,0.267261,9.5,20.1438
LIU-Brooklyn,0.170337,0.157953,75.0867,0.697543,0.266648,0.369676,0.501282,0.315596,5.77419,23.9293
Saint Louis,0.161893,0.176525,71.2574,0.734674,0.276861,0.328317,0.46631,0.183085,6.21875,20.1295
Ste F Austin,0.227404,0.151122,70.2012,0.717024,0.260921,0.32766,0.511984,0.327434,7.93333,21.3671
Ball State,0.144793,0.172865,68.6629,0.75434,0.278506,0.350746,0.517313,0.265799,8.64706,19.0616
Boston Col,0.169193,0.17845,68.557,0.732438,0.261331,0.381601,0.458026,0.195289,7.1875,13.4468
St Josephs,0.141563,0.124211,72.1733,0.758704,0.191628,0.31087,0.519021,0.253692,6.97222,22.2074
Stetson,0.134003,0.149441,75.5654,0.676787,0.231039,0.3593,0.459302,0.218095,8.06667,19.8062
Marshall,0.147062,0.14498,79.8345,0.71073,0.261144,0.374224,0.478786,0.24618,10.0606,17.9159
Wright State,0.182776,0.150599,69.0974,0.759682,0.320354,0.330494,0.46786,0.167984,7.57576,18.0246
Loyola-Chi,0.192547,0.16846,67.7895,0.729075,0.250908,0.348794,0.458498,0.190578,6.19355,18.606
Niagara,0.144478,0.180217,69.8758,0.696565,0.257633,0.356612,0.50519,0.307839,5.1875,19.2753
TX-San Ant,0.152361,0.16053,74.8504,0.728395,0.317184,0.412975,0.469811,0.227058,6.96667,20.9306
Mercer,0.140598,0.161481,68.1816,0.743879,0.245333,0.360097,0.552724,0.351351,6.3125,20.1667
