Name,TOFP,TOP,POSS,REBD,FTD,Three_D,REB,REBO,Three_O,FTO
Valparaiso,0.137513,0.194883,68.3565,0.715696,0.314077,0.340502,0.52251,0.311552,6.3871,24.8696
Middle Tenn,0.189173,0.162227,67.6194,0.746767,0.297272,0.32998,0.528132,0.331224,5.29032,22.994
Elon,0.144562,0.154832,69.0608,0.701174,0.29219,0.333333,0.482412,0.252887,7.68966,20.3219
W Virginia,0.158439,0.121082,70.5716,0.695076,0.294244,0.344828,0.495791,0.308994,7.81818,23.8743
NC-Grnsboro,0.150606,0.171223,72.4655,0.737064,0.328441,0.337143,0.497582,0.269592,5.13793,20.5567
Oklahoma,0.153918,0.13497,74.067,0.713122,0.275604,0.341534,0.509411,0.308576,8.63636,24.5887
WI-Milwkee,0.159475,0.173941,70.0904,0.704808,0.260959,0.3104,0.486093,0.258768,7.08824,24.9677
Samford,0.146653,0.167045,69.4254,0.678223,0.341211,0.367754,0.470707,0.24612,4.83333,20.2616
Howard,0.18,0.205822,70.0786,0.654135,0.353988,0.333874,0.473539,0.288597,5.12903,24.5347
VA Tech,0.111483,0.168443,65.9419,0.724402,0.256839,0.326418,0.518535,0.292658,6.93548,19.8122
Pepperdine,0.128993,0.157145,68.4987,0.696907,0.282252,0.367384,0.499759,0.283648,6.43333,21.8009
NC-Wilmgton,0.146274,0.148981,66.7913,0.674788,0.298606,0.344406,0.478381,0.298565,4.43333,18.0163
Central Mich,0.17021,0.143881,67.5918,0.680263,0.275059,0.365108,0.466382,0.266809,7.93103,21.5288
Morehead St,0.181906,0.187147,72.9297,0.742268,0.342525,0.345878,0.548938,0.367793,5.46875,28.3235
Auburn,0.160672,0.153535,69.3763,0.691489,0.331887,0.386243,0.493012,0.300744,5.73333,25.2728
New Orleans,0.170112,0.199563,73.6016,0.682705,0.295458,0.364764,0.50088,0.331234,5.04167,26.4374
U Mass,0.160063,0.160944,74.1561,0.70531,0.265813,0.308411,0.519262,0.307692,5.36364,21.4535
VA Military,0.13269,0.115305,78.2234,0.681289,0.272212,0.340351,0.487633,0.301174,8.41935,21.1553
St Johns,0.164148,0.133593,70.5413,0.719964,0.268778,0.345964,0.504129,0.288263,4.9697,21.6937
Indiana St,0.153715,0.152273,67.7992,0.739879,0.305369,0.34955,0.496956,0.242991,6.40625,24.5209
Utah Val St,0.136307,0.151274,64.8417,0.726042,0.262199,0.328386,0.50226,0.256617,6.23333,23.2361
Idaho,0.129844,0.147578,69.3371,0.700855,0.298872,0.33719,0.501108,0.276954,6.39394,24.4742
Northeastrn,0.147981,0.171064,67.2258,0.726809,0.24388,0.371058,0.51262,0.306761,4.875,22.5453
Ark Pine Bl,0.206625,0.195106,69.4418,0.676768,0.323815,0.368421,0.467759,0.253933,6.2069,20.1608
Youngs St,0.162764,0.143597,71.1116,0.708381,0.290557,0.355019,0.472265,0.231111,7.58621,23.0332
Sacred Hrt,0.157879,0.150703,70.9113,0.677419,0.304994,0.341772,0.485701,0.294397,6.35484,20.4253
Coastal Car,0.15854,0.170926,70.9536,0.734177,0.279467,0.324324,0.525551,0.315996,5.83871,21.4588
San Jose St,0.127626,0.175797,67.5547,0.705376,0.329141,0.352294,0.485329,0.260231,8.44828,19.0395
Hawaii,0.167113,0.141909,71.269,0.712471,0.282408,0.342007,0.525154,0.352744,5.58621,25.4016
Kentucky,0.138323,0.147721,68.408,0.727483,0.273337,0.322388,0.566703,0.417628,5.07692,28.7866
Lafayette,0.151853,0.167335,67.7346,0.668981,0.259271,0.372392,0.473101,0.241093,7.33333,19.9307
VCU,0.222897,0.143225,73.0661,0.723481,0.25958,0.30303,0.505955,0.331538,7.42857,20.3338
Wisconsin,0.133671,0.111535,64.75,0.745331,0.209745,0.340741,0.511833,0.264014,7.81579,26.0923
Alabama,0.163098,0.158271,66.6391,0.67887,0.290373,0.307116,0.482117,0.270299,5.74194,23.3322
E Washingtn,0.128046,0.151948,71.4797,0.720786,0.305176,0.350282,0.502876,0.288154,8.10345,22.4804
Miss State,0.17524,0.176833,70.2932,0.691468,0.234541,0.325893,0.482881,0.26564,4.66667,21.9858
NJIT,0.161582,0.164255,70.6545,0.687898,0.325153,0.3407,0.466857,0.240695,7.0,21.8528
S Car State,0.149247,0.188253,69.4143,0.667403,0.310523,0.338346,0.499756,0.328109,4.89286,18.0593
SC Upstate,0.155118,0.154674,68.8676,0.715089,0.277139,0.342466,0.523851,0.347222,6.21875,21.4633
N Colorado,0.165356,0.148012,65.2771,0.701841,0.283922,0.37911,0.507104,0.324387,5.8,21.6513
N Iowa,0.149867,0.142262,67.3779,0.745098,0.268696,0.364261,0.489223,0.241266,8.5,22.4109
IUPUI,0.132553,0.154423,67.4134,0.696655,0.248423,0.36952,0.448969,0.204955,4.17241,19.1817
N Carolina,0.163915,0.141014,72.2393,0.709622,0.288819,0.317293,0.531815,0.363402,4.29412,22.4743
Sac State,0.157273,0.15345,65.3509,0.70438,0.331914,0.348584,0.493462,0.288156,6.10714,21.1496
Dartmouth,0.174643,0.160439,65.3716,0.764789,0.332679,0.375,0.50908,0.301353,6.19231,20.1805
La Salle,0.149611,0.148987,68.4069,0.695209,0.235162,0.331276,0.499318,0.286139,5.70968,22.7764
App State,0.162873,0.15874,68.9221,0.698013,0.298519,0.370558,0.495363,0.299441,4.65385,21.2615
TX A&M-CC,0.158125,0.163882,65.4957,0.7,0.314148,0.339823,0.51472,0.326945,4.4375,22.9977
Tulsa,0.17596,0.144538,71.2305,0.734619,0.320565,0.351613,0.503055,0.284799,5.79412,24.9397
Fla Gulf Cst,0.161355,0.167348,70.0409,0.728814,0.253886,0.342025,0.516588,0.288518,5.48485,19.9018
Kansas,0.142144,0.163091,70.5689,0.736447,0.320182,0.354943,0.554587,0.36212,5.4,26.924
Cleveland St,0.166336,0.166337,67.2476,0.713985,0.30594,0.333919,0.509286,0.308889,7.32258,22.4975
Campbell,0.134704,0.174974,65.8732,0.650812,0.27267,0.350211,0.473573,0.291139,8.75,15.506
GA Southern,0.156521,0.154272,68.3177,0.708595,0.238329,0.34858,0.494242,0.28248,6.80645,20.0203
Grand Canyon,0.126101,0.166227,69.4625,0.733176,0.294553,0.35412,0.498117,0.251526,7.03704,28.5259
LA Lafayette,0.160168,0.157635,74.0687,0.70793,0.304992,0.332155,0.518836,0.349453,7.125,23.8377
UC Riverside,0.151112,0.168854,69.8991,0.711387,0.301786,0.381743,0.487756,0.271751,4.37931,22.7421
N Hampshire,0.146388,0.178836,64.9134,0.724687,0.310192,0.31323,0.486987,0.246637,7.03448,17.7956
Clemson,0.14522,0.154395,62.6309,0.693739,0.215538,0.28524,0.514378,0.328008,5.27778,22.3975
Colorado,0.156809,0.168281,68.7764,0.753899,0.224066,0.355524,0.543071,0.330594,5.17143,26.9195
TN Martin,0.170733,0.1399,71.8319,0.685279,0.332458,0.381633,0.463104,0.285433,7.27586,21.2661
F Dickinson,0.154038,0.151663,68.8828,0.632044,0.328242,0.370438,0.457326,0.283871,7.06897,21.1754
Washington,0.142239,0.142637,70.6859,0.723251,0.295936,0.318367,0.511337,0.299395,5.84375,23.2985
CS Bakersfld,0.164068,0.178574,67.8117,0.698174,0.349955,0.313975,0.510282,0.330553,6.80645,21.359
James Mad,0.157132,0.162611,66.6359,0.701138,0.311291,0.351477,0.48993,0.274611,4.87097,24.8825
Kansas St,0.161637,0.155704,67.9598,0.684461,0.312782,0.292948,0.506655,0.326834,6.0,21.6705
Hofstra,0.131715,0.157242,67.0606,0.708171,0.30004,0.376947,0.518888,0.340092,6.93939,23.9946
Butler,0.154903,0.13122,67.2825,0.733702,0.231027,0.314741,0.499758,0.286437,5.7,20.8078
Evansville,0.154706,0.170566,68.8198,0.696008,0.270324,0.357027,0.481787,0.224719,4.25806,25.7803
Iowa,0.162882,0.132702,72.6727,0.741289,0.254527,0.316736,0.54717,0.362791,5.78788,27.5206
Florida A&M,0.17343,0.169304,74.3958,0.666334,0.364398,0.328482,0.490287,0.329739,6.43333,18.5494
Oregon,0.163783,0.139713,73.0081,0.70916,0.326849,0.324059,0.508096,0.29783,7.58824,26.9511
SIU Edward,0.168978,0.1757,70.6892,0.690647,0.283797,0.338583,0.474854,0.265922,7.03448,20.0489
Harvard,0.184826,0.151534,67.3714,0.741866,0.253169,0.327273,0.520988,0.31101,5.80645,27.3879
Florida,0.186159,0.148491,64.3215,0.734728,0.221551,0.329618,0.537331,0.341126,6.53846,23.2008
TN Tech,0.169067,0.19063,69.8302,0.694295,0.357735,0.356436,0.516843,0.343849,5.54839,23.7442
Oklahoma St,0.171571,0.128616,72.4165,0.700847,0.285241,0.327132,0.487449,0.268227,7.02941,28.146
N Mex State,0.137394,0.157368,69.4014,0.708968,0.255675,0.33264,0.535597,0.370441,5.14286,28.365
Seton Hall,0.15995,0.160911,68.796,0.740561,0.292283,0.349259,0.495508,0.238806,7.41176,23.8557
TX Southern,0.135648,0.164851,70.6913,0.716856,0.22608,0.356419,0.519222,0.313568,6.24242,26.8774
Penn State,0.14193,0.137015,68.8838,0.734694,0.33561,0.351964,0.50485,0.280374,6.17647,23.868
Georgia St,0.171021,0.105725,68.077,0.680233,0.255136,0.343407,0.46161,0.230453,7.5,25.1095
Wm & Mary,0.138209,0.144788,65.9214,0.706006,0.227766,0.373288,0.47329,0.229834,8.64516,21.8246
Charl South,0.146663,0.138912,71.3792,0.720742,0.277184,0.401835,0.497184,0.281909,9.22222,21.0664
NC-Asheville,0.142601,0.165736,72.3909,0.679037,0.296362,0.369091,0.50603,0.321508,7.0,25.4366
Santa Clara,0.154712,0.134226,67.1835,0.689011,0.323373,0.357683,0.468004,0.271665,7.32258,22.567
Jackson St,0.184897,0.185853,70.096,0.730313,0.360714,0.34676,0.510519,0.332323,3.90323,22.9179
Delaware,0.143033,0.116239,72.5829,0.678451,0.274774,0.326866,0.480791,0.272504,7.2,25.9014
Houston Bap,0.139724,0.19283,71.6409,0.669421,0.308226,0.337209,0.483642,0.288934,4.86207,20.6008
Loyola-MD,0.180227,0.156267,68.178,0.668305,0.279464,0.406504,0.460358,0.288317,4.82759,22.2541
New Mexico,0.128939,0.136913,67.9529,0.737331,0.238422,0.347639,0.537313,0.313052,5.79412,27.0516
Boston U,0.176829,0.15474,68.615,0.721018,0.225021,0.353941,0.490901,0.246692,8.05714,17.5722
Arizona St,0.146047,0.144568,71.8413,0.724051,0.271336,0.326493,0.483924,0.222118,8.12121,23.0306
Temple,0.135109,0.128755,71.6355,0.67551,0.271793,0.35807,0.485262,0.302657,6.48387,19.5434
E Kentucky,0.211461,0.143634,68.6277,0.676904,0.34281,0.358456,0.437768,0.204833,9.03125,25.0901
Southern,0.156924,0.176198,70.2491,0.717213,0.358806,0.304878,0.51669,0.294702,5.86207,19.2909
California,0.12978,0.131478,68.7339,0.723368,0.252228,0.353234,0.505677,0.281192,5.68571,20.4515
Neb Omaha,0.178626,0.151327,75.953,0.692391,0.255468,0.345098,0.482004,0.257497,6.82759,24.1529
Georgia,0.137722,0.169249,67.3581,0.723696,0.31055,0.319444,0.533475,0.334951,4.91176,28.0328
North Dakota,0.183857,0.141589,69.7656,0.691949,0.322051,0.373832,0.476722,0.291346,5.71875,23.4267
Princeton,0.166813,0.151648,66.8664,0.772992,0.26662,0.328018,0.498139,0.233143,9.0,21.7108
LIU-Brooklyn,0.132493,0.160686,70.7534,0.668127,0.232287,0.390205,0.483809,0.285556,7.51724,21.834
Saint Louis,0.182097,0.161596,70.0458,0.735185,0.249854,0.296137,0.504274,0.262439,5.63636,22.0635
Ste F Austin,0.208023,0.141756,66.753,0.727679,0.321229,0.347291,0.535096,0.365064,7.12121,24.1959
Ball State,0.141045,0.213357,70.0379,0.709827,0.320515,0.331111,0.514374,0.318743,6.42857,21.8249
Boston Col,0.127966,0.153384,65.3786,0.665559,0.305316,0.378723,0.464854,0.254717,7.70968,25.3116
St Josephs,0.133348,0.162127,67.7272,0.748411,0.233358,0.341716,0.52029,0.28351,7.35294,21.8437
Stetson,0.159681,0.166669,66.0311,0.651111,0.268111,0.374587,0.451487,0.263933,5.12903,19.1015
Marshall,0.16552,0.159827,71.3387,0.668663,0.297621,0.324324,0.483441,0.304545,5.74194,21.2978
Wright State,0.208047,0.182778,66.8202,0.727738,0.293945,0.330309,0.475386,0.220145,6.17647,23.4167
Central FL,0.147374,0.165388,70.7384,0.691275,0.264672,0.360324,0.519066,0.360537,6.68966,19.4988
Niagara,0.175128,0.158112,76.0027,0.685451,0.336046,0.384486,0.47603,0.297797,5.0303,25.7567
TX-San Ant,0.146704,0.198228,70.0065,0.683887,0.310175,0.372852,0.503838,0.321974,6.11111,26.6642
Mercer,0.161154,0.151163,69.564,0.698975,0.287939,0.309489,0.509991,0.295431,8.15152,22.4341
Lipscomb,0.174907,0.154808,72.8565,0.693245,0.325964,0.352025,0.463391,0.236977,9.17241,24.9901
